	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g461	5254	8225	5135	7385	1342	5330	6700	11648	10237	8015	5529	12840
g462	146	83	144	203	64	213	73	257	1237	332	354	485
g463	3	2	0	2	5	4	4	4	11	9	13	3
g464	31	35	18	11	18	28	44	63	27	39	40	37
g465	22	100	39	61	90	153	328	7	21	6	370	1
g466	3233	3930	1845	1752	2195	2319	4953	5387	5541	5664	4603	6927
g467	11798	28268	21086	24704	30768	9057	41987	28554	57927	60042	44405	93972
g468	98	161	52	191	127	261	319	333	562	260	553	366
g469	25	26	53	188	249	17	1	9	18	142	54	92
g470	71	116	56	26	57	83	66	93	134	127	232	108
g471	1107	1052	934	806	1513	876	1594	1864	3442	2134	2685	3179
g472	164	55	82	142	44	62	43	134	431	412	624	62
g473	23	22	8	21	18	11	71	30	177	60	61	161
g474	293	234	235	166	119	260	254	329	528	305	289	324
g475	1207	2129	1628	665	844	825	2232	2479	3229	3754	3714	5481
g476	403	754	500	539	614	845	1043	1078	1291	1019	1281	1041
g477	587	192	149	356	297	127	637	315	326	718	1011	926
g478	1912	1854	2350	1253	1274	2677	2998	3581	4009	4930	4521	3003
g479	3	1	3	0	4	5	7	4	3	9	7	8
g480	31	57	32	29	38	63	90	66	70	112	176	184
g481	1636	860	2111	3156	3125	1184	2035	3304	1263	4259	4119	955
g482	39	0	0	0	0	0	0	1	0	110	0	0
g483	68	118	64	71	25	15	191	34	127	59	154	468
g484	0	0	0	1	8	3	1	2	0	0	29	0
g485	2809	3458	5070	3019	7599	2523	9688	11337	11144	19193	19897	11347
g486	10	25	14	8	17	18	11	14	13	9	15	22
g487	53	175	137	63	123	168	106	175	226	314	209	205
g488	31397	79262	22995	54109	9839	11638	64857	82271	81775	27169	82667	22448
g489	834	570	336	555	478	734	2460	1943	3752	2234	3240	2739
g490	260	636	289	122	499	294	3302	697	2548	255	4999	3275
g491	98	30	137	179	279	8	1101	604	587	330	393	543
g492	374	181	377	1158	688	581	812	3358	2378	4849	851	1624
g493	45	88	60	54	57	105	118	101	121	260	117	192
g494	11	9	3	6	10	10	20	24	31	7	45	12
g495	3	3	6	6	1	0	14	5	49	23	17	14
g496	244	259	226	313	280	333	511	265	332	485	244	540
g497	2799	4376	2803	3012	5171	4520	6367	5920	3971	9667	9235	8353
g498	1	3	1	0	2	2	0	2	4	4	5	4
g499	64	252	106	151	424	107	315	129	337	535	612	528
g500	582	825	694	626	765	849	1136	805	1422	1183	1018	1511
g501	782	1152	1218	1175	2442	1109	4273	5194	5535	2646	4088	5704
g502	132	190	121	170	157	233	278	337	486	381	489	377
g503	11	8	7	15	6	1	10	20	9	43	48	87
g504	8	1	0	10	2	11	13	14	5	10	29	24
g505	2	36	2	1	28	11	9	23	28	11	22	16
g506	1963	2111	1670	1525	1721	1459	2268	2611	3173	2765	3679	4363
g507	475	628	326	636	291	395	1802	2351	2655	2325	3094	2308
g508	31	37	77	53	114	34	78	106	59	85	204	64
g509	1049	3091	1287	6442	1654	2395	6763	3484	3760	8709	13438	4050
g510	1039	882	718	542	1034	1257	3198	2506	2955	3579	3477	4568
g511	261	430	504	382	584	394	1014	397	747	506	976	1048
g512	7	34	139	2	35	17	44	61	41	25	76	54
g513	1	7	3	2	5	3	8	21	22	4	4	10
g514	6252	4743	4693	5397	6742	6900	14992	8762	17147	11558	15356	16330
g515	15	17	10	6	6	6	133	70	85	82	269	137
g516	2008	1226	1499	1203	1277	1923	6432	10653	7430	7498	7821	6361
g517	102	350	198	280	129	403	970	1221	1614	647	1735	649
g518	5	2	2	2	4	12	6	13	6	17	18	7
g519	20	98	32	60	81	123	194	94	152	41	180	114
g520	504	2456	1357	1601	1168	1379	1420	2779	2124	1713	2129	2816
g521	841	911	835	503	1144	1092	1254	2449	1767	1984	2570	2585
g522	427	486	299	494	331	354	498	382	525	1038	606	852
g523	100	111	62	77	70	94	204	274	264	155	307	371
g524	488	778	434	469	434	716	1339	1267	2303	2731	2285	4234
g525	126	204	650	237	272	454	1117	456	701	1809	1221	1487
g526	0	1	3	17	8	0	14	2	0	4	0	0
g527	3	6	2	4	3	3	9	3	11	5	9	8
g528	1	0	0	0	2	2	5	2	2	0	2	6
g529	936	784	544	1248	768	998	1254	1599	1463	1127	1544	2571
g530	4	1	2	2	8	3	9	4	6	4	8	12
g531	1	6	0	2	6	0	3	0	0	7	6	3
g532	0	1	8	29	2	8	23	18	26	6	13	17
g533	11	6	8	43	7	3	0	10	6	2	40	7
g534	5	1	1	2	1	1	8	1	1	4	7	10
g535	12	11	19	11	21	12	20	10	16	28	38	49
g536	52	106	172	54	110	134	166	470	384	118	249	114
g537	20	23	15	4	43	40	118	11	73	140	49	21
g538	1	0	0	12	6	7	3	8	1	0	0	1
g539	51	116	14	76	33	4	51	75	155	258	42	8
g540	259	113	177	304	209	318	1002	347	1551	1143	2298	1755
g541	1	17	15	6	14	16	5	8	2	1	22	44
g542	10	41	46	24	2	10	3	99	14	22	102	214
g543	476	468	561	585	388	614	1058	1431	1086	1910	1529	1254
g544	765	807	998	1405	1079	683	1225	1599	1799	1518	725	794
g545	574	625	404	542	586	698	1635	1872	2268	2807	2933	3187
g546	333	458	327	308	322	308	795	1344	1656	1519	1969	1738
g547	236	223	296	247	310	289	654	458	391	438	1021	569
g548	3	8	4	2	6	11	38	13	11	2	13	27
g549	1756	1066	1605	2019	1246	1773	2472	2685	1887	2928	3020	2620
g550	16	58	30	122	153	42	143	344	108	100	173	321
g551	1238	1294	1333	925	1128	1106	1791	3044	2486	2579	3022	3330
g552	30	27	36	17	31	37	13	48	15	40	34	61
g553	945	1566	645	1090	610	880	3117	968	2744	983	1931	3288
g554	0	0	16	0	0	1	0	15	11	0	0	13
g555	3	2	0	1	56	0	2	5	1	11	10	61
g556	45	30	7	76	111	1	79	5	4	113	81	28
g557	18	76	28	26	20	15	120	45	44	24	108	8
g558	105	215	199	163	225	227	222	537	330	266	335	372
g559	515	275	73	139	229	199	722	1570	349	55	783	328
g560	56	34	38	60	50	34	104	204	328	212	225	245
g561	2947	2249	891	1397	1211	2908	4571	4651	6020	5027	4276	6884
g562	7048	2319	2728	5464	3828	4224	9188	18351	4751	5281	5301	13081
g563	201	140	139	300	249	311	421	324	478	462	542	595
g564	76	90	64	60	186	190	89	282	871	421	267	644
g565	26	38	2	12	31	12	87	30	25	22	40	11
g566	1	2	0	1	0	0	0	30	0	10	3	3
g567	1	8	12	15	6	7	7	15	11	11	6	0
g568	107	127	109	82	76	103	351	376	336	320	299	674
g569	493	909	706	1071	332	757	1224	1707	1646	2206	3126	2875
g570	2069	3278	1921	1248	1957	3324	3454	4096	4952	2270	5473	5453
g571	52	31	19	25	24	27	38	40	36	81	59	40
g572	93	140	69	235	126	176	346	395	152	584	481	198
g573	57	89	36	72	89	70	138	245	83	201	104	260
g574	451	475	466	743	588	778	1169	2562	906	1538	1377	1996
g575	118	262	153	148	261	178	800	947	895	808	899	1883
g576	591	454	501	509	513	668	1177	1775	1043	983	1458	1210
g577	23	5	19	9	9	23	29	18	24	54	48	34
g578	1619	1131	1094	479	778	1040	4407	3380	4328	6552	9437	4233
g579	90	195	77	120	91	122	189	158	140	277	146	99
g580	1181	1561	1182	1400	1334	1399	4842	5478	4512	5830	8640	7210
g581	219	343	186	157	314	159	296	426	371	311	349	401
g582	205	438	490	237	96	124	617	611	442	1105	684	1296
g583	1732	2583	2847	461	716	1312	889	5163	5750	5268	2203	4789
g584	181	125	120	144	223	257	399	334	182	471	335	368
g585	517	571	389	62	404	86	706	1826	950	3194	2944	2617
g586	898	1097	1060	870	1069	1081	4516	3316	4075	2911	3779	2355
g587	5	15	11	7	5	8	18	35	47	25	30	7
g588	1	7	6	12	5	11	24	16	18	18	49	33
g589	69	4	78	55	97	78	71	73	463	336	270	286
g590	4777	3541	2601	4261	4082	1500	6664	6472	10985	16366	8331	12554
g591	1044	1464	1326	1632	1641	1910	4881	7809	3630	3619	4022	2974
g592	239	150	235	453	719	380	482	576	438	214	765	1209
g593	2342	383	1353	908	4232	1052	635	5525	3379	362	4875	4510
g594	616	414	465	503	823	711	828	711	1024	692	823	722
g595	4641	2925	2722	2818	2841	1776	4795	4322	4291	2488	5721	9638
g596	33	58	30	31	51	23	67	75	62	57	60	84
g597	843	603	433	696	712	340	1157	2383	1429	625	1990	1522
g598	40	51	108	63	34	102	52	85	189	110	101	176
g599	31	38	63	55	34	36	50	68	70	97	117	131
g600	335	552	453	683	576	285	304	536	494	871	857	349
g601	122	196	131	122	182	169	101	237	239	286	305	342
g602	44	62	42	38	72	16	70	110	76	117	93	106
g603	28	49	57	29	25	61	110	206	184	157	192	93
g604	3	10	23	1	0	31	0	114	124	0	1	4
g605	83	34	36	16	77	46	57	94	177	228	114	164
g606	66	12	7	21	1	18	97	305	91	8	402	50
g607	717	1208	774	1482	291	1518	1963	2398	5499	2367	4301	3113
g608	978	586	703	451	495	1038	1071	1949	1371	1429	1551	2486
g609	6	3	4	3	9	4	14	17	16	13	12	19
g610	56	65	31	52	95	40	152	114	259	141	346	120
g611	183	303	73	135	157	187	115	123	219	181	97	156
g612	1114	1207	895	722	1183	705	1394	3441	1732	1350	2546	2011
g613	442	512	864	693	914	508	2198	1265	3329	1371	1983	2352
g614	229	258	275	167	317	232	360	364	340	338	548	757
g615	12	12	5	5	8	5	16	11	9	15	16	28
g616	924	1454	1024	1616	888	671	2733	3382	3662	4637	3491	5554
g617	30	32	3	11	9	26	51	66	55	115	116	27
g618	33350	11861	40957	29800	21631	19154	35447	130091	83563	79375	134689	98659
g619	3	26	19	59	8	28	26	84	115	72	78	24
g620	10	31	63	4	5	1	4	91	24	33	71	31
g621	1	11	0	14	0	11	4	5	125	12	75	1
g622	27	21	16	15	39	26	54	23	24	36	118	83
g623	0	5	17	3	20	1	8	6	12	21	33	13
g624	586	3	10	3	34	29	12	196	224	324	303	567
g625	11	11	2	21	2	1	28	0	0	4	2	145
g626	3489	2863	3046	2606	2553	2633	7675	9978	9018	5109	11122	10374
g627	369	489	419	345	403	360	959	1130	1015	1097	2054	1503
g628	30	77	57	22	52	35	94	286	199	94	193	53
g629	14	33	8	17	54	24	85	69	67	244	167	144
g630	0	6	1	0	5	2	0	86	0	0	0	1
g631	6	6	3	1	1	4	1	9	9	3	14	0
g632	14	28	12	20	6	32	34	20	27	26	53	18
g633	18	122	12	53	31	57	233	79	204	403	446	203
g634	12	39	0	47	1	32	58	6	45	12	72	20
g635	106	163	231	81	185	53	222	290	113	194	241	367
g636	624	690	175	386	425	341	857	671	228	481	1404	720
g637	68	186	116	122	202	141	299	265	526	216	245	373
g638	1985	2576	1728	2415	1297	1962	5740	4017	5906	4041	6611	7936
g639	13	23	41	9	38	19	97	56	54	50	57	85
g640	21	99	67	48	73	73	397	314	170	134	632	363
g641	264	383	467	401	421	498	1787	2114	1688	3456	3419	3405
g642	65	119	124	100	40	34	51	142	255	166	174	170
g643	103	102	94	206	109	58	190	97	171	424	72	250
g644	523	158	616	617	574	879	1352	1079	719	811	1409	1679
g645	259	1028	155	304	122	272	534	360	1235	1036	1278	886
g646	886	1025	563	822	943	726	1580	1560	1865	1551	1891	2488
g647	936	757	587	1313	1097	880	3786	2054	3857	2482	3110	1425
g648	230	265	177	268	413	117	1639	800	1134	991	2422	1534
g649	11	15	18	11	8	14	21	17	19	28	39	31
g650	216	238	306	308	475	340	728	649	1626	1170	2064	671
g651	1156	2415	1317	572	1869	693	3058	3417	3294	5057	3361	4820
g652	4710	2164	659	5279	3580	905	1507	8075	4185	2340	8190	3722
g653	62	56	41	92	60	69	148	91	174	179	138	148
g654	149	115	128	126	153	263	248	287	132	430	585	513
g655	29	56	965	306	333	352	459	1439	1166	567	3229	373
g656	795	1016	569	1480	497	188	1334	7534	2262	3441	4522	10748
g657	6	13	5	2	0	4	14	1	17	2	13	2
g658	242	239	191	201	326	212	439	316	457	268	218	367
g659	39	11	17	4	32	8	19	77	46	45	39	41
g660	153	161	94	104	138	73	681	524	415	779	858	496
g661	1286	1228	1314	941	1233	1332	2071	3259	2530	2819	2628	2742
g662	1345	2034	290	2399	982	2448	2993	2239	4819	2067	4440	8424
g663	200	146	151	228	238	216	603	527	714	647	808	819
g664	754	1393	1008	1873	1341	1244	3441	2965	2583	3988	5886	4522
g665	2740	2290	1509	1458	2504	1270	17203	13544	16038	7904	6206	9994
g666	330	482	459	370	568	351	586	617	504	615	1344	764
g667	2291	3583	2630	2711	3308	4178	7099	9167	9728	8376	12233	11865
g668	3823	7367	2294	8472	5669	12949	9278	11072	6211	11410	14140	19696
g669	1060	999	1298	807	1717	493	1781	1676	2142	3210	2673	3118
g670	942	770	1104	751	606	929	1505	1423	1105	1683	2579	1103
g671	379	394	264	204	280	273	662	971	673	800	842	789
g672	305	340	397	168	436	166	631	776	1030	686	1142	1082
g673	313	426	227	218	375	304	1300	1050	2174	1360	929	1179
g674	0	16	0	1	3	0	0	1	4	3	14	15
g675	413	143	241	250	395	713	353	854	1066	646	1087	1179
g676	14	136	28	83	517	10	271	132	216	222	713	794
g677	3	5	2	4	5	4	6	12	5	5	19	5
g678	1685	1946	834	1475	1314	1411	3527	3213	3051	3592	4628	4891
g679	28	35	18	24	24	34	69	28	108	88	112	36
g680	215	367	483	334	268	514	837	463	744	437	661	790
g681	44	27	17	9	15	4	2	59	31	41	21	18
g682	7	108	0	221	0	168	0	6	0	14	141	22
g683	189	225	190	226	237	256	328	551	383	396	642	580
g684	799	985	324	924	629	693	2356	1565	1615	819	1560	1897
g685	1364	2532	2132	2246	1480	1606	7475	4855	6080	6129	7412	7179
g686	0	5	0	0	0	12	2	0	0	0	1	0
g687	8	4	4	0	2	4	7	11	7	6	16	10
g688	8	5	11	3	2	6	22	2	10	20	14	14
g689	2	11	2	4	5	5	18	10	3	1	14	0
g690	114	130	185	166	239	197	487	249	511	282	514	1010
g691	218	290	223	210	202	225	556	392	318	523	320	644
g692	1532	1905	817	1080	1184	1485	2287	2792	4228	3299	4801	3214
g693	23	88	94	23	77	18	67	181	33	168	31	154
g694	466	287	188	181	321	204	1450	1737	1616	2040	2360	1253
g695	6	8	16	1	5	0	8	10	7	2	12	0
g696	40764	18446	24695	15594	37100	34431	29243	63389	70417	73622	58067	64783
g697	33	43	29	35	16	21	79	39	68	87	208	125
g698	1460	1951	1245	1306	1249	1458	1617	1628	2137	1557	4083	2694
g699	52	4	5	1	12	33	27	3	0	0	0	19
g700	445	737	607	450	547	602	2694	4313	3488	2370	3328	3950
g701	10	5	2	10	28	6	39	27	55	44	65	104
g702	4	15	12	3	9	7	14	9	32	32	15	3
g703	85	49	50	40	111	33	122	130	420	260	205	394
g704	1240	1123	753	1039	1532	1116	1285	1305	2198	1528	2806	1779
g705	549	421	503	335	341	808	693	785	980	788	1060	834
g706	55	105	41	39	94	70	94	101	61	82	189	83
g707	1042	512	1497	953	1077	574	1121	1589	1299	1254	2450	2447
g708	18006	16623	10328	10069	14886	11953	22568	15585	35435	19227	27767	19300
g709	2863	2839	2464	3438	2682	3320	3912	3545	4353	4451	5979	5409
g710	36	95	31	28	56	50	52	14	61	51	125	78
g711	1	0	1	0	4	1	2	3	5	3	7	10
g712	266	174	374	200	295	391	697	189	400	550	791	378
g713	1	0	0	0	0	3	0	8	6	0	0	0
g714	598	1278	1076	699	1772	1357	3077	2843	2688	3154	4167	2199
g715	5	3	0	6	2	5	10	11	5	13	20	6
g716	6	13	1	2	0	0	3	1	15	1	3	1
g717	2412	3187	2238	1827	2480	2843	6669	5817	9518	8578	15365	9252
g718	422	343	159	206	184	165	404	518	330	175	264	714
g719	10361	5425	7413	5893	4289	9165	25171	11070	22053	8842	20295	29027
g720	853	1117	531	518	474	999	1388	1055	1589	357	280	950
g721	190	508	469	286	494	640	827	1203	750	473	1069	1163
g722	13	17	13	13	44	31	23	36	67	45	64	66
g723	0	0	1	3	3	0	1	4	3	29	0	1
g724	4	2	1	7	3	1	8	11	38	18	20	17
g725	3697	2870	2569	3151	3828	3569	12795	13453	13481	9531	18371	18880
g726	53	54	66	76	86	78	131	125	137	184	213	194
g727	490	633	378	628	666	556	773	838	1178	608	1055	822
g728	37	59	41	55	106	270	120	134	53	114	160	111
g729	28	59	28	47	61	33	79	172	188	86	205	116
g730	988	812	836	611	841	1543	1836	1984	2375	1992	2468	3175
g731	3505	3493	2963	3906	3540	4812	4882	4546	6545	5029	6376	5766
g732	187	179	132	151	147	147	283	598	318	321	573	696
g733	21	23	82	12	13	44	35	106	11	10	172	55
g734	32	1	7	52	14	249	250	302	7	0	0	0
g735	25	48	37	45	31	48	121	89	166	92	154	128
g736	1299	1293	926	948	1252	1371	2677	1745	3178	2808	3827	3452
g737	118	71	60	56	173	79	20	215	1562	699	1972	1010
g738	1	1	1	0	2	8	16	8	13	15	2	1
g739	343	380	269	323	423	358	759	448	679	444	979	895
g740	33	53	32	28	36	40	48	76	98	75	92	82
g741	59	108	67	179	143	87	144	194	146	220	199	120
g742	87	78	124	70	28	113	563	405	66	507	144	263
g743	813	786	566	783	1012	576	1538	1436	1047	930	1425	1507
g744	273	126	157	189	186	124	567	429	570	601	582	746
g745	3	2	7	1	3	4	7	1	5	3	6	5
g746	562	124	442	153	152	42	253	510	504	368	1016	622
g747	16	10	11	15	15	27	40	12	81	9	26	17
g748	580	482	963	544	430	694	1224	1172	2488	2543	679	1379
g749	84	39	61	78	80	33	69	73	219	114	98	49
g750	306	596	485	603	568	637	186	225	372	201	288	253
g751	863	1332	980	597	616	636	304	478	475	536	534	698
g752	469	217	544	442	608	499	187	206	255	137	255	269
g753	2	56	70	25	3	16	27	3	11	2	0	1
g754	0	75	0	94	0	323	0	1	0	0	0	2
g755	39	8	46	325	71	90	42	33	55	58	42	32
g756	5433	6383	8520	7346	3742	4203	936	636	832	550	867	752
g757	169	247	141	232	320	207	81	123	128	98	149	134
g758	23	29	17	14	42	31	22	14	16	15	13	21
g759	1048	1182	1072	1066	1415	1373	706	817	782	655	766	982
g760	10	18	1	14	4	4	5	20	5	3	3	14
g761	1583	2358	1982	1776	2438	2148	799	1163	1024	906	1188	855
g762	5	7	3	19	9	5	0	6	2	4	10	2
g763	1	2	5	1	4	2	1	0	0	1	2	0
g764	0	16	3	7	0	2	1	1	5	0	19	0
g765	2884	4388	2050	2216	2817	4131	1697	2144	1151	1548	2496	2063
g766	61	219	380	139	142	175	84	58	101	103	134	78
g767	1249	872	1113	860	1190	872	508	428	613	662	774	727
g768	3887	2157	2309	1743	3346	1503	1434	1536	1408	1374	1592	2336
g769	204	46	43	146	66	62	38	0	25	24	12	49
g770	2455	2331	2151	2251	2936	3005	1296	1160	1280	1131	2495	1768
g771	8	13	8	13	2	19	0	7	3	3	0	2
g772	3	3	2	1	56	14	1	15	0	0	8	27
g773	685	676	794	671	891	519	359	335	214	214	309	225
g774	1661	2423	720	1107	2441	1731	618	466	569	324	1034	970
g775	3463	3511	2191	2111	4078	3088	1014	1069	734	856	1273	1037
g776	23452	4748	10363	7366	4101	18951	4506	13465	15266	2340	8473	7493
g777	543	944	373	1089	1088	791	174	424	167	337	456	332
g778	292	1986	441	1167	383	1590	129	460	1212	444	987	215
g779	7117	8738	5017	6457	6376	7043	2730	2318	2465	2705	3106	3232
g780	490	778	464	465	504	499	236	196	482	305	234	303
g781	63	75	31	27	49	70	22	16	27	15	17	44
g782	89	172	68	119	104	155	34	27	28	39	54	38
g783	33	22	21	16	31	34	8	9	7	11	11	6
g784	198	306	250	174	415	204	159	58	130	84	93	105
g785	795	979	714	811	1053	899	415	219	250	455	456	655
g786	4	5	1	3	1	4	2	0	0	0	3	1
g787	770	319	3186	264	112	2404	244	35	161	313	158	525
g788	2650	2640	2351	2171	4447	2762	1290	1800	2234	2515	3070	2094
g789	46	55	50	23	32	64	23	19	20	27	56	27
g790	956	515	490	1249	184	1438	394	243	630	687	991	325
g791	909	719	1356	1247	1891	1069	852	755	770	587	1069	1034
g792	10	14	3	7	1	1	0	2	0	4	3	0
g793	725	786	662	1313	1220	572	125	183	263	228	416	329
g794	18	24	1	10	13	12	7	2	8	2	7	8
g795	78	111	134	78	81	76	22	13	38	18	32	37
g796	190	29	51	129	75	82	31	78	28	131	54	43
g797	27	39	45	32	27	20	21	4	10	12	3	9
g798	33	12	29	36	40	61	13	3	13	0	11	23
g799	25	7	30	79	29	65	9	13	33	13	4	24
g800	803	1145	609	1993	1173	1187	906	774	793	902	1208	1239
g801	0	15	1	7	8	5	1	7	5	11	7	4
g802	363	516	425	378	457	331	218	263	248	504	464	319
g803	152	1201	956	547	1214	1264	508	679	2820	369	711	2256
g804	506	409	302	242	342	424	210	242	180	151	126	309
g805	8	17	3	8	7	18	0	1	9	0	3	13
g806	1649	613	207	1028	1200	606	124	373	272	78	326	147
g807	28	38	18	10	68	11	3	5	8	7	11	8
g808	10	3	13	4	7	2	8	4	1	1	6	8
g809	817	1044	881	809	1077	954	650	501	698	568	740	572
g810	6	5	13	3	8	24	1	7	1	0	16	12
g811	1526	1334	987	728	1427	1446	506	452	359	438	654	647
g812	290	471	354	363	679	272	155	72	88	46	120	196
g813	109	270	208	123	214	198	52	75	82	114	123	261
g814	941	967	1310	860	1295	831	576	542	711	433	534	561
g815	663	1046	538	1087	964	617	357	333	443	426	411	509
g816	50	70	41	47	50	71	9	12	11	10	5	4
g817	95	42	34	65	67	59	29	19	13	11	22	26
g818	0	5	0	28	0	0	17	1	0	6	0	0
g819	387	355	511	702	609	609	293	479	398	508	439	605
g820	16	2	541	14	98	503	30	25	1	20	1	38
g821	247	448	330	127	300	496	237	149	284	245	267	540
g822	66	71	50	85	55	96	19	27	23	27	51	17
g823	128	60	66	45	80	65	54	26	14	15	33	12
g824	0	0	3	4	1	2	0	1	0	0	3	0
g825	1	2	0	21	28	0	4	0	18	5	0	4
g826	37	51	46	44	230	385	174	29	76	8	160	11
g827	390	453	364	306	393	243	65	41	51	121	73	94
g828	2625	3269	4122	2539	3402	4744	979	2115	1487	1889	1821	2593
g829	1883	271	1009	1215	2798	457	343	199	121	256	229	181
g830	3349	3487	4329	17	2695	3246	268	127	1341	2	2226	1182
g831	7345	4851	6706	7335	5792	8238	1685	1760	2486	1863	2570	3746
g832	10	8	29	19	5	5	8	4	8	5	5	22
g833	126	189	170	120	179	114	47	38	52	55	92	140
g834	16	94	37	31	15	27	15	5	20	6	21	14
g835	26	8	6	9	21	5	6	4	11	6	12	6
g836	5	52	9	33	11	35	10	2	1	8	7	4
g837	748	757	683	474	784	1157	622	445	317	403	488	359
g838	16030	17060	10383	9986	30014	10972	5492	14588	8195	19476	9586	14886
g839	10470	14728	14699	13901	19425	26524	11727	6954	7321	3024	7371	9223
g840	5	11	9	5	9	6	5	0	2	0	1	3
g841	10	18	25	33	67	34	34	41	27	16	27	17
g842	11	21	4	22	2	7	2	7	5	1	0	3
g843	3031	5877	3661	5432	3382	7208	1828	3241	2584	2834	3976	3571
g844	3630	3985	8772	4261	2865	7095	2159	1063	1413	1162	1705	1515
g845	148	165	207	91	142	107	60	48	115	70	106	90
g846	158	116	70	117	70	66	23	22	64	93	52	66
g847	8183	8654	7560	10487	13964	10090	2556	2209	3451	3330	3341	4264
g848	877	1294	1341	333	1173	1633	115	212	612	223	699	603
g849	15	23	22	8	19	67	10	14	7	4	34	16
g850	43	396	1	0	1027	160	108	0	1	1	2	0
g851	35	76	46	63	94	53	27	28	45	41	42	76
g852	49	90	272	178	50	48	27	101	28	52	87	93
g853	175	128	185	134	189	181	87	99	126	58	120	114
g854	10	56	12	19	27	11	0	3	2	1	4	5
g855	103	127	58	48	77	101	19	21	19	26	23	23
g856	12	25	14	16	12	24	5	10	26	7	6	2
g857	7	5	2	1	3	4	1	2	1	2	1	2
g858	752	1253	972	924	1092	713	100	206	149	140	275	248
g859	3411	3407	6385	7100	4213	6431	2433	1361	2240	1296	2284	2914
g860	94	279	126	128	383	254	72	67	92	27	57	72
g861	373	200	98	104	496	381	59	110	98	71	81	69
g862	314	289	320	283	401	370	25	51	157	117	137	94
g863	2	13	18	1	19	4	0	7	8	3	1	2
g864	153	168	233	176	182	265	89	159	102	73	90	59
g865	641	885	718	924	298	401	350	232	246	442	549	370
g866	16	9	13	15	14	62	0	15	4	2	29	16
g867	95	54	57	100	80	105	21	15	35	38	39	33
g868	15	44	49	30	38	33	12	22	22	11	34	16
g869	417	658	496	458	557	474	133	156	206	154	313	185
g870	996	1014	467	1726	1185	1588	72	131	151	206	177	146
g871	222	221	144	268	226	349	150	148	146	104	259	183
g872	11	10	10	4	15	10	3	7	3	1	3	3
g873	469	1188	180	371	241	513	41	62	156	112	130	143
g874	9	1	11	297	4	184	0	39	89	50	18	181
g875	701	408	260	358	338	692	291	277	398	150	312	424
g876	31	50	35	112	56	104	20	40	31	22	32	12
g877	10	11	4	9	7	5	5	1	5	5	3	4
g878	1237	957	956	1191	863	756	621	860	654	720	912	981
g879	325	511	718	272	542	624	97	147	119	114	119	228
g880	69	93	69	54	64	97	30	43	30	49	54	35
g881	6	1	1	1	1	1	2	0	0	3	4	2
g882	73	360	3	112	24	297	24	5	216	22	385	214
g883	3	6	4	2	0	0	2	0	2	1	5	8
g884	160	238	201	239	156	91	89	109	156	116	150	144
g885	1	1	1	10	1	3	1	0	2	1	0	1
g886	1085	922	708	672	1117	829	376	437	499	264	560	567
g887	9	10	11	5	7	24	4	6	13	3	22	16
g888	783	1114	781	902	1361	904	432	453	700	719	991	763
g889	336	552	1076	607	745	1032	394	340	555	445	609	819
g890	5	0	2	0	8	0	0	3	1	0	0	5
g891	861	1157	873	1122	1177	1088	644	642	1017	524	709	719
g892	456	908	692	479	628	725	361	333	281	358	409	716
g893	12	16	5	8	18	15	6	4	3	3	4	4
g894	7	10	11	1	7	10	4	3	1	1	4	1
g895	8	4	6	5	4	2	2	1	5	2	4	3
g896	2	11	1	4	4	4	0	4	1	5	12	6
g897	56	13	46	174	180	197	26	14	33	18	24	20
g898	9	5	8	3	9	4	2	3	2	3	2	1
g899	86	151	30	111	121	239	42	75	92	37	93	189
g900	210	153	119	149	214	111	68	63	58	102	117	83
g901	469	538	692	539	366	801	36	75	119	85	65	77
g902	17	28	9	12	8	12	6	1	3	5	1	3
g903	0	20	18	19	38	57	21	4	36	7	54	41
g904	1676	3061	2307	1777	2054	3006	1217	1069	1307	1112	2309	1686
g905	18	34	521	169	330	162	8	122	121	40	94	40
g906	6	3	1	12	19	16	1	1	4	0	0	0
g907	482	403	324	276	531	301	74	138	87	150	143	132
g908	834	504	1089	897	1372	927	199	403	618	527	408	300
g909	266	142	279	243	260	235	66	56	56	92	124	60
g910	46	88	87	60	64	33	22	19	28	18	38	24
g911	59	269	143	366	350	982	0	35	47	7	13	7
g912	17	35	12	26	13	16	10	5	1	17	14	8
g913	67	53	26	17	3	13	23	0	11	0	22	3
g914	13	29	23	22	62	28	4	19	12	15	28	31
g915	961	633	220	1484	83	1346	398	1263	191	687	361	912
g916	65	191	171	120	135	228	58	30	54	49	54	80
g917	9	19	96	1	0	33	3	7	4	0	0	3
g918	420	1281	436	1269	490	781	85	262	149	299	149	148
g919	306	197	165	324	148	199	40	70	93	54	15	44
g920	70	41	71	73	55	86	33	46	36	61	27	24
