	sample1	sample2	sample3	sample4	sample5	sample6
g833	1579	849	1413	1297	1750	1806
g834	21	95	8	30	15	242
g835	305	562	528	1445	1576	1987
g836	66	94	40	64	51	198
g837	277	437	269	1003	536	1206
g838	3	33	22	20	26	47
g839	25	30	35	26	19	30
g840	327	219	178	163	215	394
g841	1562	1813	1884	1890	1416	3149
g842	41	8	6	1	31	332
g843	1019	926	922	1556	864	1747
g844	53	222	55	282	156	238
g845	297	196	91	460	451	963
g846	606	659	711	1211	1170	2357
g847	12	10	4	223	24	113
g848	1925	1790	1531	2153	1693	2570
g849	524	257	404	732	682	618
g850	1031	934	794	1975	1613	2989
g851	259	52	117	185	166	96
g852	4	3	17	5	10	1
g853	8397	6127	5540	11470	4758	10142
g854	849	797	545	2475	1398	2599
g855	3	2	6	4	7	15
g856	1473	894	802	2375	1406	3041
g857	1526	1884	2072	2007	2736	3375
g858	11	11	5	42	34	17
g859	59	146	138	159	189	187
g860	40	14	19	62	4	32
g861	785	414	723	1060	1353	1164
g862	18	30	11	10	23	32
g863	8069	5720	2994	15089	7057	17775
g864	1099	1080	811	899	328	1439
g865	407	293	2064	937	134	3352
g866	7	1	12	2	7	26
g867	105	77	78	184	130	301
g868	3847	3339	3964	5033	2085	7091
g869	2396	1995	916	1651	1883	3431
g870	39	18	14	18	26	66
g871	1102	1334	914	3367	1663	3439
g872	7	12	0	18	14	7
g873	79	72	316	681	268	350
g874	3	0	0	11	0	68
g875	2	1	326	341	37	53
g876	95	79	44	359	170	411
g877	55	24	11	26	6	15
g878	8	3	39	21	19	64
g879	9	55	33	46	64	135
g880	559	1083	477	3361	2904	1807
g881	20	4	1	2	55	18
g882	3400	2374	3326	3607	4409	6572
g883	105	150	46	307	304	263
g884	8	23	18	10	3	38
g885	110	104	64	33	80	108
g886	4	4	0	0	2	1
g887	1679	1241	1489	3534	2617	3298
g888	10	5	19	10	15	19
g889	209	148	174	868	633	406
g890	612	1048	1047	856	591	1125
g891	5615	7072	2575	12360	15349	13543
g892	408	642	545	807	971	1333
g893	561	612	220	599	477	1158
g894	2216	1805	2240	4293	2210	3847
g895	891	1167	1186	1206	1236	1937
g896	74	143	113	146	109	161
g897	32	29	48	73	72	92
g898	66	51	64	90	43	98
g899	574	441	376	1548	1210	1133
g900	135	635	377	1115	1429	1807
g901	389	259	267	465	474	544
g902	798	701	1847	2180	2274	2725
g903	5	0	17	37	5	7
g904	36	6	27	6	62	61
g905	597	47	155	125	1202	549
g906	1131	621	598	914	826	1088
g907	285	115	242	210	252	412
g908	2400	2664	1652	6258	5063	7054
g909	230	149	159	457	384	493
g910	740	1060	1156	3706	1061	1417
g911	55	47	67	262	138	128
g912	1927	2389	4179	1329	2807	4575
g913	46	160	174	128	202	414
g914	900	1205	822	1196	1378	693
g915	70	16	105	339	80	125
g916	2529	2616	2732	2825	3623	5215
g917	2587	3426	3291	3854	2763	4326
g918	109	126	176	173	202	179
g919	107	141	155	278	242	130
g920	100	143	132	227	184	346
g921	1003	826	1220	1549	855	2534
g922	5	1	0	2	4	1
g923	3	3	3	7	3	4
g924	13	20	10	22	24	20
g925	657	643	576	2365	1423	3266
g926	30	26	16	106	103	79
g927	76	161	128	195	161	531
g928	12	15	16	4	9	45
g929	1787	461	732	413	1336	1098
g930	2521	1938	874	6445	2720	7404
g931	482	209	229	622	502	688
g932	37	22	5	230	76	366
g933	654	3	32	848	149	190
g934	1134	4550	3662	4465	3424	4624
g935	5	4	4	29	3	6
g936	175	213	72	679	194	683
g937	3783	4072	2079	3919	1996	3230
g938	28	22	44	33	29	74
g939	9	6	5	13	9	6
g940	2434	2026	1291	6557	3270	6094
g941	21	14	1	75	56	105
g942	1057	702	399	1960	1092	1660
g943	3	9	7	8	2	21
g944	6627	9098	7891	31416	10593	22485
g945	54	40	193	27	125	50
g946	1778	2330	1347	4658	5027	6748
g947	2991	1058	2077	3180	1961	3989
g948	515	1105	755	921	902	1334
g949	838	1597	1292	1829	1472	1970
g950	487	215	316	208	341	1306
g951	3638	4063	2636	9526	5306	8016
g952	2	2	0	1	56	0
g953	1022	1077	1044	1685	672	1360
g954	4	3	4	11	15	6
g955	60	21	27	87	74	76
g956	1435	1263	1711	3286	5193	4298
g957	177	83	81	96	219	327
g958	774	462	777	533	1780	2893
g959	297	308	98	563	35	62
g960	27	5	34	0	9	9
g961	1558	2575	871	15537	2393	9734
g962	18	16	26	41	18	43
g963	1059	1019	800	2436	1660	2225
g964	2	1	0	3	0	14
g965	1389	1267	1401	1364	1014	1038
g966	9292	9736	14284	18983	17528	18619
g967	5	4	9	5	22	23
g968	0	0	1	14	24	5
g969	2	19	6	59	825	281
g970	24	32	32	53	26	61
g971	12	24	12	66	51	3
g972	121	156	124	176	161	301
g973	665	720	718	854	932	844
g974	410	581	421	266	355	3512
g975	171	74	110	316	113	161
g976	11921	9546	3990	26358	14900	17927
g977	20	49	32	98	37	73
g978	5733	6054	2303	7388	5821	17192
g979	9	6	6	16	10	23
g980	5	23	11	2	9	49
g981	161	84	111	164	189	127
g982	1	0	0	0	20	8
g983	70	296	222	77	27	297
g984	93	80	30	164	17	82
g985	179	369	294	437	488	984
g986	3206	2680	2660	3869	4907	7104
g987	2758	2867	2367	3143	2911	3788
g988	30	7	41	3	39	69
g989	12	10	12	9	11	17
g990	98	73	136	113	172	224
g991	6044	2062	6695	2616	10824	4181
g992	322	273	87	675	224	31
g993	4	5	1	8	5	9
g994	296	157	242	219	55	506
g995	2104	1611	1432	3676	3977	3944
g996	580	559	596	605	745	1245
g997	6820	9253	5075	9653	7173	7950
g998	6	6	3	4	8	14
g999	170	109	411	571	244	682
g1000	8	3	11	14	11	14
g1001	5479	4975	5947	6451	2794	4522
g1002	651	1196	1569	1454	693	1437
g1003	1603	1680	1389	931	1024	1383
g1004	3246	7201	4863	2859	3202	3096
g1005	230	297	168	235	355	182
g1006	44	40	17	11	10	31
g1007	1738	1579	1864	957	757	2103
g1008	3	2	4	2	1	2
g1009	962	822	1042	595	552	661
g1010	3512	3412	2948	2977	1976	3208
g1011	37080	23889	27674	19433	18628	23249
g1012	1	1	3	4	1	4
g1013	792	1659	1633	335	431	1567
g1014	19	8	16	14	6	11
g1015	707	282	267	398	320	234
g1016	233	534	226	370	141	507
g1017	3704	2733	4777	2947	1726	10785
g1018	279	222	361	144	163	181
g1019	11	9	15	17	39	40
g1020	720	1172	1686	1135	691	1223
g1021	667	581	398	571	249	497
g1022	55	47	49	42	53	113
g1023	1703	2081	2247	2300	1078	2090
g1024	12	19	4	3	6	4
g1025	0	4	4	2	0	0
g1026	12	62	1	4	122	301
g1027	2	8	8	4	1	4
g1028	38	39	72	18	9	41
g1029	861	1857	511	803	497	878
g1030	741	518	615	454	306	773
g1031	2162	962	2712	780	1175	929
g1032	909	2509	1923	1405	603	248
g1033	2347	1317	2173	1921	1701	2398
g1034	1963	1549	1091	1119	539	1881
g1035	11	2	30	48	35	27
g1036	1267	1339	640	947	1041	1482
g1037	2	0	73	0	33	7
g1038	598	446	525	186	251	418
g1039	3	0	10	0	0	1
g1040	10731	11299	5007	13825	5199	9966
g1041	2509	1738	2777	1837	908	2776
g1042	184	60	67	165	32	3
g1043	343	524	207	490	327	689
g1044	54	32	17	0	25	14
g1045	51	40	9	11	17	66
g1046	480	337	333	367	203	313
g1047	157	1282	350	110	1001	444
g1048	122	224	103	107	127	126
g1049	1207	1208	419	679	290	591
g1050	135	120	89	44	22	73
g1051	84	68	257	53	55	29
g1052	11	4	4	28	34	27
g1053	13	5	0	1	0	5
g1054	155	58	101	100	74	132
g1055	798	3028	531	691	1093	938
g1056	75	57	50	18	40	56
g1057	114	32	65	71	79	100
g1058	605	334	162	222	86	132
g1059	81	111	85	44	73	64
g1060	858	627	990	682	658	779
g1061	1117	332	1180	3033	462	944
g1062	1	0	20	3	0	23
g1063	1705	2271	1746	1538	763	987
g1064	237	180	88	280	151	122
g1065	1069	1035	488	954	950	707
g1066	6	4	4	3	1	0
g1067	95	46	38	66	40	67
g1068	19	0	17	2	7	2
g1069	1167	1072	822	898	896	1077
g1070	44	38	49	23	23	40
g1071	4	15	12	2	6	17
g1072	2801	1931	1781	1449	1163	1621
g1073	342	590	471	250	261	428
g1074	30	13	22	11	11	12
g1075	4	5	1	3	0	6
g1076	192	176	49	161	41	161
g1077	10001	10629	9955	8516	6668	10661
g1078	253	152	168	155	106	286
g1079	12	9	7	0	14	15
g1080	38	19	6	6	6	1
g1081	678	647	331	322	330	434
g1082	2599	678	881	490	216	973
g1083	406	304	256	208	266	244
g1084	16370	12379	10324	12423	11330	10278
g1085	1762	1185	1544	569	1269	1080
g1086	1958	832	842	1012	1072	671
g1087	2540	2598	2301	1993	1234	2438
g1088	6	2	0	9	4	11
g1089	1665	1301	652	1285	979	1082
g1090	318	1421	301	929	237	636
g1091	15	41	23	2	4	20
g1092	579	458	276	373	244	295
g1093	5	2	5	6	6	6
g1094	2021	1130	1773	877	1490	1294
g1095	72	34	70	41	59	19
g1096	23	8	10	6	20	19
g1097	15	1	2	2	3	0
g1098	249	129	197	201	76	271
g1099	7023	5660	3793	2419	1597	7234
g1100	76	59	25	30	14	20
g1101	578	297	522	218	162	27
g1102	75	139	91	118	80	74
g1103	28	15	10	3	17	10
g1104	183	156	161	144	29	20
g1105	27	13	2	10	16	1
g1106	4	5	16	6	23	22
g1107	14	16	20	23	2	23
g1108	338	565	595	317	261	276
g1109	18	22	74	34	5	32
g1110	1244	2125	1214	1119	961	997
g1111	19	26	52	18	11	13
g1112	1054	785	1583	1092	272	1142
g1113	7	2	0	2	0	2
g1114	217	872	629	439	187	15
g1115	284	388	215	190	167	347
g1116	81	53	27	35	30	19
g1117	120	140	90	120	76	83
g1118	1219	507	899	846	1002	1426
g1119	2	61	6	0	6	6
g1120	417	459	454	424	201	360
g1121	7787	8352	8289	5129	4701	5629
g1122	36	9	6	3	24	3
g1123	4900	4838	16602	8194	5056	14433
g1124	29	37	79	40	39	32
g1125	667	123	416	610	95	1644
g1126	8	21	5	9	8	1
g1127	4	5	5	13	0	3
g1128	746	1388	477	474	944	907
g1129	6	4	3	6	0	3
g1130	1193	1245	1139	1169	740	1089
g1131	17	3	23	25	15	2
g1132	588	328	208	263	190	322
g1133	1846	1111	1768	893	348	1650
g1134	24	41	29	28	31	42
g1135	8	8	9	5	20	9
g1136	52	45	33	56	43	113
g1137	682	704	833	613	562	1049
g1138	1112	1765	369	1160	821	981
g1139	830	264	547	320	261	128
g1140	4	2	3	9	1	6
g1141	19	41	81	30	12	22
g1142	67	189	212	208	135	215
g1143	12904	23961	14259	20443	16061	20340
g1144	0	5	0	5	1	1
g1145	243	170	176	120	166	161
g1146	170	228	300	180	145	196
g1147	528	592	218	415	89	114
g1148	2	1	5	1	0	7
g1149	1824	1841	1496	1367	1054	1803
g1150	1114	965	1036	866	700	933
g1151	3	11	3	0	1	3
g1152	263	34	2	52	24	35
g1153	3430	6291	3421	3225	2370	4000
g1154	39	18	47	32	44	43
g1155	386	54	170	155	81	27
g1156	321	204	199	227	157	233
g1157	4	11	5	7	2	7
g1158	48	56	3	49	2	1
g1159	1264	1932	1171	1052	825	1031
g1160	1640	1008	1364	812	635	714
g1161	1005	1462	1932	1492	1072	1918
g1162	10	12	5	8	3	8
g1163	623	2981	2152	310	803	1011
g1164	31	27	18	7	8	24
g1165	7	15	20	16	6	3
g1166	5	0	18	21	5	0
g1167	53	134	45	83	23	108
g1168	54	9	15	16	29	80
g1169	3482	2527	2469	3261	3306	3683
g1170	2	21	21	0	22	35
g1171	88	217	91	67	102	102
g1172	174	174	148	110	86	114
g1173	267	274	269	247	124	235
g1174	133	106	187	108	116	60
g1175	315	272	469	174	204	248
g1176	47	122	189	36	62	55
g1177	18	33	5	4	8	3
g1178	3233	826	2300	2132	1175	2030
g1179	1105	820	1093	732	729	759
g1180	20	24	30	10	28	9
g1181	948	1363	417	376	787	1575
g1182	27	2	29	15	26	23
g1183	21	1	21	33	90	21
g1184	278	196	344	207	206	267
g1185	44	71	73	165	19	58
g1186	31	296	38	27	14	101
g1187	112	38	93	97	93	15
g1188	717	1004	904	414	446	973
g1189	2770	2361	3019	2449	2283	2956
g1190	5	1	103	0	35	199
g1191	6	56	4	20	1	3
g1192	13	15	29	77	102	95
g1193	860	580	1377	580	519	622
g1194	379	320	348	267	419	715
g1195	39	64	43	43	35	23
g1196	12	45	54	8	8	11
g1197	2	0	1	3	1	3
g1198	6237	2398	4645	3439	3381	2750
g1199	267	335	298	330	205	204
g1200	29	39	16	14	2	17
g1201	22	30	387	11	1	160
g1202	1	5	0	0	2	1
g1203	1714	3024	1963	1778	1458	1624
g1204	25	21	11	4	7	17
g1205	89	75	82	52	63	43
g1206	95	45	57	43	57	50
g1207	101	15	23	19	48	26
g1208	188	370	135	89	123	201
g1209	1	8	0	7	5	1
g1210	1	4	0	3	1	0
g1211	0	5	0	5	10	20
g1212	5	5	6	7	6	13
g1213	193	163	180	117	85	88
g1214	21	0	58	0	0	323
g1215	95	88	103	44	59	68
g1216	165	170	67	104	68	158
g1217	32	76	130	71	46	116
g1218	167	159	130	119	100	77
g1219	2951	2415	2845	2507	2301	2971
g1220	154	98	171	97	77	52
g1221	19	10	10	3	3	11
g1222	77	32	36	23	17	27
g1223	4560	3548	4110	2865	2424	4417
g1224	1981	1737	2265	1297	1049	1901
g1225	4950	3952	3627	3538	2820	2964
g1226	73	82	266	826	698	1296
g1227	3852	6366	4302	4086	1773	3153
g1228	2	2	9	8	0	5
g1229	54	95	58	121	33	80
g1230	1542	1842	1531	1032	707	1854
g1231	1029	851	586	823	733	789
g1232	3	8	4	3	4	10
g1233	116	109	108	178	110	226
g1234	94	205	211	188	24	356
g1235	6	8	7	6	4	8
g1236	316	508	252	750	190	345
g1237	449	563	633	244	243	818
g1238	227	258	201	149	165	153
g1239	370	337	312	117	161	159
g1240	1469	1805	1792	1308	1157	1723
g1241	4225	4282	2831	3561	2213	3236
g1242	64	105	74	53	44	90
g1243	18	9	15	22	9	8
g1244	3	1	2	5	9	2
g1245	100	30	50	40	13	37
g1246	2031	2076	1238	1493	1597	2174
g1247	94	65	132	110	60	164
g1248	1350	1860	1053	960	837	1133
g1249	13	22	30	27	14	14
g1250	1	0	0	0	0	3
g1251	571	498	491	438	288	389
g1252	1	11	5	1	1	1
g1253	137	136	108	60	80	21
g1254	2871	4449	2453	2760	2336	3802
g1255	277	301	159	120	78	324
g1256	36	9	52	8	2	0
g1257	56	68	62	33	34	120
g1258	225	182	296	229	199	271
g1259	5949	4961	3303	4425	1794	4587
g1260	166	150	199	206	40	161
g1261	1137	1029	983	1202	480	937
g1262	108	154	58	32	36	101
g1263	447	217	196	165	203	346
g1264	124	78	23	77	21	19
g1265	18	3	0	1	0	0
g1266	239	442	539	282	265	134
g1267	147	170	194	120	126	197
g1268	4965	5334	3820	2910	2357	3282
g1269	374	411	328	412	276	397
g1270	141	119	133	75	88	192
g1271	1	1	2	0	1	7
g1272	839	376	195	311	349	605
g1273	859	698	744	416	907	967
g1274	23	11	3	1	12	13
g1275	471	453	328	669	628	874
g1276	30	71	10	26	7	66
g1277	158	139	108	94	72	128
g1278	391	515	373	231	294	363
g1279	2073	1674	1426	1420	1103	1517
g1280	4844	5579	4693	5878	5549	4170
g1281	47	226	37	75	23	79
g1282	105	65	66	74	67	69
g1283	44	58	28	25	16	47
g1284	78	74	172	44	68	152
g1285	509	1103	1376	1239	796	1978
g1286	712	543	458	350	421	373
g1287	52	133	36	27	39	59
g1288	633	346	608	229	327	132
g1289	155	222	129	191	164	162
g1290	144	195	92	105	81	187
g1291	62	19	18	21	1	132
g1292	209	255	246	182	131	167
g1293	3873	2314	768	820	479	316
g1294	0	75	0	0	39	0
g1295	13	0	1	8	0	12
g1296	11	20	13	7	6	9
g1297	730	957	602	1411	508	545
g1298	9	0	0	2	1	1
g1299	3	20	34	33	31	105
g1300	14	0	0	5	40	17
g1301	893	609	636	572	391	511
g1302	1628	973	834	909	492	883
g1303	25	7	28	6	5	0
g1304	70	30	6	1	3	14
g1305	5	11	15	9	7	11
g1306	191	252	57	181	96	155
g1307	741	602	509	437	175	619
g1308	2534	3676	3090	1969	1241	2128
g1309	814	698	578	287	443	858
g1310	320	256	188	147	139	307
g1311	15	16	5	3	0	1
g1312	300	145	140	139	122	267
g1313	1473	2150	2458	1577	1626	2191
g1314	401	163	784	43	656	774
g1315	28	25	19	13	1	27
g1316	1825	709	1015	632	887	1432
g1317	1792	2052	2126	771	867	1610
g1318	150	100	6	72	71	76
g1319	4	3	2	0	2	19
g1320	18	25	27	14	3	9
g1321	355	269	326	206	238	254
g1322	26	11	3	2	10	7
g1323	16	21	17	6	7	5
g1324	117	97	97	94	119	63
g1325	6711	9308	7082	7694	6085	11877
g1326	196	273	103	50	114	326
g1327	198	117	148	85	55	143
g1328	3	0	0	4	0	0
g1329	181	72	70	55	77	104
g1330	226	336	159	170	177	228
g1331	262	168	115	85	86	149
g1332	215	244	245	248	130	331
g1333	5	64	82	16	52	24
g1334	513	600	441	335	133	355
g1335	1554	502	1567	1244	517	331
g1336	0	14	17	5	2	4
g1337	2	5	1	7	1	4
g1338	50	8	38	28	19	13
g1339	2445	2662	2309	1892	1515	3051
g1340	1375	960	1164	937	851	1099
g1341	7298	5528	5640	7796	4146	6305
g1342	6	6	9	4	14	1
g1343	16	10	4	1	3	3
g1344	18	16	36	16	20	17
g1345	1653	1105	1203	1329	710	1188
g1346	1450	1048	1136	837	1046	655
g1347	933	508	732	706	404	451
g1348	5	2	2	0	0	12
g1349	19	4	15	6	14	0
g1350	37	56	90	71	64	50
g1351	6	133	51	128	40	24
g1352	110	83	271	0	7	43
g1353	102	84	46	70	51	73
g1354	899	994	386	785	803	1293
g1355	3	4	3	4	2	3
g1356	4	4	5	3	3	2
g1357	41	55	54	24	16	40
g1358	126	177	139	96	55	99
g1359	125	13	53	461	176	38
g1360	78	105	32	34	105	163
g1361	149	81	18	41	12	127
g1362	41	50	72	61	19	138
g1363	2027	1335	916	1249	819	1290
g1364	353	84	139	36	117	123
g1365	3736	4963	1879	3149	2262	1479
g1366	16	41	32	5	19	9
g1367	3	2	5	1	5	5
g1368	11	0	0	0	10	0
g1369	7	7	8	1	9	10
g1370	1236	1785	987	1298	589	1274
g1371	4151	3493	2842	3969	2049	4050
g1372	236	818	571	299	380	415
g1373	1	5	1	1	0	4
g1374	7	1	8	2	6	8
g1375	232	154	141	130	96	118
g1376	384	212	265	574	117	382
g1377	15	0	2	1	0	10
g1378	165	258	7	1349	61	5
g1379	9	48	32	20	21	19
g1380	53	150	27	24	53	30
g1381	458	458	609	618	230	549
g1382	690	1397	2138	846	1050	1685
g1383	59	18	57	42	30	31
g1384	583	1249	1268	141	181	1086
g1385	1756	2745	2234	1849	984	2212
g1386	1455	482	508	690	484	761
g1387	6284	3574	3386	2520	2936	5154
g1388	42	11	11	2	4	6
g1389	2594	3141	1015	2486	1720	3273
g1390	1196	1205	1135	674	825	1065
g1391	8	56	28	0	0	0
g1392	126	77	481	292	108	284
g1393	335	1587	888	494	317	15
g1394	11	3	94	10	3	16
g1395	1249	1951	1125	1687	441	617
g1396	1136	1065	898	882	500	1112
g1397	1237	526	509	529	384	1009
g1398	50	17	26	20	52	113
g1399	654	251	727	228	341	767
g1400	15	21	17	22	5	18
g1401	623	621	645	806	354	588
g1402	4	3	3	4	10	7
g1403	1257	1044	1395	1128	426	1406
g1404	600	308	720	378	290	365
g1405	734	1270	1186	696	567	1516
g1406	55	145	85	0	80	28
g1407	6016	3686	4207	3508	2286	3919
g1408	102	145	48	87	104	50
g1409	83	53	101	108	11	101
g1410	328	224	110	168	160	109
g1411	1165	1314	950	594	399	683
g1412	7659	3966	5519	4491	2418	4046
g1413	2819	3973	3322	2903	1969	3821
g1414	236	296	241	198	249	246
g1415	28	42	20	22	25	20
g1416	2541	1444	1321	881	1729	2684
g1417	190	182	267	253	137	144
g1418	245	399	93	380	1846	605
g1419	14	15	8	22	1	6
g1420	513	827	497	524	343	443
g1421	15	51	16	2	18	2
g1422	85	33	37	99	65	50
g1423	1	3	1	7	0	5
g1424	29	58	122	4	28	57
g1425	174	209	70	248	163	263
g1426	2398	1523	1754	1612	1280	1543
g1427	79	111	128	65	37	25
g1428	2	3	0	1	3	2
g1429	13	3	5	4	12	4
g1430	3	0	57	10	19	0
g1431	5	5	1	5	0	5
g1432	0	0	5	2	0	8
g1433	104	61	53	58	33	137
g1434	263	266	595	211	343	265
g1435	27	6	15	9	12	13
g1436	34	82	297	37	0	14
g1437	210	412	241	248	143	490
g1438	2819	3767	2481	3159	1572	1287
g1439	1462	1118	1467	1042	678	1351
g1440	5713	2936	1620	4569	2672	4036
g1441	215	119	136	84	114	169
g1442	65	44	39	50	45	45
g1443	0	13	0	15	3	7
g1444	169	122	149	167	59	81
g1445	12	2	11	2	1	10
g1446	119	92	81	58	73	173
g1447	697	860	688	646	641	787
g1448	3702	2639	3175	2703	1604	3364
g1449	1104	2490	1749	1302	1145	2105
g1450	4	3	6	3	3	4
g1451	5	0	3	2	3	2
g1452	653	150	295	601	192	151
g1453	4802	2685	3017	2687	2737	3169
g1454	4	14	1	6	29	0
g1455	80	228	134	139	90	94
g1456	113	105	60	128	42	75
g1457	499	376	166	191	129	53
g1458	46	21	34	13	13	19
g1459	65	26	60	45	46	13
g1460	320	191	165	56	46	197
g1461	2127	1171	1331	1338	1050	1793
g1462	2	20	6	3	8	6
g1463	742	946	377	309	334	429
g1464	9	2	1	4	0	18
g1465	381	375	431	495	157	449
g1466	104	76	48	24	18	80
g1467	237	87	161	153	96	255
g1468	1296	2068	1759	1009	474	1405
g1469	216	105	150	243	58	91
g1470	476	658	1379	488	109	446
g1471	124	880	1422	1537	170	830
g1472	19	14	16	21	10	14
g1473	63	35	72	20	17	18
g1474	1388	1762	1198	1059	821	1139
g1475	104	166	121	140	12	80
g1476	5584	3652	3175	3265	3290	7525
g1477	84	40	45	74	17	26
g1478	1066	764	661	446	498	492
g1479	3	1	10	23	1	15
g1480	731	423	716	561	252	691
g1481	138	494	101	34	80	248
g1482	3792	1897	3270	2924	3063	2462
g1483	109	35	52	46	43	65
g1484	2024	1697	1786	1373	937	1673
g1485	0	5	0	9	0	0
g1486	40	43	12	50	55	120
g1487	233	290	430	98	298	485
g1488	1	1	24	22	68	368
g1489	134	224	345	296	126	158
g1490	592	530	241	276	465	208
g1491	393	639	397	352	315	361
g1492	1	0	6	11	19	0
g1493	0	0	0	0	32	8
g1494	472	55	91	918	138	33
g1495	48	121	41	56	47	40
g1496	7700	9121	7323	8928	4405	11442
g1497	161	134	236	222	130	225
g1498	86	67	55	163	71	84
g1499	1834	640	667	1301	411	21
g1500	622	1169	777	1353	546	597
g1501	2	7	5	1	8	9
g1502	634	386	499	568	461	790
g1503	4988	2945	3009	1308	1862	1890
g1504	257	171	88	149	137	171
g1505	3	3	6	7	3	7
g1506	5	6	4	5	1	3
g1507	915	296	904	884	560	775
g1508	143	54	43	19	68	118
g1509	106	48	16	116	17	152
g1510	2	40	3	24	42	24
g1511	50	62	73	57	31	58
g1512	9	0	0	3	7	31
g1513	19963	18685	14110	16695	10745	16344
g1514	377	362	477	145	266	176
g1515	590	336	572	512	239	378
g1516	3093	3946	5074	4786	2772	4452
g1517	18	37	48	27	12	17
g1518	22950	10996	8985	7322	4593	8254
g1519	1850	3182	3287	2077	1481	1129
g1520	13	24	43	37	15	15
g1521	1875	484	543	679	431	1092
g1522	3303	2706	3565	2656	1572	3202
g1523	381	518	464	334	321	489
g1524	1622	1617	1047	1596	922	1658
g1525	5414	9948	4028	5465	1620	4683
g1526	3	7	2	8	3	4
g1527	175	159	102	119	104	197
g1528	1362	1008	1989	2113	1981	1508
g1529	3819	5105	6834	6033	3349	7817
g1530	1347	1355	727	844	290	856
g1531	78	181	194	8	105	65
g1532	122	125	182	126	64	181
g1533	3668	2304	2103	1726	1662	1277
g1534	1765	1705	1451	1468	1191	2016
g1535	743	1057	1907	2007	1531	1614
g1536	1	2	5	4	4	2
g1537	5973	4605	2540	3643	2201	4466
g1538	39	0	10	0	0	4
g1539	20	29	11	60	17	62
g1540	1	3	5	0	2	6
g1541	1019	632	715	592	466	1021
g1542	2008	1999	5093	3207	1181	3970
g1543	9	4	29	25	10	17
g1544	6	45	8	6	26	4
g1545	1018	1338	1389	3139	1274	194
g1546	6	4	36	4	0	1
g1547	10	77	54	17	4	31
g1548	537	4	583	14	30	57
g1549	1488	1336	995	774	731	1175
g1550	32	166	79	112	90	45
g1551	2	8	1	2	8	5
g1552	63	13	10	12	34	6
g1553	692	213	412	363	331	543
g1554	366	222	419	258	287	397
g1555	99	62	109	81	58	170
g1556	4802	2309	3849	2973	1121	3332
g1557	480	658	1255	525	375	549
g1558	11	0	5	5	193	370
g1559	0	0	6	0	2	0
g1560	1856	2646	2009	1890	1587	2308
g1561	35	29	23	10	12	17
g1562	106	78	129	39	9	82
g1563	742	805	768	523	418	433
g1564	11	13	12	16	16	12
g1565	252	346	269	404	362	365
g1566	1295	772	990	728	590	710
g1567	2208	2175	1770	2122	1386	3807
g1568	11767	12426	9328	4860	6987	7277
g1569	2510	2996	1702	1829	1574	3536
g1570	44	34	42	63	20	65
g1571	12	9	9	6	16	21
g1572	581	466	536	352	408	388
g1573	961	1243	1029	827	750	677
g1574	45	0	0	1	18	31
g1575	3	45	0	5	2	60
g1576	32	22	47	20	6	59
g1577	5	39	7	16	11	10
g1578	562	211	571	251	177	250
g1579	95	62	59	36	111	119
g1580	127	205	81	128	59	88
g1581	10	1	5	1	4	7
g1582	51	7	7	27	1	12
g1583	154	93	168	143	98	87
g1584	432	296	437	437	211	159
g1585	22	16	24	19	11	26
g1586	11	14	3	18	5	8
g1587	117	89	196	273	317	72
g1588	428	118	55	227	221	253
g1589	4	10	4	3	2	3
g1590	250	394	228	324	212	295
g1591	2112	1653	1406	1811	940	1357
g1592	2149	1951	1932	2036	1298	1260
g1593	1384	895	859	594	938	1205
g1594	7	31	71	28	22	35
g1595	10	15	42	51	13	28
g1596	2	2	1	7	5	9
g1597	32	51	209	40	4	79
g1598	4860	8118	5151	4214	3007	6996
g1599	470	1026	72	92	601	141
g1600	4812	4688	1741	3463	1741	3087
g1601	11	7	0	1	2	2
g1602	318	709	333	391	136	332
g1603	46	7	19	30	58	30
g1604	3234	2435	2606	2161	2035	2128
g1605	10	2178	607	1437	285	649
g1606	2297	1846	1308	2213	1087	1549
g1607	140	17	155	53	82	97
g1608	47	37	69	50	45	14
g1609	93	150	154	47	85	80
g1610	2813	2190	1780	1572	1329	2312
g1611	68	69	62	64	41	84
g1612	398	382	346	536	389	462
g1613	19260	19541	17229	11440	10136	13714
g1614	11	18	12	2	5	24
g1615	2950	560	1555	1043	1385	1209
g1616	728	440	613	541	155	500
g1617	56	51	13	45	6	39
g1618	6	1	4	1	0	22
g1619	12	11	12	6	7	18
g1620	3384	4151	2729	2364	2213	4902
g1621	8917	7616	6657	5785	3845	6803
g1622	6786	7840	2914	2966	2738	1717
g1623	360	293	435	280	97	348
g1624	200	174	107	95	156	163
