	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g455	446	355	261	556	362	652	849	689	792	830	1002	1408
g456	286	286	282	342	346	349	990	1047	896	1015	648	673
g457	2057	3468	2620	3735	2537	2878	5408	3518	6638	6967	2539	4573
g458	62	114	281	324	328	569	212	166	444	616	323	378
g459	110	144	123	79	163	145	352	190	610	652	232	231
g460	21	24	32	15	49	23	43	34	52	43	47	54
g461	3814	3198	1641	3736	3246	2236	10808	5579	9721	8949	8387	4592
g462	4	30	1	133	33	201	2	31	39	66	268	63
g463	149	90	138	164	177	168	312	237	407	378	291	260
g464	29	54	32	148	25	9	86	38	54	30	114	91
g465	32	15	3	73	8	17	35	62	1	45	16	36
g466	449	316	758	1254	725	933	1193	651	1593	1014	1006	652
g467	127	165	118	103	141	89	175	183	350	181	144	82
g468	3418	3482	4699	4679	4207	3403	7298	7711	7105	5923	3903	3945
g469	12	62	35	25	85	14	62	47	73	115	69	19
g470	4	0	1	26	0	2	1	0	4	0	2	0
g471	1282	901	2182	356	553	3581	48	1271	166	1884	3888	877
g472	304	229	148	546	206	583	25	296	208	210	514	59
g473	3522	1685	3568	5451	3988	2959	6215	3253	7687	5137	2580	2621
g474	13	103	13	162	17	17	11	12	70	29	52	38
g475	986	1455	512	1495	1261	458	2831	4215	2286	6441	1352	1049
g476	918	1024	793	1507	1156	1006	2947	2256	3098	3111	2098	1550
g477	1294	398	822	623	726	1255	1004	1781	2415	1301	2526	687
g478	60	25	20	99	37	79	37	301	183	418	218	71
g479	8	32	16	35	12	18	67	108	14	145	112	51
g480	98	12	85	41	12	20	130	148	9	35	24	53
g481	1	1	6	2	3	1	16	11	4	16	18	2
g482	0	0	16	3	7	1	0	210	6	173	24	0
g483	368	109	49	15	96	347	8	267	196	414	215	18
g484	1082	968	1526	1001	882	1344	2249	1869	3262	1815	2774	1394
g485	16	24	54	13	4	11	6	1	8	46	38	90
g486	190	189	249	174	473	215	822	509	877	579	241	268
g487	43	18	16	64	59	3	219	120	204	47	69	108
g488	39	34	58	31	33	11	163	56	84	208	164	58
g489	1016	1008	1137	916	1743	1242	2150	2065	3932	3047	1895	1347
g490	226	437	405	562	254	337	618	759	501	740	508	252
g491	415	582	354	498	286	235	1269	574	1290	753	601	1019
g492	1046	852	1367	1466	1018	810	3832	3785	6165	4850	2673	2788
g493	1359	1170	829	2039	875	1319	2058	5415	5946	1827	2946	2368
g494	40	30	25	68	25	73	72	40	58	94	32	36
g495	206	157	8	52	54	53	199	311	606	201	35	213
g496	273	598	373	197	853	1766	1314	362	259	770	639	508
g497	568	227	318	451	452	413	2042	2896	641	1870	1407	2336
g498	125	224	296	182	212	138	449	505	245	400	577	183
g499	757	138	707	1034	430	539	999	797	777	1707	620	290
g500	73	103	97	136	85	70	89	146	123	76	31	13
g501	1475	865	1642	2040	1035	1281	2099	2235	3872	4015	2011	1032
g502	46	68	47	66	21	60	117	144	181	403	310	219
g503	9	7	4	4	4	2	8	3	0	10	3	14
g504	8	4	0	5	4	2	18	19	14	18	16	5
g505	703	626	869	1404	836	714	2472	3534	3749	2020	2355	1738
g506	198	24	140	139	141	212	159	177	265	187	264	51
g507	98	3	4	32	0	1	68	2	1	528	131	10
g508	584	383	317	426	388	868	680	956	702	483	563	252
g509	430	384	232	842	690	231	817	598	615	961	625	690
g510	262	353	20	1324	19	671	384	1005	535	365	418	836
g511	754	319	484	1057	56	1126	826	1584	1206	2213	777	704
g512	170	177	204	95	165	218	359	470	304	345	365	505
g513	41	67	14	53	23	29	182	28	23	44	92	158
g514	863	902	897	1275	898	684	1365	911	1395	747	658	790
g515	62	54	142	25	116	77	168	85	125	151	59	62
g516	198	211	157	259	143	300	334	582	273	405	236	228
g517	67	83	89	12	112	35	178	224	153	154	162	12
g518	294	275	216	331	247	318	351	602	835	554	303	319
g519	4321	3704	3413	7050	1770	2381	22052	10309	14330	13423	7308	6256
g520	45	47	86	230	117	16	146	99	27	44	259	107
g521	359	466	380	388	356	459	1118	1069	1368	960	313	1216
g522	129	130	152	340	111	107	563	852	487	620	507	500
g523	81	110	106	119	83	124	356	160	242	200	259	249
g524	883	1102	773	1102	1119	1495	1430	1112	2001	3323	1276	2873
g525	1542	1310	1330	253	1536	979	2032	5098	11303	2739	2079	7996
g526	238	2327	4502	6014	1049	3046	7005	13333	12390	2228	266	1694
g527	858	799	1773	748	984	925	2857	1654	2516	3799	2740	1136
g528	1191	1719	875	1303	839	555	3603	2871	2095	2907	1050	1474
g529	29	29	15	19	5	13	30	55	21	44	4	27
g530	1715	1614	4271	3419	1371	2026	2198	2708	3174	2339	2794	1398
g531	2516	4978	2998	4464	2617	1803	10351	11487	5094	15804	5291	5557
g532	486	315	270	443	204	265	547	793	477	436	397	399
g533	4084	2584	2818	11898	4824	2655	5624	12411	5582	13783	5598	26399
g534	8	0	10	7	11	1	10	1	10	11	6	3
g535	15	8	11	6	9	7	22	13	16	24	21	11
g536	872	365	1278	1069	443	621	3061	742	1568	1726	829	1127
g537	732	1080	706	2053	1155	1180	2547	2018	3086	2171	947	1926
g538	560	645	552	611	463	607	1007	761	835	817	720	499
g539	240	263	190	422	241	115	536	389	400	268	703	327
g540	576	176	220	296	94	262	156	745	882	373	500	122
g541	22	65	9	61	26	32	48	65	37	47	34	35
g542	1528	769	256	1374	729	996	1793	287	441	442	358	720
g543	842	656	974	834	875	653	2912	3305	3463	3918	3148	2059
g544	11	5	3	1	5	19	33	48	14	136	60	10
g545	0	3	0	0	0	49	0	5	17	18	0	15
g546	87	85	94	96	117	102	95	87	81	121	155	78
g547	619	409	639	1434	887	1094	1625	1879	633	2028	620	599
g548	285	188	317	340	258	310	382	519	335	395	379	308
g549	28	12	98	121	211	160	197	499	281	502	46	99
g550	402	281	6	346	122	182	321	136	209	265	6	210
g551	40	98	193	152	109	58	270	200	123	306	123	103
g552	3429	4024	5176	6115	3190	5700	15881	15360	17947	15058	8155	9759
g553	5	4	2	4	0	2	3	7	4	15	14	0
g554	866	337	408	956	495	550	1725	2925	3694	3302	1692	1694
g555	139	278	22	140	78	151	183	205	252	516	131	185
g556	293	170	106	147	98	114	492	722	660	304	311	324
g557	594	422	309	484	421	324	1015	820	665	534	462	622
g558	1193	1089	2981	1613	3677	1323	879	1523	1832	2280	1456	1170
g559	193	192	221	175	117	81	617	249	598	529	399	248
g560	434	526	571	805	558	485	3167	1925	2104	2917	2119	999
g561	277	346	250	652	301	459	1480	1020	917	793	878	367
g562	970	933	738	1607	1272	989	1712	1644	2098	1486	1622	1512
g563	22	18	18	69	77	14	58	51	20	19	24	12
g564	36	20	40	26	47	40	67	33	152	88	90	92
g565	1	1	4	3	4	4	3	3	4	4	2	3
g566	4800	6727	4150	4620	3632	5937	5237	8105	23891	19212	12707	13349
g567	31	11	6	11	22	12	19	22	16	41	9	25
g568	4	0	0	13	0	1	0	4	1	6	1	6
g569	240	136	219	274	166	250	247	427	458	225	260	277
g570	172	131	281	374	186	290	602	313	610	403	266	270
g571	8	4	0	7	0	2	30	3	3	1	1	12
g572	29	3	38	58	7	14	43	36	98	90	100	35
g573	117	309	136	239	175	170	495	419	456	511	451	216
g574	225	123	159	115	298	118	551	528	492	590	190	249
g575	583	450	359	424	184	367	622	736	996	386	572	390
g576	327	252	775	891	938	2796	1706	1140	6176	2139	996	992
g577	1127	1071	868	2060	1710	1413	3093	2306	3422	2266	2337	1936
g578	1122	1347	824	767	1349	1687	4670	4730	5085	3903	4702	1513
g579	11	6	8	14	8	4	28	17	42	44	27	27
g580	625	705	731	908	515	715	1107	1041	1317	1205	804	641
g581	33	18	53	59	49	41	129	16	111	73	77	6
g582	6138	4316	5494	2146	3662	5041	14152	7488	19679	5254	8771	7758
g583	38	68	57	71	84	29	102	44	110	94	34	70
g584	10	8	8	14	5	7	18	16	13	11	5	10
g585	0	2	2	1	3	16	6	4	2	4	3	2
g586	3	0	2	7	21	0	8	47	0	28	2	79
g587	12	90	98	42	43	10	262	308	117	129	126	29
g588	5993	6967	5772	5962	4724	7731	17182	12367	13601	13937	10510	10408
g589	6	5	8	3	2	9	21	30	36	14	25	16
g590	6	8	5	10	4	1	3	4	26	4	4	9
g591	19	26	14	42	27	35	66	81	86	63	66	43
g592	119	43	72	105	76	214	218	55	159	309	571	194
g593	5012	4242	4770	7485	3796	6260	10105	12780	13429	9550	6703	6771
g594	2910	1579	3027	2603	1944	2331	3462	5506	7448	4997	5374	4447
g595	2412	1756	2079	2939	2461	2258	3964	3462	5527	4645	3441	3497
g596	3749	2730	5280	4708	3685	6471	11632	12708	14585	15577	6413	5677
g597	1154	1100	1187	841	684	1216	1825	2630	3680	2125	1350	722
g598	1548	2138	1264	3054	1482	1620	5359	7665	6182	3841	5059	2361
g599	56	2	149	166	279	44	211	400	784	183	30	16
g600	2978	2871	1931	3585	2438	3084	10443	11973	10071	12472	8809	10126
g601	7	18	24	12	13	2	27	21	11	51	11	3
g602	3875	2858	2748	2822	2991	4029	7045	4405	5506	3719	3314	2794
g603	740	760	1022	734	817	865	1533	1246	1001	1143	830	929
g604	5585	5271	4951	9100	5086	4761	12121	9880	13335	10114	10392	6717
g605	881	1128	970	1380	1022	850	2714	2253	3272	3678	2014	2185
g606	38	26	17	80	46	35	151	252	281	202	107	47
g607	22	9	71	11	8	9	553	568	280	189	89	138
g608	3	8	6	6	4	3	17	10	14	15	8	16
g609	144	14	109	104	24	111	11	229	117	65	159	67
g610	3569	2886	3726	9155	3798	4746	7594	8534	10763	8752	5227	5629
g611	1987	1223	1102	1892	1224	1381	2349	2372	2315	2440	1270	1864
g612	258	15	442	301	20	1627	50	2573	1442	3409	169	388
g613	644	389	1913	1240	677	339	4922	2658	1813	2712	597	1925
g614	90	73	94	75	167	27	62	173	106	97	58	242
g615	991	1684	1234	2255	1824	1854	2209	1642	2140	2047	3101	2440
g616	96	40	143	180	91	98	201	337	258	164	125	151
g617	1	16	5	137	30	12	124	248	213	85	12	79
g618	584	451	345	931	704	1205	1945	2487	2955	1103	1062	1612
g619	5113	8136	5742	12158	10861	8029	24514	28771	51754	27187	21144	13339
g620	40	50	75	49	27	71	238	147	164	111	60	61
g621	8	5	5	6	5	5	6	19	12	35	10	19
g622	3676	1275	2253	1441	2883	4528	4282	6172	5593	8104	3982	3907
g623	1387	338	960	635	571	544	1493	1110	896	925	707	750
g624	4	16	8	26	4	14	3	0	47	86	8	5
g625	3625	4798	3360	3590	3907	5191	6876	4657	5591	7005	2706	3195
g626	1667	1290	166	1319	770	2023	2147	3841	5032	2528	2497	2401
g627	55	3	68	1	32	29	12	1	30	74	62	38
g628	1019	845	1050	1664	1192	1084	2557	1948	4103	3651	2008	2061
g629	10	24	1	4	15	5	28	3	4	8	1	2
g630	264	57	190	115	189	496	180	524	386	184	218	149
g631	38	26	59	14	20	40	105	77	174	11	92	24
g632	17	28	60	23	22	15	134	74	52	111	47	13
g633	49	409	121	74	104	76	1239	2006	1644	502	1524	247
g634	811	665	598	797	979	1061	948	2006	1545	380	885	1893
g635	104	97	76	100	65	140	609	380	516	202	259	111
g636	3384	3994	4368	5162	2680	6273	9724	5102	9623	8900	7328	6624
g637	73	55	74	98	57	39	85	179	99	138	83	69
g638	4	19	31	18	11	38	16	17	14	10	34	7
g639	13	15	15	25	47	4	20	21	24	12	40	22
g640	1	3	1	4	2	6	14	5	4	7	7	6
g641	573	111	311	350	184	386	738	484	2296	402	385	889
g642	5	0	2	3	10	1	19	7	2	0	12	13
g643	1767	1129	1221	1204	727	1673	2699	2610	2881	2881	1162	2206
g644	802	405	693	772	543	296	8376	5363	2814	3522	2641	5149
g645	3843	4423	3901	2468	3080	4818	7008	5254	11053	6931	6142	2998
g646	12	254	566	258	429	144	372	107	520	1356	334	163
g647	412	554	702	964	580	620	571	439	898	744	780	765
g648	1	4	7	30	0	1	1	16	16	23	11	0
g649	4	4	18	18	28	12	5	61	148	37	144	67
g650	20	27	117	2	1	39	40	28	119	18	6	19
g651	2520	1574	1912	1337	3231	3100	3436	6008	4128	4382	1103	1766
g652	54	37	132	66	92	128	221	150	551	112	234	189
g653	2	3	7	18	5	3	4	1	2	21	3	5
g654	1016	3472	2262	2848	865	1599	9488	4090	6770	7687	2152	889
g655	11	4	3	6	3	1	19	5	8	15	4	10
g656	33	159	10	124	337	172	278	2174	1795	2376	127	1566
g657	438	431	470	616	469	603	677	551	956	839	848	917
g658	7	3	0	11	0	7	2	72	14	92	25	1
g659	14	56	34	27	29	38	225	137	112	143	40	54
g660	1180	974	841	1713	948	1428	2479	2434	2689	1870	1533	2073
g661	15	18	21	39	20	20	90	80	91	76	44	63
g662	381	496	522	209	354	173	992	1353	529	1349	383	897
g663	121	43	244	167	89	169	399	321	319	736	280	409
g664	25	17	12	17	25	6	104	34	100	134	33	15
g665	7601	5861	7376	7322	6815	6757	15677	13550	12023	15143	9800	11822
g666	4221	4947	6467	8026	3215	4608	17555	12557	26909	13803	6349	30870
g667	15	27	21	26	12	12	37	52	102	42	44	28
g668	424	398	356	969	176	690	1511	3448	1878	4249	1390	1263
g669	60	140	100	149	28	125	167	129	169	135	99	52
g670	8	6	3	18	6	7	20	10	9	3	1	2
g671	726	709	1092	892	380	816	1220	774	1343	902	588	837
g672	972	1605	933	2998	979	425	3623	2963	5576	4925	4360	5952
g673	26	0	1	32	17	18	32	63	116	58	23	6
g674	48	12	16	60	24	142	114	18	166	113	49	199
g675	1927	2381	1804	2902	4021	4383	9236	3221	4673	6801	5578	1394
g676	1644	1806	2010	1655	1671	4440	3283	2909	3923	2289	3219	2312
g677	475	748	638	1819	2691	1283	5208	1651	4814	2570	2156	2269
g678	131	55	6	85	319	387	1187	396	960	749	719	401
g679	330	324	372	400	212	257	553	540	660	449	270	423
g680	929	1380	1616	1602	1328	1068	2974	2040	2883	2303	2118	2507
g681	2577	2771	4781	4343	3664	4920	7095	6568	9607	6415	3464	3860
g682	0	2	4	4	2	1	57	0	7	4	1	11
g683	121	204	269	163	127	212	281	289	334	228	107	89
g684	6	5	33	1	17	26	18	14	38	31	6	11
g685	482	22	213	286	91	328	28	293	443	605	293	241
g686	497	744	539	314	498	518	1276	2154	1821	1963	661	686
g687	171	172	168	253	233	252	471	634	451	686	502	308
g688	502	812	449	748	429	387	1345	1629	1063	2090	1152	597
g689	250	406	408	632	225	436	1047	481	779	2517	470	455
g690	4049	5601	5473	2770	4579	1537	4451	7252	5273	10562	6305	3413
g691	634	1676	1754	2291	2082	2052	3483	6628	6998	4089	5698	3531
g692	1455	4379	1748	3639	2009	2917	7261	4687	4571	4571	6466	3068
g693	190	82	109	56	131	245	450	170	30	72	234	40
g694	284	366	212	552	235	360	889	751	1146	1170	654	373
g695	117	113	137	102	121	119	206	241	234	185	220	184
g696	789	512	588	1316	944	1073	2601	2140	3801	3562	2130	2136
g697	0	0	0	1	0	15	0	0	0	0	0	0
g698	2674	3138	1712	4441	1177	3806	12513	5844	4916	3571	9403	2003
g699	317	288	264	412	561	321	783	730	998	884	519	536
g700	437	375	360	741	208	180	931	772	969	683	231	623
g701	1316	649	906	2127	751	1194	1593	2128	1867	2640	3058	1748
g702	38	117	103	112	37	110	163	98	138	163	146	119
g703	7	13	7	13	0	14	17	5	46	19	0	4
g704	79	91	116	245	86	124	138	194	144	98	141	76
g705	239	121	131	134	134	168	721	570	1065	661	509	323
g706	704	1105	1421	1099	445	777	1435	2106	3830	1750	1116	1360
g707	14	34	31	21	14	20	46	49	8	20	10	27
g708	162	331	244	262	319	316	588	494	955	740	545	424
g709	0	0	16	0	0	0	668	0	0	32	0	0
g710	321	387	485	460	344	279	564	393	785	569	318	357
g711	655	560	377	1525	212	443	5663	7059	8443	1600	7028	3567
g712	57	80	79	295	81	61	183	174	138	288	78	182
g713	6	3	7	10	3	8	5	11	5	16	13	10
g714	80	59	50	136	76	69	408	469	360	131	388	450
g715	164	153	246	136	118	332	465	247	321	617	93	198
g716	396	304	242	243	204	107	1496	437	970	354	164	385
g717	6983	6410	7868	9280	7059	7327	9570	5455	11264	12840	6487	5786
g718	1	33	29	10	83	33	21	12	152	157	28	11
g719	38	34	79	158	18	29	86	43	70	94	69	64
g720	460	81	234	286	194	363	1040	577	1966	170	548	469
g721	66	133	28	64	34	65	32	11	57	26	49	9
g722	6	11	16	44	30	25	33	45	23	8	19	24
g723	75	52	72	123	46	104	149	119	190	148	167	70
g724	36	44	34	53	65	38	101	113	26	120	43	57
g725	0	5	6	0	11	1	4	8	7	0	2	14
g726	1542	1188	1986	1731	1928	1855	3580	4220	5233	4300	3584	4553
g727	2669	2980	3495	2904	2244	4012	6488	5144	7159	6310	2796	4337
g728	11127	11365	13668	16756	12932	13048	32135	21041	27103	33247	30461	25881
g729	785	119	733	182	488	72	1487	1229	2287	2022	2384	2341
g730	8491	3847	4006	14582	11584	5947	43160	46457	22569	26428	9807	17615
g731	24	31	18	5	12	8	27	40	48	99	38	33
g732	1759	2911	2441	2019	2119	2417	4428	2525	5997	4052	3847	2737
g733	64	570	198	825	535	1379	1680	1801	2963	1856	2195	1120
g734	243	49	122	248	72	129	265	1556	266	260	36	198
g735	675	404	643	818	440	790	1016	522	513	401	422	466
g736	28	37	53	29	52	41	114	76	40	94	79	43
g737	132	70	62	162	81	249	291	200	117	345	195	208
g738	0	10	0	0	24	5	10	21	34	34	0	26
g739	9	39	22	15	19	25	64	68	45	60	59	42
g740	53	106	35	183	81	151	1115	293	253	299	303	50
g741	1748	2095	2175	2685	2101	2369	6822	6084	6721	6219	4162	4447
g742	17	30	42	36	18	21	70	214	130	121	95	82
g743	577	511	384	669	298	449	1032	799	825	1231	653	231
g744	3529	3440	2940	3223	2248	2447	5620	4843	5958	6482	5544	6267
g745	486	427	454	813	516	300	1699	1656	1957	1689	1475	1190
g746	11	31	26	9	41	16	102	2	49	14	86	29
g747	14	3	2	1	6	1	9	38	4	1	0	22
g748	7676	8377	13902	9055	10296	16428	9344	26101	40774	23910	24165	11798
g749	515	393	637	590	438	515	830	537	1540	405	298	343
g750	428	556	764	802	727	1045	1915	1378	1583	2567	985	1286
g751	6	5	5	15	3	6	9	14	18	8	15	6
g752	10	23	21	8	18	9	32	51	69	77	17	32
g753	21708	42486	28299	51278	33209	28612	66904	70835	64811	76573	39611	38410
g754	98	143	127	74	86	118	735	115	158	136	123	168
g755	38	64	16	45	31	44	100	122	77	151	95	60
g756	266	446	421	465	201	381	762	489	875	661	525	450
g757	12	21	5	29	20	21	1	24	16	23	16	3
g758	837	86	1080	350	706	179	699	895	1110	363	556	717
g759	17	29	22	7	20	24	31	27	43	24	29	25
g760	20	75	55	73	44	20	33	32	186	97	70	153
g761	21	51	50	55	52	70	51	29	127	35	27	22
g762	104	271	81	742	272	357	788	1262	2792	1221	1214	1442
g763	233	283	298	625	536	358	830	1133	750	1076	533	603
g764	893	441	698	302	554	194	660	1230	1043	1258	242	543
g765	8	10	11	19	7	5	32	30	32	35	27	32
g766	175	124	152	275	113	216	354	296	667	373	335	407
g767	1228	904	1540	715	500	2735	5405	1469	2306	2528	2049	2077
g768	124	130	253	125	186	113	167	98	221	460	294	329
g769	2098	1760	2091	3111	2118	3883	9366	3562	4412	4467	3073	4116
g770	30	57	48	80	34	6	76	48	50	25	11	27
g771	86	38	107	117	91	64	689	324	196	136	269	312
g772	232	203	664	178	238	351	1723	368	1120	2012	447	374
g773	30	40	38	24	40	22	72	93	107	111	77	26
g774	277	207	136	430	250	233	1244	738	809	1222	481	505
g775	3641	3479	4567	5898	1665	6927	11654	4003	12753	14032	13827	7266
g776	4311	2929	3451	6951	1893	2966	3181	7712	9157	8260	2651	4774
g777	436	638	612	1386	2014	660	2469	2175	3035	2738	2119	1144
g778	936	660	954	2173	1000	782	2187	3499	4837	3605	2456	3000
g779	91	54	144	16	39	75	809	197	182	621	282	87
g780	648	962	723	796	602	1456	826	1044	1745	508	1013	740
g781	2	288	135	213	64	24	216	60	201	684	98	238
g782	15	15	45	43	27	16	153	188	188	101	282	34
g783	18	33	6	29	3	0	4	33	44	13	1	3
g784	10	9	10	2	9	4	25	9	1	1	13	16
g785	1316	3779	3568	6474	2967	8723	7218	3812	7354	10819	12731	7879
g786	60	10	92	59	123	73	26	135	1	15	92	34
g787	11	3	14	3	5	10	50	8	13	19	42	5
g788	35	65	26	54	51	26	89	68	133	165	23	47
g789	2	3	17	13	5	5	17	30	10	11	16	26
g790	66	45	37	47	51	51	161	191	248	131	122	102
g791	9	0	4	16	2	6	8	0	0	7	2	6
g792	1	16	0	0	4	0	0	8	28	2	0	0
g793	6654	6098	8820	14441	5747	17274	23166	19833	19243	28008	17683	5586
g794	573	1363	421	1156	745	832	1134	1001	1421	1032	551	973
g795	1	1	6	5	4	1	9	9	13	3	1	5
g796	108	4204	308	1651	2460	165	5825	2072	4152	2951	589	1407
g797	112	94	187	198	71	48	364	314	333	537	19	577
g798	470	590	411	334	417	398	959	790	1685	834	879	552
g799	32	297	136	123	62	138	139	925	298	451	403	199
g800	7	24	22	36	92	9	64	117	155	138	86	74
g801	331	265	590	618	425	306	769	926	1072	564	593	627
g802	14	6	17	16	22	26	27	33	62	12	29	19
g803	9	7	1	2	5	13	13	20	13	9	16	9
g804	182	48	36	88	74	194	245	208	96	124	139	56
g805	13	37	65	65	29	84	69	83	78	59	79	55
g806	3178	5729	5462	6945	4451	5060	26327	22949	19475	17114	21396	19002
g807	30	27	47	59	26	23	64	57	53	64	15	39
g808	4	3	1	3	0	2	6	0	7	10	5	4
g809	22	0	26	24	33	94	17	343	76	554	215	25
g810	2658	1696	495	2541	1897	2298	10638	12544	8419	6714	5955	4687
g811	8671	10273	9307	15451	8454	14523	24986	12797	28857	24507	16262	20691
g812	9546	6727	6748	6584	6669	7322	18822	16705	20405	13448	15251	13883
g813	148	182	160	193	99	167	340	298	400	246	106	259
g814	3269	2835	1891	3406	2314	3410	3524	3483	3825	5083	3371	2575
g815	3	11	60	3	13	7	32	55	5	0	17	2
g816	98	26	116	103	142	65	221	293	390	352	398	174
g817	1296	1668	2099	2364	620	1652	1565	6356	8893	3789	2574	1621
g818	35	32	61	80	17	95	293	416	140	205	195	198
g819	154	78	85	326	129	194	637	464	234	763	328	220
g820	5	24	8	0	18	4	539	20	68	260	31	12
g821	279	524	833	3325	2795	3478	3609	1024	3324	1815	4860	7038
g822	14	2	2	4	8	13	2	18	11	11	5	85
g823	1149	1193	2339	1760	1611	1601	2435	2220	1647	1255	2432	1089
g824	550	769	594	663	471	639	1169	881	1236	1361	877	628
g825	130	315	71	300	95	225	909	722	1802	749	477	601
g826	307	129	168	301	169	185	556	451	648	591	412	459
g827	508	263	544	695	572	873	1295	1008	931	747	514	692
g828	46	44	60	100	59	111	131	117	88	150	155	55
g829	0	0	5	0	0	0	119	0	8	0	0	0
g830	33	49	50	18	63	50	86	102	66	62	66	52
g831	7	13	6	4	16	2	16	18	51	41	13	48
g832	1089	1099	889	2116	1238	1643	1927	2810	2909	2197	1322	1902
g833	547	342	427	447	303	640	1740	1123	1761	1090	1103	1336
g834	39	68	52	159	66	84	93	152	107	387	121	39
g835	1229	970	1191	885	1716	1077	2796	4812	2611	6372	6180	3459
g836	505	360	859	695	414	530	1318	569	868	959	1092	516
g837	1505	1826	1213	1729	1983	2455	3084	2068	6075	4647	3013	2728
g838	121	417	168	128	94	155	369	221	806	223	344	269
g839	0	0	0	0	0	0	1	0	0	0	1	10
g840	110	445	81	14	70	16	2	155	201	910	371	335
g841	12	2	57	6	35	22	33	38	73	14	28	87
g842	1075	619	209	1100	632	616	2362	677	2006	2544	875	752
g843	93	75	29	96	28	22	67	227	54	101	73	72
g844	1070	1022	1728	1122	1262	1318	1910	2355	2126	2506	2166	2429
g845	759	678	1037	1133	1192	1434	1333	3421	2441	2755	2446	1725
g846	136	262	181	145	149	77	314	74	176	522	127	143
g847	14	21	3	38	4	16	11	9	46	47	11	3
g848	6	6	5	12	5	3	16	35	15	9	13	7
g849	887	602	2231	445	972	519	1121	1508	4298	4254	1212	3282
g850	494	894	853	714	1219	1497	1116	784	673	892	674	1005
g851	3	14	2	3	9	0	3	2	27	3	4	0
g852	10	5	4	9	9	15	21	31	26	18	10	36
g853	24	10	58	28	27	5	44	16	183	180	70	6
g854	0	11	0	8	0	0	0	0	0	1	0	0
g855	6943	6117	6472	7021	9913	7865	20763	8460	11815	15793	9823	8200
g856	8	154	58	202	0	28	61	42	287	348	30	31
g857	19	6	18	30	3	36	1	55	15	41	5	19
g858	109	347	323	587	305	411	1109	1138	922	725	793	603
g859	1464	1240	1376	1480	1753	1204	1695	1393	2966	1878	2491	1539
g860	43	81	41	63	36	76	117	123	203	166	153	78
g861	540	1734	472	1155	1465	1259	4611	1669	3949	3850	2038	2881
g862	48	20	95	52	20	70	189	123	154	130	58	43
g863	1284	1052	1248	1031	750	831	1813	1356	2542	2848	1688	870
g864	617	609	509	448	825	607	1173	1003	1090	561	731	1032
g865	28	3	7	23	186	85	353	20	1781	112	160	16
g866	682	920	2238	1337	553	968	1005	1821	2742	1784	1176	379
g867	84	3	53	496	575	3843	1124	2568	8931	152	866	2950
g868	771	488	309	413	393	269	510	835	719	375	898	195
g869	3980	3247	3121	5153	3886	3608	6734	5290	6169	9238	4055	4513
g870	722	483	1271	1702	796	1139	3823	2541	3031	1508	2646	1761
g871	15	144	305	61	302	304	458	31	135	829	263	26
g872	396	379	636	380	395	183	3553	1313	3121	3838	162	2187
g873	1	2	2	3	2	6	1	12	24	7	20	4
g874	1317	1406	1264	1286	1449	1661	13385	7753	4425	6372	4308	2600
g875	461	481	223	255	235	798	1391	1855	1853	946	751	473
g876	22	38	13	26	23	38	69	79	61	72	60	48
g877	76	82	73	130	68	58	201	242	229	205	260	120
g878	4671	3590	4092	2705	2031	3331	8861	7756	4423	5911	4894	8447
g879	429	213	399	1430	783	380	1987	1079	2524	760	607	2137
g880	4323	6138	7128	9333	6086	7594	45164	37980	40040	41150	24766	24689
g881	6	8	15	0	0	0	0	0	142	8	0	39
g882	10	3	25	5	6	20	53	62	32	32	13	39
