	sample1	sample2	sample3	sample4	sample5	sample6
g841	5	2	17	3	17	1
g842	3	3	6	0	6	2
g843	728	857	874	201	205	150
g844	48	0	27	88	93	3
g845	1402	1174	1551	461	569	599
g846	1330	1896	1510	413	1109	718
g847	352	512	641	228	335	152
g848	1576	1945	2351	572	1219	1433
g849	137	668	561	92	45	122
g850	7	2	14	2	3	4
g851	14	2	21	3	15	21
g852	4690	3993	5779	1281	2248	1182
g853	10	0	1	0	0	0
g854	43	90	71	24	19	22
g855	5434	3635	4037	1022	570	1614
g856	250	212	274	145	57	50
g857	539	768	674	326	628	190
g858	1	0	8	7	0	3
g859	423	535	406	166	216	198
g860	3	3	2	0	3	0
g861	202	144	99	14	39	15
g862	720	1077	1007	689	655	572
g863	1285	762	412	86	246	92
g864	9256	6001	8883	1941	2746	3383
g865	30	2	16	6	6	1
g866	1034	734	1168	510	310	716
g867	18	20	9	4	4	0
g868	10174	10142	11516	2133	7014	3697
g869	4189	2383	2579	2219	2067	1870
g870	17	19	14	8	7	2
g871	1272	2106	2617	473	674	549
g872	49	22	46	13	25	4
g873	502	534	801	197	268	264
g874	24	87	181	1	102	106
g875	7	8	14	6	4	1
g876	7	9	10	0	6	0
g877	1458	1764	1240	300	266	251
g878	144	134	109	6	22	18
g879	1	0	0	0	0	0
g880	139	438	409	123	153	87
g881	15	15	21	7	8	10
g882	225	1118	368	307	309	443
g883	223	67	89	27	21	43
g884	1106	1257	1140	524	173	1547
g885	23	29	45	7	6	9
g886	36	23	33	11	8	4
g887	9	0	0	2	0	1
g888	18	54	75	14	18	18
g889	110	241	194	107	136	201
g890	43	28	32	10	20	5
g891	175	154	498	42	276	152
g892	8	68	72	26	84	10
g893	1	11	5	2	8	3
g894	15	85	23	17	71	39
g895	1532	2210	1954	546	712	538
g896	3671	1997	2586	431	710	595
g897	294	182	156	85	122	49
g898	567	413	454	66	211	169
g899	3314	2869	3703	761	1004	735
g900	721	376	229	50	18	47
g901	852	636	814	128	232	211
g902	664	1992	322	97	132	151
g903	72	236	238	48	58	104
g904	1300	946	856	314	643	366
g905	276	302	244	28	66	129
g906	12243	9400	15191	4373	5239	3433
g907	18	19	23	8	12	0
g908	424	79	43	200	52	18
g909	1447	718	659	232	54	113
g910	38	7	120	13	72	61
g911	651	354	132	53	106	84
g912	24	32	53	12	8	21
g913	10953	11764	6947	2451	2754	5809
g914	20	77	27	52	14	131
g915	7	25	20	12	9	4
g916	46	106	41	25	59	62
g917	629	5	130	14	282	218
g918	513	399	302	36	178	233
g919	14	41	28	4	24	27
g920	1630	1443	1427	391	631	557
g921	2249	466	1174	596	454	194
g922	203	442	205	37	40	47
g923	63	16	44	6	8	8
g924	586	904	438	115	100	154
g925	87	103	290	12	28	18
g926	165	182	198	37	57	59
g927	1757	2188	2513	733	1609	1263
g928	6	12	5	0	1	0
g929	34	28	0	0	0	9
g930	2685	1872	4267	1178	1399	1576
g931	132	102	152	41	54	54
g932	9	7	10	3	2	2
g933	2720	3562	4002	1206	1139	827
g934	1	2	5	2	2	3
g935	129	172	83	23	66	133
g936	185	93	207	35	37	52
g937	103	76	83	16	68	28
g938	15	9	15	1	12	7
g939	269	8	201	54	31	12
g940	45	70	149	29	44	64
g941	1155	756	1453	591	650	831
g942	22	2	9	12	5	12
g943	9	4	2	2	0	0
g944	1333	1238	1640	366	719	398
g945	0	13	0	0	0	0
g946	909	461	484	237	327	203
g947	20	33	25	2	18	0
g948	2	0	0	8	0	1
g949	4871	7683	8148	2825	5498	3063
g950	2630	3522	4308	677	1000	1615
g951	1123	1204	1324	260	254	278
g952	0	31	3	0	13	2
g953	26	30	12	6	8	2
g954	239	230	329	53	97	74
g955	121	139	315	26	68	83
g956	40	28	18	4	17	7
g957	75	71	64	16	19	15
g958	196	274	292	59	102	72
g959	226	116	243	30	85	12
g960	1811	2416	1793	252	475	316
g961	99	122	128	90	65	90
g962	245	296	212	52	141	80
g963	1748	1673	1559	613	537	401
g964	41	17	74	41	1	8
g965	336	410	316	34	52	87
g966	13010	7906	11106	1980	9034	4098
g967	539	449	705	103	93	179
g968	36	22	23	5	10	6
g969	532	407	839	165	130	76
g970	1165	997	442	211	527	97
g971	8106	7851	13942	2111	2923	1288
g972	1606	1179	1557	155	339	303
g973	10	10	17	1	3	6
g974	0	7	8	1	1	0
g975	1249	1451	1167	473	603	648
g976	72	26	61	23	47	5
g977	342	877	704	70	69	219
g978	2222	3104	2048	609	991	1148
g979	137	148	98	16	28	24
g980	1017	1121	793	236	501	316
g981	61	88	181	44	36	41
g982	381	280	258	142	277	168
g983	1529	1778	1981	637	787	729
g984	74	388	52	111	38	62
g985	19	6	10	5	4	7
g986	154	208	202	25	59	31
g987	6010	8385	9337	1686	3446	2822
g988	184	344	225	20	15	7
g989	182	197	155	57	68	63
g990	1617	1879	2013	403	468	336
g991	1309	1066	1439	141	471	292
g992	268	105	241	36	85	93
g993	93	18	7	0	3	1
g994	188	541	218	38	56	63
g995	359	129	199	35	251	45
g996	505	194	291	211	187	218
g997	7	26	26	19	3	5
g998	2	19	1	2	19	5
g999	16	1	2	0	0	6
g1000	21	30	19	21	33	23
g1001	13023	9164	5905	6792	7295	8224
g1002	10	4	17	8	15	10
g1003	0	0	15	0	0	21
g1004	157	320	299	114	96	85
g1005	1390	10752	5818	630	8897	2373
g1006	860	500	595	445	491	306
g1007	21	45	14	4	67	51
g1008	64	111	238	216	219	73
g1009	1411	872	752	1002	2188	1205
g1010	1461	1416	1384	670	1408	974
g1011	454	149	123	85	87	142
g1012	3149	1269	1428	1185	1398	2806
g1013	1962	946	2421	807	1408	1533
g1014	10	14	13	3	9	5
g1015	653	856	522	1481	827	322
g1016	243	161	549	258	232	358
g1017	332	146	126	90	87	83
g1018	10	12	11	5	24	31
g1019	934	669	464	202	510	184
g1020	1273	1739	1542	956	1331	1464
g1021	6126	3247	5305	2361	4782	3584
g1022	12	4	7	4	11	11
g1023	6818	4966	5934	3912	6066	5002
g1024	4107	3751	4924	3755	3517	3249
g1025	6	16	110	4	15	78
g1026	222	98	239	228	191	145
g1027	10	12	9	7	6	0
g1028	20	45	27	8	33	16
g1029	29	17	44	16	22	37
g1030	977	1091	1454	402	897	685
g1031	1	2	112	0	1	14
g1032	14	15	6	0	22	0
g1033	986	318	522	110	254	306
g1034	2037	1544	1324	1328	4052	940
g1035	629	3968	1432	673	606	394
g1036	732	167	404	291	443	30
g1037	975	1699	757	985	435	859
g1038	120	24	56	53	73	59
g1039	357	377	645	172	430	452
g1040	29	44	46	13	52	23
g1041	817	2634	1924	689	902	596
g1042	1196	961	1503	1386	1390	1291
g1043	2	10	17	7	11	20
g1044	104	109	101	40	46	75
g1045	586	849	1138	467	724	586
g1046	13	49	115	85	85	74
g1047	27	100	50	24	20	71
g1048	607	753	1092	191	353	711
g1049	180	134	89	41	91	67
g1050	379	307	493	177	392	263
g1051	989	933	1442	1121	1023	747
g1052	164	192	41	114	38	137
g1053	954	529	699	1356	1092	1312
g1054	11	14	15	2	3	1
g1055	792	653	806	336	485	667
g1056	259	416	457	472	889	428
g1057	318	809	174	45	590	1037
g1058	14	14	177	78	82	15
g1059	847	1059	569	306	494	214
g1060	3161	2672	2001	1530	2438	1662
g1061	216	9	185	15	0	11
g1062	1615	1223	1770	1541	1713	1451
g1063	163	388	352	100	197	225
g1064	187	242	215	152	467	111
g1065	9	7	11	8	9	7
g1066	7	8	24	20	3	14
g1067	7183	4480	9201	3749	6322	4884
g1068	63	101	99	70	17	29
g1069	160	38	7	166	438	59
g1070	15	4	49	14	14	15
g1071	4	2	227	0	2	3
g1072	9	5	12	21	14	24
g1073	631	660	25	158	257	692
g1074	430	532	555	446	365	431
g1075	5	1	16	3	9	2
g1076	669	357	605	482	330	175
g1077	405	447	241	191	388	185
g1078	2364	3712	3889	2172	3038	2717
g1079	10279	9984	42894	12091	22976	17421
g1080	45	29	50	41	44	28
g1081	145	49	76	61	51	43
g1082	4418	4349	5924	3240	4540	2376
g1083	4	4	3	4	2	3
g1084	62	62	50	39	83	18
g1085	1646	2053	1227	1421	2176	1569
g1086	2361	3734	3890	1988	4089	2152
g1087	4361	2452	4250	1532	1944	1994
g1088	57	75	94	28	44	96
g1089	1481	1255	884	801	1100	861
g1090	32	189	64	11	20	92
g1091	22	31	173	5	21	1
g1092	2	0	4	3	2	2
g1093	55	16	39	23	35	54
g1094	64	53	70	22	79	57
g1095	277	624	312	171	415	375
g1096	142	134	138	102	133	104
g1097	8281	7065	10008	5823	8866	5986
g1098	34	131	15	22	23	5
g1099	1134	1046	1245	642	641	713
g1100	959	5835	3783	461	3710	2191
g1101	19	17	61	3	28	14
g1102	4730	303	1473	363	2490	2392
g1103	10	15	3	2	2	14
g1104	36743	18523	37888	14157	24472	14111
g1105	53	1	0	58	6	24
g1106	41	11	26	28	12	15
g1107	431	126	262	81	221	108
g1108	10	28	14	4	9	17
g1109	963	1465	1086	626	616	701
g1110	130	200	29	25	65	38
g1111	0	1	7	16	26	1
g1112	46	67	67	28	34	8
g1113	633	677	607	270	846	624
g1114	12	5	1	4	15	2
g1115	203	134	114	100	84	156
g1116	1	9	4	7	4	8
g1117	2429	2795	2232	2262	2173	2154
g1118	59	28	31	6	43	23
g1119	2019	2454	1934	1922	2492	2075
g1120	16	17	3	7	24	11
g1121	82	52	41	40	52	67
g1122	65	56	40	56	53	36
g1123	1580	1596	1427	2201	4546	5510
g1124	4192	4076	3818	4608	6618	2936
g1125	283	338	1424	548	351	264
g1126	704	893	1306	486	1147	931
g1127	8193	3467	12771	3137	9441	4709
g1128	49	31	30	21	31	12
g1129	720	256	598	319	379	419
g1130	290	130	274	163	216	112
g1131	39	24	149	1	9	23
g1132	37	78	76	8	118	39
g1133	718	948	938	449	545	703
g1134	74	89	91	8	52	28
g1135	186	273	297	105	182	112
g1136	1110	849	550	366	761	768
g1137	95	59	60	36	101	50
g1138	26	18	14	30	25	36
g1139	57	89	71	31	25	44
g1140	2103	4508	1736	3537	4300	1419
g1141	7	30	31	0	9	12
g1142	1402	2167	1754	947	1581	1082
g1143	183	87	28	30	4	7
g1144	1397	4443	2735	553	2833	2162
g1145	16338	11257	13700	12468	12580	18082
g1146	920	1042	728	504	1238	788
g1147	112	73	115	68	81	85
g1148	5172	7693	9866	4251	10307	5059
g1149	1687	1550	2382	929	1315	1715
g1150	105	115	101	48	105	77
g1151	2575	1575	1469	1796	2900	3051
g1152	85	52	158	43	126	51
g1153	1095	811	941	649	1133	950
g1154	6	1	0	9	6	1
g1155	0	38	1	4	34	317
g1156	983	1188	1088	728	777	946
g1157	3	5	9	0	9	1
g1158	255	76	464	144	291	98
g1159	228	254	251	294	252	162
g1160	2	6	2	2	14	5
g1161	718	1026	727	223	649	585
g1162	8855	11568	13940	5661	7486	12900
g1163	4880	4425	3427	3306	4433	3314
g1164	91	67	58	24	58	79
g1165	0	19	9	0	1	2
g1166	1067	1139	1311	935	980	904
g1167	248	501	694	368	289	222
g1168	103	780	359	128	154	442
g1169	490	457	503	294	425	328
g1170	192	300	638	404	1077	659
g1171	950	719	438	537	436	327
g1172	100	95	55	102	57	129
g1173	10910	5757	10138	5800	7647	6364
g1174	294	203	134	209	238	213
g1175	5	0	8	2	0	5
g1176	17	5	11	1	6	18
g1177	491	358	273	113	365	215
g1178	12	12	6	5	32	30
g1179	255	148	231	191	102	301
g1180	24	4	8	2	15	3
g1181	892	202	627	265	767	832
g1182	8256	7949	9233	5461	9082	7308
g1183	428	392	413	292	227	375
g1184	8	0	0	4	1	0
g1185	3	7	10	6	8	8
g1186	169	136	151	84	209	144
g1187	12	11	0	15	6	1
g1188	204	333	374	127	313	235
g1189	4	10	6	3	0	1
g1190	498	262	472	368	631	402
g1191	3410	931	2668	1032	2061	1563
g1192	592	614	1064	403	1092	630
g1193	397	417	411	271	291	341
g1194	298	307	315	116	253	143
g1195	13	61	55	26	23	75
g1196	85	62	77	70	67	55
g1197	35	87	74	51	69	83
g1198	169	156	329	30	97	119
g1199	57	103	75	42	77	48
g1200	367	1099	464	247	575	444
g1201	20	59	72	42	49	66
g1202	2	0	0	18	0	1
g1203	18	1	59	37	48	5
g1204	2380	2801	2031	1516	1968	1833
g1205	40	18	17	53	35	9
g1206	0	1	6	1	2	1
g1207	113	82	264	299	283	121
g1208	11	17	9	12	18	3
g1209	5	0	0	1	7	15
g1210	309	487	363	364	330	330
g1211	616	471	511	471	693	222
g1212	111	284	198	63	226	119
g1213	455	524	874	193	581	657
g1214	1512	1920	1825	1411	1526	1043
g1215	93	86	90	71	90	70
g1216	141	118	148	109	251	209
g1217	1	5	1	1	1	5
g1218	11	0	1	10	32	19
g1219	141	113	102	55	82	48
g1220	404	729	673	75	854	475
g1221	3	5	16	0	5	4
g1222	5	2	14	2	3	15
g1223	2805	44	2014	449	1340	1071
g1224	24	14	16	5	13	14
g1225	0	13	0	27	6	1
g1226	265	319	297	261	403	212
g1227	2016	2227	1588	558	1181	1040
g1228	158	88	93	148	87	153
g1229	9637	8075	7925	5349	7460	8245
g1230	46	184	13	63	271	8
g1231	5035	6467	6251	4475	7313	4599
g1232	12	13	5	1	10	4
g1233	2662	1423	1763	1777	1693	2479
g1234	224	894	203	152	305	154
g1235	78	200	246	32	142	221
g1236	68	0	31	61	8	128
g1237	19	34	8	0	1	8
g1238	380	334	283	197	335	183
g1239	176	140	366	152	284	191
g1240	27	17	0	13	9	16
g1241	14	1	6	2	8	8
g1242	1092	819	1163	715	1030	842
g1243	168	87	197	85	137	57
g1244	46	133	9	14	42	86
g1245	12	4	6	7	10	2
g1246	10	4	7	5	0	1
g1247	46	47	24	24	40	30
g1248	8	11	1	7	1	1
g1249	1	37	37	5	7	1
g1250	0	6	3	1	14	11
g1251	655	513	658	480	877	349
g1252	45	69	53	85	100	109
g1253	3458	4009	5225	1264	3566	2285
g1254	168	106	188	112	134	107
g1255	841	872	681	224	1287	485
g1256	2	3	7	1	2	1
g1257	5	7	10	2	4	5
g1258	8	1	8	9	1	8
g1259	13	18	17	5	5	10
g1260	51	76	84	41	57	8
g1261	3	2	4	2	7	1
g1262	87	288	183	65	78	135
g1263	251	486	906	412	435	304
g1264	222	19	136	99	48	279
g1265	168	338	620	213	346	103
g1266	14	61	76	8	30	44
g1267	8	5	18	13	23	3
g1268	920	940	2654	1014	1170	406
g1269	44	12	26	21	39	23
g1270	4886	3578	4230	2360	3074	3765
g1271	213	246	290	240	195	161
g1272	47	57	46	54	21	82
g1273	2141	2518	1131	1073	1453	1083
g1274	201	163	634	293	331	198
g1275	4068	5087	9438	4005	5323	3498
g1276	597	968	1061	879	1326	1077
g1277	20175	10038	14252	17075	9108	6811
g1278	8	0	1	0	5	1
g1279	522	38	168	288	580	1037
g1280	2	14	1	0	53	1
g1281	3045	2133	2628	920	2426	1950
g1282	75	200	172	85	137	111
g1283	562	2312	1208	1410	1610	2103
g1284	0	0	25	1	1	0
g1285	539	174	339	186	333	232
g1286	28	102	80	61	150	469
g1287	4734	4904	3987	1602	2043	3437
g1288	2265	1710	1907	1524	1364	1064
g1289	17	20	17	5	13	11
g1290	61	62	92	47	60	53
g1291	11	20	21	17	8	5
g1292	2051	5733	3190	2082	3362	2639
g1293	115	81	251	125	140	162
g1294	422	915	588	374	505	348
g1295	9	10	12	11	27	17
g1296	12	7	5	9	30	1
g1297	135	89	445	121	133	265
g1298	1760	1449	1342	839	1152	1162
g1299	445	465	390	313	256	173
g1300	184	341	383	169	234	74
g1301	9	13	18	14	17	8
g1302	5	0	54	6	19	16
g1303	1	0	6	1	7	0
g1304	87	46	84	41	45	60
g1305	15	17	10	3	9	7
g1306	9	3	20	3	8	5
g1307	51	57	56	62	78	60
g1308	0	2	0	0	2	1
g1309	326	280	353	217	364	238
g1310	8	60	57	44	21	59
g1311	5	12	8	3	4	7
g1312	371	416	634	496	358	353
g1313	4020	5857	7826	4119	3912	5654
g1314	0	0	0	3	0	12
g1315	92	61	63	30	124	70
g1316	29	15	121	13	27	36
g1317	18	64	17	12	10	33
g1318	263	59	510	100	516	194
g1319	3799	3375	4657	3001	3213	2167
g1320	3216	3248	2800	876	4605	2484
g1321	1972	2966	2320	1401	2200	2279
g1322	1059	1079	1376	879	1878	1113
g1323	14	30	20	33	23	64
g1324	255	152	187	151	94	176
g1325	926	1274	972	712	2133	672
g1326	677	1101	1472	989	850	757
g1327	108	96	205	42	73	107
g1328	1421	1085	1506	607	1296	1135
g1329	660	526	565	409	332	634
g1330	616	405	426	271	516	312
g1331	4144	3083	3662	3626	1423	2714
g1332	8404	1748	5459	9158	7041	8431
g1333	36	17	11	14	51	17
g1334	26	49	36	27	29	23
g1335	8	10	6	8	5	8
g1336	3162	3762	2447	2049	2775	2286
g1337	691	377	1327	554	1449	347
g1338	180	163	125	192	171	84
g1339	502	301	519	178	208	386
g1340	1	3	0	4	3	7
g1341	2522	2568	2739	1493	2248	1964
g1342	0	0	1	0	1	0
g1343	9	4	13	19	6	52
g1344	47	66	70	38	109	64
g1345	740	533	1042	574	758	739
g1346	231	129	320	327	569	251
g1347	114	187	208	244	349	270
g1348	747	1091	1179	931	897	967
g1349	5020	4350	3327	2592	4503	2805
g1350	3184	2109	11522	2467	4324	6527
g1351	144	90	281	101	121	48
g1352	64	32	45	0	5	306
g1353	256	120	218	185	137	136
g1354	285	377	640	419	344	184
g1355	851	1742	661	396	806	983
g1356	153	60	66	77	68	25
g1357	62	137	161	94	83	75
g1358	27	3	11	7	48	21
g1359	2	8	9	16	4	7
g1360	117	115	89	117	106	47
g1361	2422	3493	2074	1084	1965	1541
g1362	1152	771	1087	586	1140	1232
g1363	4	21	102	8	9	30
g1364	1218	1022	1931	710	726	1523
g1365	116	56	0	33	69	16
g1366	55	48	42	66	91	75
g1367	2807	2289	2169	1012	2787	1524
g1368	14	6	9	5	11	12
g1369	1646	1837	2353	1225	2315	1584
g1370	12	35	23	1	15	30
g1371	1	0	3	0	16	0
g1372	803	116	119	20	2	34
g1373	2300	1943	2601	930	1793	2136
g1374	46	15	30	47	110	42
g1375	262	375	242	227	315	185
g1376	0	8	4	12	4	9
g1377	124	167	97	40	24	55
g1378	37	100	11	17	18	4
g1379	86673	75106	66153	24257	11976	42303
g1380	34	17	46	22	54	17
g1381	2	1	1	4	1	4
g1382	25	21	16	11	24	13
g1383	772	802	421	469	895	504
g1384	14	12	24	5	21	11
g1385	925	973	873	720	1028	875
g1386	775	966	980	730	740	734
g1387	3292	5591	2183	1953	3355	2666
g1388	2	7	6	2	1	1
g1389	682	674	780	397	831	478
g1390	850	540	559	529	908	431
g1391	135	178	186	98	180	263
g1392	737	598	666	510	868	523
g1393	60	146	260	171	194	98
g1394	550	952	1029	335	664	918
g1395	83	250	296	243	210	65
g1396	95	206	164	107	151	108
g1397	31	32	50	21	94	17
g1398	160	116	167	223	174	149
g1399	506	692	564	511	624	583
g1400	547	195	1022	429	391	226
g1401	6	5	4	0	3	4
g1402	1	4	5	6	0	5
g1403	2334	2896	3108	1742	1735	1439
g1404	13	8	28	1	34	14
g1405	1	7	14	5	6	0
g1406	2187	1848	1953	1215	2335	1500
g1407	634	1421	1014	789	844	599
g1408	3081	6992	5049	2449	3713	3186
g1409	10	6	38	6	26	46
g1410	1844	1293	1905	1205	1298	1819
g1411	505	1040	750	1101	999	632
g1412	382	300	357	314	264	486
g1413	5015	5392	4404	3129	5243	5315
g1414	15	0	7	49	66	1
g1415	671	545	629	481	791	349
g1416	2	3	5	1	0	1
g1417	10	23	50	15	13	19
g1418	529	23	624	16	949	71
g1419	2764	2195	2584	1443	2043	1863
g1420	839	957	738	625	731	464
g1421	2	3	0	6	6	3
g1422	4005	3639	2958	1927	2624	2354
g1423	2	4	4	0	7	0
g1424	0	383	472	700	235	227
g1425	205	169	255	127	172	131
g1426	2	6	4	2	4	6
g1427	33	13	26	12	26	28
g1428	3	4	11	3	0	6
g1429	10	27	20	42	21	30
g1430	123	173	166	58	256	137
g1431	4	3	3	2	5	2
g1432	5	13	19	9	5	5
g1433	830	407	244	323	266	367
g1434	1126	1496	770	645	904	544
g1435	142	93	83	68	94	172
g1436	4373	6636	3889	4595	5636	6683
g1437	30	31	29	49	27	13
g1438	684	950	798	772	675	615
g1439	1498	2267	2965	676	1468	1766
g1440	122	183	203	170	205	116
g1441	1	9	2	1	3	8
g1442	26	20	26	5	10	21
g1443	5	6	3	2	0	11
g1444	688	766	709	490	680	558
g1445	1374	1935	1965	1001	2188	1121
g1446	315	898	507	360	327	344
g1447	224	167	441	224	238	99
g1448	41	48	42	19	40	37
g1449	8	5	6	2	3	5
g1450	89	88	170	77	42	69
g1451	9	36	9	0	7	42
g1452	130	69	133	2	16	146
g1453	4876	4554	2684	3051	6357	2834
g1454	4520	2345	3072	4418	8922	3615
g1455	48	37	36	24	42	118
g1456	80	137	225	101	195	98
g1457	8	12	5	4	1	6
g1458	127	260	69	97	272	48
g1459	7	20	20	9	15	17
g1460	62	99	286	52	509	140
g1461	11	10	4	4	4	9
g1462	1439	1309	982	749	1285	889
g1463	8284	8444	10805	4461	9636	7955
g1464	17	1	1	7	8	2
g1465	4831	3520	4462	2213	3719	3664
g1466	290	194	560	242	405	215
g1467	521	669	454	257	292	406
g1468	15	2	8	3	10	7
g1469	585	435	531	224	279	353
g1470	3460	755	889	2989	539	698
g1471	2074	1702	630	807	934	506
g1472	113	238	222	75	350	250
g1473	2435	1978	5233	2419	2253	2617
g1474	1185	169	70	33	64	250
g1475	15030	12742	21129	13007	18020	17617
g1476	547	432	196	169	472	466
g1477	199	256	199	95	287	88
g1478	1540	1745	995	1402	1055	1740
g1479	2319	1817	1917	1024	1397	1437
g1480	4	4	1	1	2	1
g1481	375	374	409	422	378	241
g1482	50	52	498	185	9	5
g1483	36	394	25	86	61	224
g1484	26	69	61	78	5	9
g1485	216	80	220	66	136	93
g1486	2	2	2	2	12	4
g1487	85	31	87	182	38	52
g1488	23	7	1	8	2	2
g1489	4137	3032	6761	2459	3535	1315
g1490	1070	1990	1126	935	1026	939
g1491	18	1	40	4	2	21
g1492	105	341	69	182	191	195
g1493	24	28	10	2	26	7
g1494	27	20	46	15	34	13
g1495	274	118	79	280	159	237
g1496	1505	1367	1732	1651	2075	1204
g1497	15	11	4	0	1	12
g1498	354	240	260	222	315	176
g1499	6	11	7	2	3	5
g1500	132	48	92	71	282	35
g1501	1465	1679	1477	1371	1152	764
g1502	2114	3393	3518	1430	3411	2933
g1503	66	88	108	49	54	50
g1504	4721	3329	5712	1427	4272	2238
g1505	9	173	15	26	13	70
g1506	163	100	91	112	295	172
g1507	6	3	2	1	0	1
g1508	5965	3759	2683	2388	2333	1645
g1509	11	43	21	25	35	25
g1510	80	54	102	42	31	50
g1511	1471	1171	1774	1271	1210	1479
g1512	285	313	333	90	284	238
g1513	4088	3994	4895	2398	3029	3478
g1514	1120	1296	1838	1463	2716	1339
g1515	415	7	278	255	205	204
g1516	151	401	60	194	213	129
g1517	91	123	72	104	138	63
g1518	61	102	98	48	67	61
g1519	1293	1300	933	587	1069	1410
g1520	110	158	300	65	87	295
g1521	52	40	40	61	10	49
g1522	68	43	11	41	9	3
g1523	164	52	247	253	2	89
g1524	20	30	53	13	30	17
g1525	536	454	114	88	114	446
g1526	183	96	52	61	114	52
g1527	663	898	782	443	706	532
g1528	199	180	711	398	434	392
g1529	361	559	701	484	287	277
g1530	1	0	82	0	43	12
g1531	350	215	230	178	534	241
g1532	8	6	15	12	6	7
g1533	4	3	4	1	6	3
g1534	17	10	4	2	12	21
g1535	20	17	28	17	24	189
g1536	1192	944	788	671	1410	1056
g1537	172	190	121	185	302	180
g1538	724	559	1070	557	733	736
g1539	861	834	903	642	881	564
g1540	6	0	3	1	1	0
g1541	318	592	508	273	493	239
g1542	1642	1349	2460	2346	1519	595
g1543	529	376	278	816	808	722
g1544	176	515	264	120	218	109
g1545	117	52	77	40	55	90
g1546	6	6	19	0	1	5
g1547	12	37	0	6	1	0
g1548	3795	2013	3199	2889	4040	3164
g1549	27	36	43	36	73	55
g1550	150	219	9	15	266	297
g1551	901	2106	1161	947	1248	1247
g1552	7547	6454	7982	3596	7519	7302
g1553	1664	1178	1734	1337	797	1036
g1554	826	493	670	749	830	904
g1555	3	25	5	24	0	3
g1556	357	526	622	415	485	562
g1557	41	25	17	30	20	13
g1558	158	137	289	84	223	131
g1559	0	3	0	0	5	2
g1560	3	10	3	8	15	36
g1561	519	366	497	199	328	110
g1562	10	3	3	24	13	17
g1563	792	508	224	469	1072	743
g1564	404	751	1465	275	478	582
g1565	0	0	19	9	32	6
g1566	159	286	242	225	220	175
g1567	6926	9267	5350	5715	8056	2443
g1568	112	111	138	73	102	109
g1569	927	795	1133	332	489	474
g1570	133	1368	93	16	106	29
g1571	6	5	18	23	5	1
g1572	0	0	0	0	10	7
g1573	735	1011	1000	741	891	537
g1574	39	88	45	32	48	68
g1575	1068	898	1260	465	2029	759
g1576	38	22	28	31	49	36
g1577	43	10	81	15	36	11
g1578	1302	721	771	451	859	543
g1579	231	98	177	85	113	148
g1580	2556	2509	2570	1301	4180	2591
g1581	355	155	372	258	279	133
g1582	27	21	50	11	36	24
g1583	425	276	184	203	332	399
g1584	2	11	0	7	6	1
g1585	11	9	7	8	2	17
g1586	664	909	822	731	701	551
g1587	68	88	45	35	60	89
g1588	4	1	6	6	5	5
g1589	1194	1106	1239	870	961	1059
g1590	0	0	9	0	0	0
g1591	1672	1162	1296	795	1519	1735
g1592	6	3	3	0	0	0
g1593	1050	1118	1791	538	768	1002
g1594	13	3	2	6	0	9
g1595	0	0	10	0	0	0
g1596	5	0	0	4	4	0
g1597	5	3	5	2	0	3
g1598	1448	1543	1847	1187	1498	1335
g1599	90	119	55	39	37	77
g1600	103	164	90	106	184	114
g1601	75	28	10	12	22	24
g1602	63	119	44	62	178	95
g1603	107	192	201	45	126	103
g1604	174	42	102	137	124	244
g1605	156	70	255	184	129	161
g1606	17929	23959	16301	7888	20931	15081
g1607	1	5	6	1	5	4
g1608	13	14	8	13	12	4
g1609	0	1	1	1	19	4
g1610	401	3282	655	1899	2601	1365
g1611	2	26	171	14	123	51
g1612	57	109	121	7	26	16
g1613	4	7	2	0	6	6
g1614	6	12	5	6	2	2
g1615	23	16	10	15	7	11
g1616	30	23	23	16	22	28
g1617	295	40	34	83	74	29
g1618	3722	4012	3684	2603	3113	2538
g1619	175	394	291	189	371	201
g1620	572	16	349	82	682	201
g1621	3	5	18	6	0	34
g1622	1672	696	555	602	1670	1047
g1623	1177	605	738	705	1164	860
g1624	830	463	541	116	567	453
g1625	18	24	34	60	25	18
g1626	10924	11481	11979	5985	5911	6899
g1627	2252	4827	5907	3229	4048	2360
g1628	2	6	0	3	2	2
g1629	16	10	13	0	2	3
g1630	1535	4021	2654	1407	2525	1299
g1631	1847	1817	2287	1349	2059	1615
g1632	1179	1133	1139	724	1202	901
g1633	271	298	350	219	268	201
g1634	775	925	1164	4659	2288	1764
g1635	2	2	0	4	2	9
g1636	3	4	3	0	0	1
g1637	3908	3466	4837	2543	3852	2624
g1638	198	46	175	66	55	71
g1639	88	13	8	0	0	1
g1640	1070	1138	1950	1339	1255	1652
g1641	779	242	278	513	567	486
