	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g459	92	79	142	114	139	158	449	289	203	399	635	272
g460	2577	1603	1970	2376	3147	1974	3879	5041	4040	5600	10771	3057
g461	1318	1232	1041	1712	2514	1393	5848	2007	2379	1710	1516	3214
g462	19	25	29	7	34	35	55	54	59	57	33	21
g463	1456	1028	1225	1780	1805	2825	3405	2367	4529	3110	2825	2896
g464	62	35	38	51	12	104	36	63	183	66	133	59
g465	233	108	177	509	336	329	539	673	556	951	1160	404
g466	36	20	6	7	31	17	21	60	47	112	55	10
g467	69	45	88	27	105	51	201	191	169	401	468	265
g468	189	320	498	313	382	234	974	1026	482	642	383	163
g469	3680	4232	3976	3186	5044	5374	9556	6445	5775	8812	6698	5941
g470	1254	1099	1009	838	358	410	2625	3863	2162	1506	1267	673
g471	28	147	111	268	168	152	990	513	209	161	1214	186
g472	96	124	333	90	191	154	388	705	490	556	187	671
g473	347	478	571	282	549	338	575	771	696	957	563	435
g474	50	86	33	32	67	88	196	377	148	373	315	352
g475	523	517	182	564	294	765	422	640	270	331	1007	442
g476	463	403	400	352	579	378	973	891	848	1257	1078	721
g477	873	1149	1563	858	984	1089	2339	2508	2917	2059	4466	2248
g478	8	46	5	38	16	73	3	17	50	83	130	23
g479	2196	1042	3123	1858	2310	2595	3760	4551	2667	6448	5294	1609
g480	208	197	173	187	389	264	315	361	461	371	470	305
g481	31	60	53	61	58	56	146	84	108	160	118	100
g482	320	311	468	291	414	328	903	1088	847	965	1185	535
g483	955	886	1525	333	667	2768	870	733	641	2203	1057	208
g484	10	37	102	5	27	31	46	20	81	10	206	19
g485	14	16	4	27	7	16	76	53	15	46	59	15
g486	4219	3060	4214	4177	3860	4478	14298	10921	13157	17651	11121	10694
g487	0	5	2	0	2	2	0	11	3	0	12	1
g488	47	50	139	65	54	111	343	149	248	335	98	215
g489	221	306	309	328	694	541	2391	1026	872	920	2124	942
g490	9	269	757	82	23	655	66	47	519	211	382	2
g491	3	1	2	0	6	4	10	8	8	6	5	4
g492	37	44	119	90	50	59	243	81	226	306	212	152
g493	19	12	7	12	6	1	9	8	16	20	15	18
g494	38	98	49	45	56	126	168	103	130	203	105	42
g495	623	1216	1273	1064	1066	1483	1753	1872	2001	1742	2421	2553
g496	281	441	707	294	218	426	777	513	442	1124	478	197
g497	7	16	15	0	1	0	2	5	11	37	0	0
g498	729	720	1111	681	1451	1639	5151	2845	5188	8273	5799	2065
g499	71	84	41	124	108	45	556	205	166	222	387	238
g500	15	16	45	42	1	62	113	63	5	34	36	3
g501	745	2378	873	329	78	1889	79	370	135	214	232	424
g502	475	801	736	797	1589	1107	201	288	144	304	404	112
g503	1690	2090	2824	1824	3544	3435	392	897	511	565	299	339
g504	16271	9452	9216	12146	7517	6229	7192	4636	5063	6213	11320	5468
g505	1289	1381	1421	1141	1328	688	688	537	276	361	725	455
g506	457	260	580	531	346	268	241	214	565	343	271	101
g507	53	94	61	32	8	59	8	5	28	4	13	6
g508	45	48	83	74	102	50	23	69	40	53	34	54
g509	985	839	822	1257	4056	783	371	242	757	558	814	385
g510	417	886	922	591	1080	1369	238	493	454	388	715	355
g511	6	3	3	3	3	16	1	0	1	1	4	1
g512	2177	3391	4295	2188	2173	3780	543	1123	1016	1316	1729	520
g513	2774	2345	3625	3734	3211	4354	2007	1883	1664	1905	2136	1073
g514	102	168	343	742	179	795	93	334	285	575	813	81
g515	30	12	19	43	34	50	6	12	6	10	32	15
g516	2386	2696	2677	3389	6293	2178	2712	475	700	939	651	192
g517	85	11	0	66	161	73	0	26	3	21	10	3
g518	0	3	1	3	0	14	9	0	0	8	2	1
g519	648	584	785	707	1019	597	300	601	291	455	489	229
g520	25	16	9	28	25	15	11	13	3	4	3	10
g521	2663	1960	1435	4319	4886	3011	928	1302	1015	1028	568	803
g522	0	12	3	1	1	0	0	0	2	0	0	0
g523	46	22	13	60	62	107	2	34	6	16	17	4
g524	64	50	54	126	95	75	15	23	19	20	13	16
g525	520	160	413	653	446	762	242	139	276	376	159	239
g526	0	9	1	36	0	26	1	1	3	4	0	3
g527	15	16	12	26	7	11	7	8	5	2	2	4
g528	725	690	544	851	633	594	285	169	189	253	215	131
g529	9	22	11	19	13	31	5	0	2	24	42	34
g530	32	1126	361	380	114	571	69	63	39	203	193	136
g531	519	886	651	1278	635	654	121	136	173	206	132	120
g532	9341	6864	7616	8469	5241	9987	4483	4780	2934	3209	5428	3076
g533	141	120	227	196	162	176	54	43	40	43	65	20
g534	4705	6653	4993	5031	7955	8301	3390	3655	1565	3894	5108	1809
g535	52	239	128	195	83	136	54	33	56	31	33	36
g536	22	57	56	126	44	66	14	21	47	54	35	23
g537	126	155	103	130	135	82	113	75	53	124	32	83
g538	1394	1495	1384	1464	1644	1774	491	683	994	1175	1473	466
g539	52	0	2	1	4	170	0	81	5	14	301	0
g540	4	6	1	1	6	0	2	2	2	2	2	3
g541	186	431	656	613	390	444	178	157	252	214	282	126
g542	1659	1135	1606	1807	1562	1872	1008	440	684	822	974	382
g543	23	61	65	22	2	27	16	1	2	5	20	16
g544	5	7	3	2	6	7	1	3	1	4	2	3
g545	2179	1306	2591	3617	2287	3314	1321	589	698	597	1414	645
g546	2	14	0	9	65	5	10	3	1	5	13	8
g547	110	77	64	161	104	126	50	23	49	71	64	28
g548	193	37	78	181	29	194	45	2	6	49	47	13
g549	7	6	13	44	23	40	3	18	11	3	4	1
g550	116	145	157	125	115	340	88	65	47	52	113	70
g551	1	13	1	10	3	2	4	1	3	2	3	1
g552	516	1050	525	552	745	947	320	378	315	563	429	204
g553	512	560	576	571	377	584	352	265	268	349	454	171
g554	755	797	929	781	770	971	212	316	197	254	380	137
g555	5	13	18	31	2	21	15	4	4	10	11	0
g556	4	0	8	5	3	1	0	3	0	0	2	2
g557	1967	1293	1494	2340	1745	2281	589	828	616	689	719	481
g558	133	98	102	16	150	104	47	60	52	62	50	32
g559	281	308	518	981	486	697	106	190	60	166	164	99
g560	22	40	31	39	38	40	30	8	24	8	14	18
g561	101	144	238	160	241	191	65	70	122	52	99	40
g562	1374	1383	1173	795	681	910	226	264	262	307	360	194
g563	674	425	934	877	605	966	446	596	287	398	460	346
g564	16	100	112	34	13	16	5	62	10	15	14	4
g565	300	174	286	321	264	466	84	26	73	76	75	48
g566	19	66	25	61	66	79	33	41	38	42	48	38
g567	521	298	427	603	499	684	214	136	164	65	134	64
g568	1347	2900	2175	4124	3629	1709	564	1250	1442	805	1516	207
g569	263	279	164	231	354	326	90	86	129	95	117	36
g570	15	125	110	8	8	30	114	2	83	44	189	69
g571	72	31	36	133	90	73	45	59	53	33	20	40
g572	155	767	88	56	47	356	116	103	104	38	30	12
g573	3	2	3	2	3	5	1	2	0	0	0	0
g574	27	4	173	49	280	91	47	23	13	0	49	20
g575	309	441	429	665	341	693	353	254	339	466	467	209
g576	7	14	17	9	16	3	2	16	0	10	4	1
g577	5	0	0	2	0	10	5	1	7	1	0	3
g578	128	88	79	63	63	64	13	12	36	15	16	7
g579	336	305	354	378	316	205	177	151	109	132	206	108
g580	2519	2338	2705	1651	1961	3547	767	1439	2064	1372	2261	634
g581	3656	5985	3759	5361	2619	7123	2448	2810	2042	2660	3611	1380
g582	3713	2529	4274	3584	2700	3735	1104	2259	1061	1781	4433	945
g583	317	284	1590	257	732	1296	51	106	486	126	24	95
g584	153	290	230	288	394	417	81	135	98	73	241	55
g585	616	859	633	498	847	939	200	276	126	270	320	121
g586	0	5	1	9	2	3	2	1	2	3	3	3
g587	1140	810	1995	2333	1766	2118	474	310	196	338	554	166
g588	78	34	88	215	110	14	4	67	1	208	109	45
g589	1437	1569	1692	1552	1926	2536	956	919	764	1118	954	691
g590	28	24	194	214	73	51	18	24	93	34	92	18
g591	1435	1944	1156	776	1745	1254	511	516	749	963	745	408
g592	13	4	0	2	4	9	2	0	0	6	0	1
g593	29	41	15	45	12	42	19	3	28	4	11	3
g594	4	10	3	3	3	1	1	1	3	4	4	3
g595	0	11	1	6	0	2	0	2	0	0	1	1
g596	8	4	26	21	7	38	11	9	10	21	4	2
g597	3	22	19	8	0	2	0	0	1	0	3	0
g598	27	27	48	48	14	35	14	17	19	15	19	7
g599	517	349	1046	126	359	158	195	377	209	88	76	14
g600	31	8	4	2	29	11	24	13	15	23	4	1
g601	323	151	354	268	224	1113	234	52	153	670	75	137
g602	52	52	66	231	132	154	59	15	29	51	39	39
g603	9	14	12	5	12	12	6	16	15	31	9	2
g604	1095	1505	599	894	602	1152	311	561	274	345	809	333
g605	1799	848	4660	2659	2601	7994	414	240	453	841	592	325
g606	22	21	26	69	11	31	13	8	20	7	19	6
g607	520	459	315	404	542	218	78	127	83	90	250	4
g608	20	3	18	26	1	35	3	8	7	9	13	8
g609	308	169	366	344	392	277	112	162	114	60	242	33
g610	87	105	96	174	123	167	63	67	41	43	83	41
g611	36	8	34	32	11	32	3	2	15	9	5	9
g612	15	11	39	93	8	14	14	13	11	34	20	11
g613	1282	553	1533	1615	2148	2041	1063	1016	836	1131	859	706
g614	2848	859	2016	3796	704	3531	369	407	225	806	398	431
g615	80	30	98	66	35	98	31	24	48	32	20	6
g616	615	637	614	720	666	666	350	333	386	364	476	319
g617	35	38	79	72	76	71	14	28	18	35	29	22
g618	2072	3560	2112	4360	1377	704	629	487	330	453	335	589
g619	6	6	1	17	0	5	2	6	0	4	1	0
g620	158	188	109	78	252	260	54	76	39	119	140	42
g621	0	1	0	25	0	10	0	1	0	0	30	3
g622	384	817	568	568	534	558	323	262	229	357	311	209
g623	2	10	3	2	10	6	0	1	1	2	2	1
g624	289	184	238	299	647	450	399	333	241	198	272	217
g625	1634	869	111	125	585	357	22	5	24	184	283	73
g626	2	24	1	1	4	4	1	12	2	7	1	4
g627	771	1022	962	832	788	1402	290	293	312	360	286	147
g628	2873	2424	4584	3363	3024	1914	1567	2432	1352	1574	2130	913
g629	780	1055	1700	903	511	1080	494	403	405	455	472	264
g630	12	10	18	13	0	25	5	13	4	14	1	23
g631	513	871	865	469	411	2128	262	142	708	376	1292	568
g632	1627	1678	1837	2152	2861	2192	797	979	569	833	860	509
g633	912	794	1059	1375	749	1218	612	670	289	615	532	297
g634	78	46	118	56	61	54	29	43	8	100	56	7
g635	7	39	8	17	10	38	14	9	9	11	19	6
g636	3	2	4	7	0	0	1	2	2	2	0	0
g637	58	32	6	101	36	63	8	13	1	16	22	7
g638	531	527	522	227	585	769	422	328	140	424	213	49
g639	9	32	11	29	15	39	8	6	8	14	13	5
g640	422	533	657	480	843	514	167	465	136	278	313	101
g641	1116	1460	2778	2401	2628	1534	428	299	434	692	459	359
g642	258	192	190	294	181	257	52	51	48	46	46	48
g643	1246	1469	1901	2640	2289	2445	1630	641	1046	1820	1277	604
g644	52	86	42	20	39	134	85	18	16	20	8	12
g645	6	3	104	25	31	0	6	31	10	38	0	4
g646	2253	2750	2591	3354	3193	3561	880	1157	758	894	894	450
g647	1	4	4	3	5	12	2	0	0	4	2	0
g648	852	427	852	784	1172	506	257	132	200	157	274	93
g649	0	1	6	11	0	2	0	2	0	0	0	0
g650	598	700	1147	756	1065	1324	169	346	176	235	216	131
g651	0	0	0	0	10	0	0	0	1	0	0	0
g652	0	4	11	10	15	1	3	7	0	1	0	0
g653	8	4	5	10	12	6	1	5	1	1	2	1
g654	1193	3013	1701	1673	7071	2420	355	130	620	626	403	18
g655	302	179	102	505	376	361	69	127	135	124	145	60
g656	521	651	406	850	756	1058	508	655	267	401	573	307
g657	214	388	275	456	544	661	262	279	191	273	134	183
g658	495	298	604	953	456	974	159	159	234	198	537	120
g659	53	55	26	61	35	141	23	16	30	17	22	20
g660	17	8	1	0	0	9	0	1	0	4	0	0
g661	132	152	93	150	187	162	23	29	17	19	32	28
g662	21	4	9	7	4	6	10	3	0	8	19	3
g663	1648	635	1154	1143	1686	1508	411	311	473	606	635	374
g664	8	12	11	8	7	12	5	5	3	2	2	1
g665	23	76	97	113	171	217	14	37	36	19	30	13
g666	135	146	35	246	129	221	82	86	303	122	120	106
g667	114	119	123	131	109	172	70	85	72	95	102	26
g668	927	731	1989	1284	761	1906	271	301	533	741	74	183
g669	644	1594	1118	978	909	1216	439	1040	637	232	1107	170
g670	398	583	770	296	349	683	138	171	279	152	228	77
g671	865	911	1006	933	2053	1468	372	547	532	350	753	179
g672	508	710	1480	854	335	3349	434	416	632	477	2409	517
g673	129	340	177	418	243	429	148	172	140	161	224	65
g674	10	11	3	64	11	5	0	3	3	6	6	0
g675	118	80	205	85	86	256	42	67	52	97	101	45
g676	1433	2968	1634	2205	1786	2817	1133	1366	1182	1065	997	577
g677	647	419	996	1008	1121	639	148	312	389	289	368	120
g678	762	591	915	767	856	917	356	217	228	395	511	273
g679	16	18	11	13	17	13	4	4	2	6	6	1
g680	1	0	3	0	7	4	0	0	0	1	2	0
g681	57	58	58	21	57	95	39	28	19	46	54	18
g682	374	214	390	223	154	679	119	97	158	236	248	161
g683	2648	6065	5020	2965	7180	7144	1302	2698	1143	2741	3658	1549
g684	37	54	43	18	27	32	6	9	9	4	18	7
g685	4	1	5	1	10	18	0	0	0	0	0	0
g686	9	12	1321	871	1992	201	392	258	0	9	0	667
g687	8	1	11	5	7	6	8	3	3	5	1	1
g688	5	1	6	4	14	28	1	3	6	1	7	0
g689	4094	4831	2416	5180	4377	6753	1863	1714	1847	2196	3556	1474
g690	6648	5022	4031	6549	3829	6946	1135	732	972	1238	1105	603
g691	204	99	208	303	199	281	84	85	73	82	141	43
g692	822	1083	635	699	393	752	257	247	322	284	427	166
g693	1308	1026	2016	1947	2180	2295	588	277	676	560	711	337
g694	19	64	32	29	98	90	24	22	22	40	25	16
g695	1036	286	1045	1035	484	777	323	244	166	448	274	276
g696	8	4	4	2	9	3	2	1	3	2	7	2
g697	36	118	71	97	136	137	47	99	72	115	57	33
g698	338	87	87	751	0	727	508	3	26	814	58	81
g699	790	1861	681	1186	704	757	360	660	347	567	319	239
g700	31	62	73	43	75	101	40	28	26	24	10	7
g701	624	604	632	620	574	736	430	411	405	432	377	203
g702	2286	1266	1804	2495	3382	3883	936	1176	1513	2579	714	771
g703	3	3	12	1	1	5	2	1	2	2	2	0
g704	0	7	0	0	7	0	6	28	0	13	132	0
g705	555	210	86	196	13	240	114	82	45	20	84	42
g706	253	254	244	198	294	433	80	156	71	136	126	62
g707	170	211	335	299	370	221	23	56	92	50	61	29
g708	93	90	3	0	7	66	1	14	0	0	0	0
g709	690	1707	831	317	844	184	645	348	520	362	551	342
g710	9	1	7	11	9	5	3	3	3	4	3	2
g711	41	106	95	96	106	123	60	20	35	40	76	13
g712	694	361	97	275	542	605	563	125	189	326	319	245
g713	69	115	98	147	199	165	37	62	80	53	30	38
g714	150	228	555	266	315	256	96	156	102	176	149	124
g715	694	387	514	675	1166	480	305	534	361	797	359	86
g716	30	12	16	14	38	28	12	1	11	3	3	12
g717	3421	4904	3826	4606	5159	5303	1724	2149	1274	2071	1889	1065
g718	79	44	153	129	30	158	159	6	162	136	36	18
g719	1172	174	359	706	178	802	17	252	78	204	203	20
g720	26	46	19	40	41	39	3	12	12	6	8	3
g721	78	136	158	103	71	79	32	27	17	26	52	13
g722	678	2436	2697	929	2988	1687	579	953	476	241	608	485
g723	1873	1046	3088	1388	3385	3367	782	908	729	1258	442	645
g724	938	734	563	862	1438	892	554	578	751	830	616	204
g725	39	11	23	19	43	20	2	17	6	19	21	12
g726	47	29	35	54	56	68	8	13	10	18	16	13
g727	639	1599	1034	1030	1049	1607	567	477	370	398	517	130
g728	7	0	0	0	54	0	0	13	1	11	0	4
g729	1786	1428	1039	1171	927	2743	413	420	356	430	290	332
g730	49	43	24	65	47	35	15	30	19	35	19	13
g731	1892	3517	4000	5788	6892	5982	1351	606	1059	587	1629	1266
g732	21	93	32	92	83	77	24	21	20	39	34	2
g733	5	12	11	7	2	16	3	2	13	3	6	6
g734	139	66	77	166	134	105	127	77	36	100	45	30
g735	1	4	0	3	4	0	2	1	1	0	4	0
g736	7	141	32	59	150	108	23	10	22	3	34	3
g737	54	80	107	103	83	124	24	29	35	34	61	27
g738	0	12	7	0	11	5	9	4	4	30	21	0
g739	20	29	34	10	25	51	8	19	15	10	30	16
g740	10	14	19	30	19	18	4	7	5	6	9	3
g741	50	12	172	68	107	40	40	48	15	38	12	28
g742	48	23	26	99	54	81	21	36	10	41	24	19
g743	1359	2390	985	1258	2252	1504	705	1320	646	906	1279	272
g744	3	7	6	8	4	9	4	0	2	3	4	2
g745	9	8	7	7	4	13	10	3	2	6	8	3
g746	35	79	60	73	51	50	31	28	19	25	25	19
g747	917	2322	1725	1594	2038	2641	878	896	985	1744	1274	586
g748	3014	3227	2910	3042	3174	4633	948	1006	1285	1309	1426	1096
g749	27	19	13	1	10	21	13	2	3	3	15	0
g750	6	5	6	21	11	5	1	6	0	7	0	7
g751	28	58	13	11	37	30	11	12	7	7	17	11
g752	655	438	545	454	916	1084	209	177	241	214	183	117
g753	132	339	114	131	269	349	242	91	126	45	75	35
g754	34	33	4	20	34	27	4	6	2	15	13	5
g755	1008	1538	2532	869	2087	1435	545	556	415	612	1088	389
g756	220	249	522	923	1098	2611	508	11	464	456	99	228
g757	216	130	145	255	195	32	53	28	25	50	41	3
g758	20	18	13	18	4	25	4	8	7	14	26	4
g759	452	225	310	368	243	377	323	303	21	284	163	137
g760	154	68	95	311	86	174	41	57	149	242	204	95
g761	42063	41471	48697	60054	79308	63009	22312	23040	23035	36816	28583	20177
g762	51	108	201	175	174	255	121	101	88	105	166	48
g763	640	155	222	412	256	280	99	59	19	170	123	31
g764	234	28	57	40	103	131	20	78	43	2	61	13
g765	74	76	103	118	73	179	41	67	58	65	95	28
g766	19	7	7	16	16	20	5	4	1	7	13	2
g767	6	2	3	1	1	6	1	3	5	0	1	0
g768	51	597	552	96	606	202	213	73	286	147	108	72
g769	956	860	926	1213	1408	1248	206	395	274	405	432	214
g770	0	10	1	1	0	0	0	0	1	0	1	0
g771	1497	1656	2833	2137	1680	2900	1162	1437	1435	1571	1440	906
g772	0	3	76	19	21	59	34	6	67	3	32	27
g773	386	23	162	184	136	517	207	35	179	184	58	38
g774	195	173	265	453	218	193	163	32	76	72	47	26
g775	151	141	117	44	88	199	18	26	20	23	59	28
g776	2967	1112	1230	2910	3030	1335	1246	2812	1926	2124	1578	742
g777	4686	6816	8976	7209	6201	8256	714	829	580	1379	1096	1068
g778	2582	2688	2882	1921	2060	2351	1004	1205	945	957	1261	705
g779	797	537	1296	1503	450	984	275	616	244	682	360	284
g780	5	10	4	38	5	6	0	9	3	4	4	0
g781	47	28	28	56	40	46	15	18	32	11	20	16
g782	2960	3817	4236	5468	4254	3709	2398	2096	2011	2507	2646	1625
g783	1988	2131	1530	3047	3684	1875	2444	2235	965	2383	1462	813
g784	779	844	892	1769	1077	1253	469	640	487	476	604	339
g785	2182	5198	4971	4808	4546	4293	598	1547	1400	2484	2084	1060
g786	1014	471	897	933	1604	746	385	614	308	1041	427	158
g787	5	0	2	3	0	2	2	0	6	9	1	0
g788	504	1043	329	308	735	650	742	526	88	324	151	75
g789	26	29	18	39	37	16	2	5	9	8	13	2
g790	0	0	0	0	0	2	0	0	0	0	0	5
g791	4	3	1	3	4	0	5	1	1	3	3	1
g792	1527	1548	1097	1042	1066	3764	1244	1235	1256	1497	1020	250
g793	11883	3873	10078	3441	4672	13514	725	2125	2819	7481	3094	1928
g794	0	3	5	0	0	1	0	0	0	0	4	0
g795	585	346	744	758	829	615	188	87	146	197	158	68
g796	7066	6782	6912	14618	10635	9888	6832	6141	5595	2683	5779	4509
g797	9	4	4	6	2	6	0	0	2	2	2	2
g798	247	585	710	338	470	474	209	306	280	293	130	133
g799	588	1364	1360	546	592	2390	811	1218	256	982	510	539
g800	3	11	2	0	6	2	1	0	2	0	2	0
g801	48	31	27	60	93	69	21	6	10	7	7	6
g802	21	0	3	2	2	20	17	7	19	2	1	18
g803	0	7	6	2	0	6	0	1	1	0	3	0
g804	0	1	5	3	13	23	9	16	4	5	3	7
g805	1437	1047	1460	2858	1692	2977	677	759	594	489	309	372
g806	2	2	6	3	9	20	1	0	4	0	0	4
g807	3	12	5	8	4	16	0	1	0	1	1	0
g808	1580	1484	1776	1972	1516	2501	208	251	196	210	257	195
g809	474	690	453	648	390	720	255	292	231	320	228	167
g810	9	10	8	10	1	11	5	0	3	2	2	1
g811	63	176	98	373	171	252	82	46	27	75	81	26
g812	32	140	142	101	236	351	53	41	80	13	109	35
g813	362	253	257	323	415	442	133	125	76	129	115	84
g814	6318	5285	6865	5572	4002	4889	3784	3837	2517	5207	3633	1185
g815	97	41	221	118	117	114	39	46	41	61	27	23
g816	204	377	178	358	325	385	118	167	181	286	148	68
g817	1257	573	1092	709	1127	1725	768	448	409	857	816	235
g818	14	4	19	17	5	2	3	6	6	8	16	0
g819	308	669	422	219	1186	1094	333	125	158	190	323	428
g820	4	10	7	6	18	24	3	11	1	4	0	6
g821	30	18	12	25	8	22	9	16	6	15	5	9
g822	24	25	36	25	9	7	4	11	0	1	14	4
g823	490	457	473	629	722	315	99	69	104	103	202	36
g824	1798	1665	1526	1850	1236	2014	608	614	548	827	700	301
g825	27	41	33	72	34	55	10	18	17	47	17	7
g826	3	4	4	9	10	6	1	0	2	3	2	1
g827	164	243	440	462	396	651	100	110	101	85	163	37
g828	0	0	2	1	0	0	1	2	0	0	2	0
g829	4	1	4	0	1	3	0	1	0	5	1	0
g830	7	17	29	5	0	6	2	0	4	6	0	0
g831	86	24	77	61	57	251	86	98	25	26	67	20
g832	1232	3294	1920	3689	2034	2885	37	370	321	384	468	130
g833	18	59	28	138	60	39	15	9	5	25	35	18
g834	59	243	90	69	88	46	12	43	22	29	15	23
g835	58	102	7	62	63	46	56	21	2	24	62	1
g836	11	22	24	11	14	33	2	7	1	5	5	2
g837	3	18	86	7	16	0	5	7	10	9	33	7
g838	615	2546	2720	434	2402	1547	254	2118	713	1000	565	571
g839	151	721	196	942	638	402	247	172	95	391	280	220
g840	3	3	2	1	3	8	3	1	3	4	3	2
g841	217	251	287	498	384	388	186	322	256	391	257	136
g842	20	11	67	5	34	6	2	2	4	3	7	4
g843	212	105	164	186	140	349	95	148	96	91	99	85
g844	350	586	713	573	663	785	172	204	135	277	370	113
g845	24	32	121	22	95	132	26	15	22	28	101	56
g846	545	467	193	309	567	234	160	114	107	93	58	50
g847	35	19	21	12	4	22	22	2	7	2	19	1
g848	0	0	0	30	10	2	4	1	1	0	7	0
g849	144	180	181	201	178	245	70	54	60	47	60	43
g850	30	30	51	51	83	26	29	35	19	14	54	19
g851	2	3	18	28	2	2	0	2	3	6	12	1
g852	461	518	628	626	691	696	517	503	357	686	383	268
g853	31	41	74	103	55	44	51	22	23	18	66	3
g854	16	18	21	36	33	41	12	19	5	8	13	4
g855	93	228	90	53	112	167	165	39	53	25	35	93
g856	2	4	2	11	5	6	2	0	2	1	3	3
g857	20	95	31	2	34	13	24	14	21	24	14	8
g858	358	428	659	439	655	980	586	589	286	275	554	398
g859	1764	1944	1993	2743	1712	2094	682	948	984	862	1617	683
g860	4	29	75	44	1	20	2	55	0	162	0	0
g861	3284	5225	4754	5376	4089	5824	1725	2375	2652	2172	2674	1417
g862	29	44	32	47	59	45	26	23	25	32	18	19
g863	1	3	32	23	29	15	2	1	7	9	5	0
g864	476	346	1524	821	402	359	248	344	339	112	430	91
g865	66	19	40	67	46	47	22	26	19	43	21	7
g866	333	225	73	52	61	27	10	133	21	24	42	0
g867	4	5	8	18	25	1	29	12	6	3	23	0
g868	26	21	53	103	19	40	9	9	6	7	4	3
g869	252	414	397	439	349	519	327	162	145	156	235	89
g870	523	220	251	435	404	437	237	320	235	255	178	89
g871	11693	12308	10055	20208	14920	15508	3723	5733	2853	5323	4298	2669
g872	68	22	50	46	29	91	44	15	16	56	30	58
g873	2289	2295	1517	1406	2011	1377	991	835	1074	1406	986	687
g874	133	183	143	146	121	175	83	105	88	103	103	69
g875	129	843	208	263	474	707	324	352	116	221	96	117
g876	2	51	42	16	71	21	4	35	32	20	26	0
g877	6	17	6	11	5	14	14	6	14	18	4	3
g878	23	13	20	14	42	102	48	20	14	27	35	13
g879	3038	2400	2778	1704	4719	4886	2073	1727	617	2459	1001	373
g880	4	8	8	13	14	5	11	6	3	6	9	4
g881	41	134	54	20	93	88	167	70	59	10	20	25
g882	771	840	1229	859	1509	1376	400	583	343	732	581	276
g883	0	3	3	13	0	0	0	0	0	0	0	0
g884	212	531	244	88	76	299	289	151	115	210	84	49
g885	6	2	4	2	5	8	1	0	2	0	0	0
g886	2735	6202	6237	2104	6858	6540	694	586	1601	1428	303	781
g887	754	1248	1139	944	828	1208	542	858	538	555	792	562
g888	35	35	32	52	50	70	10	8	21	37	20	16
g889	1062	966	2022	1884	2770	1920	309	481	545	509	468	265
g890	2995	2140	2736	2066	1435	3717	1126	1084	1648	1074	2314	957
g891	235	252	537	452	249	284	107	116	110	114	141	92
g892	68	96	54	111	117	160	54	40	42	53	59	28
g893	4	5	4	1	2	6	3	4	2	5	1	0
g894	3	2	6	4	6	4	6	3	1	2	1	2
g895	1710	1418	2005	3195	2027	1807	1888	2083	1366	1616	1276	1650
g896	2	3	3	2	0	1	4	0	0	4	1	2
g897	21	44	24	29	40	38	15	23	5	12	30	10
g898	199	71	158	116	77	166	64	54	30	104	128	35
g899	1776	1406	2584	2297	1709	3033	872	943	794	941	1006	619
g900	9	9	3	2	17	3	2	2	4	8	2	1
g901	3	6	3	1	0	5	1	0	2	2	6	1
g902	627	666	337	400	1103	561	149	413	210	591	303	128
g903	58	59	53	55	51	76	42	41	29	42	65	32
g904	78	10	67	44	8	142	7	2	8	3	13	8
g905	4199	3907	5207	13846	6817	10461	2237	2583	2679	2686	3210	1352
g906	771	1140	1127	2256	1375	1683	849	599	390	528	832	290
g907	1838	2177	3633	3496	2873	3299	1588	1386	937	2065	1475	768
g908	70	9	68	43	12	24	1	2	1	13	1	3
g909	786	1048	1367	1394	1136	1230	499	366	445	429	441	291
g910	1771	368	3342	7960	1213	7583	1296	2643	3337	1210	516	768
g911	419	902	1200	305	286	73	168	411	378	96	193	117
g912	81	35	50	61	78	85	40	12	19	8	39	13
g913	3001	578	703	1028	1843	1699	446	165	488	417	248	148
g914	665	475	471	377	603	920	65	91	49	109	93	47
g915	0	0	0	0	0	25	0	0	5	0	0	0
g916	162	570	374	510	1317	797	77	84	25	98	221	23
g917	11	2	26	46	29	96	3	5	4	5	0	1
g918	14	8	1	4	16	13	1	0	1	1	2	0
g919	1	2	0	2	0	1	0	1	2	0	10	0
g920	95	77	55	42	37	66	38	43	22	36	52	18
g921	7	3	2	4	36	6	0	1	3	2	0	0
g922	691	932	687	846	661	906	254	333	244	318	393	107
g923	1846	1574	1708	1615	1179	2635	997	698	848	1130	521	489
g924	1537	1124	1390	1859	1488	1196	826	765	549	781	937	262
g925	176	131	294	182	145	444	138	114	111	123	151	58
g926	27	38	21	44	25	123	11	2	4	5	14	11
g927	0	1	4	0	14	0	0	2	0	0	0	0
g928	14	4	16	16	2	29	0	19	5	3	8	5
g929	0	6	0	3	1	0	0	0	1	6	1	2
g930	397	365	2478	1816	1862	3215	977	615	1188	852	1217	771
g931	429	251	491	685	543	609	194	603	281	336	307	112
g932	48	55	51	71	67	83	20	16	22	20	16	9
