	sample1	sample2	sample3	sample4	sample5	sample6
g850	118	233	307	88	175	47
g851	214	908	239	117	296	207
g852	87	95	68	20	27	20
g853	208	395	225	75	134	70
g854	425	3987	373	447	628	597
g855	926	2756	674	65	404	205
g856	151	143	188	36	44	35
g857	68	247	52	9	47	26
g858	23	45	12	18	6	1
g859	3	14	6	2	6	1
g860	48	166	89	18	18	24
g861	604	702	720	178	606	290
g862	116	100	203	45	83	63
g863	1005	1993	1305	271	467	269
g864	0	3	3	2	0	0
g865	29	105	13	2	4	1
g866	11	7	3	0	1	0
g867	40	43	28	30	39	21
g868	45	59	20	24	25	5
g869	41	22	17	5	11	5
g870	5	64	39	1	6	3
g871	85	36	10	12	6	8
g872	14173	16883	6329	4455	9250	2765
g873	240	251	503	45	107	133
g874	584	1264	879	369	1163	262
g875	3	6	7	2	4	1
g876	573	756	3022	127	207	83
g877	52	148	52	70	28	15
g878	1869	3843	3506	748	1149	627
g879	1414	1622	1255	590	794	414
g880	65	615	28	254	64	15
g881	1851	4190	3191	1566	2274	794
g882	653	1060	1200	161	234	137
g883	17	39	25	15	28	8
g884	13	26	34	17	24	7
g885	89	46	8	10	32	7
g886	233	261	327	109	24	12
g887	116	76	240	49	48	26
g888	95	9	2	2	8	1
g889	53	50	32	13	31	18
g890	4	10	3	2	2	1
g891	4	9	7	1	9	1
g892	4	8	12	3	5	4
g893	15	17	8	5	8	6
g894	910	4007	1815	1247	576	856
g895	669	654	501	218	225	82
g896	46	187	35	38	58	45
g897	5	8	4	0	4	2
g898	10	25	22	3	7	5
g899	36	6	34	4	2	2
g900	1002	2077	1089	195	608	242
g901	1794	623	620	341	1115	468
g902	167	471	497	8	0	41
g903	12	8	3	3	1	1
g904	3	4	2	0	2	1
g905	1	29	38	12	0	56
g906	729	1172	792	218	234	145
g907	41	54	123	0	10	15
g908	394	595	567	6	5	24
g909	518	642	496	129	450	125
g910	8175	9511	4054	2235	1932	1434
g911	3762	3005	4833	654	1054	501
g912	17	7	7	1	6	4
g913	568	1298	380	427	560	361
g914	2669	2194	3540	271	322	256
g915	770	1180	773	179	328	276
g916	311	614	580	47	196	62
g917	49	409	192	98	76	73
g918	428	657	782	223	217	110
g919	72	243	118	25	69	31
g920	45	61	47	23	12	14
g921	679	594	947	284	462	188
g922	1080	1167	1122	481	702	401
g923	24	48	73	32	31	10
g924	11062	20104	5591	1662	4042	1209
g925	177	426	165	55	131	33
g926	135	109	192	188	8	22
g927	34	136	96	6	38	17
g928	9333	17810	9341	6821	5200	4783
g929	5	19	4	9	4	1
g930	2	10	2	1	0	0
g931	8	18	9	2	6	3
g932	325	1445	572	641	764	548
g933	550	102	10	7	190	16
g934	21	12	22	10	28	24
g935	430	338	9	160	863	5
g936	358	265	66	131	134	47
g937	16	19	2	29	12	2
g938	34	21	55	7	8	0
g939	558	1137	890	157	345	191
g940	8	7	6	2	3	1
g941	7	4	3	2	1	2
g942	123	261	291	66	59	83
g943	47	41	39	9	17	5
g944	779	1065	807	342	493	355
g945	827	3388	1078	663	933	902
g946	53	64	112	5	12	4
g947	2489	1596	1939	748	1404	994
g948	190	314	164	78	146	48
g949	1581	891	1031	752	525	1196
g950	38	71	74	24	25	12
g951	25	58	25	22	11	24
g952	4	3	3	1	1	2
g953	699	391	347	67	153	103
g954	598	2162	1486	853	680	609
g955	237	66	251	49	116	55
g956	0	155	4	0	46	1
g957	1160	883	702	141	169	73
g958	13	10	23	7	10	6
g959	5149	8568	5287	3059	3243	3564
g960	26481	23533	26976	6838	9040	4765
g961	106	148	90	26	76	31
g962	131	221	246	114	198	83
g963	24	0	9	0	0	0
g964	252	360	647	143	163	138
g965	0	11	1	42	0	0
g966	88	409	149	26	213	66
g967	143	159	164	37	75	26
g968	1364	2225	1465	76	497	278
g969	17	55	59	4	2	0
g970	236	155	91	104	150	70
g971	944	994	674	346	1009	239
g972	9	12	15	3	4	2
g973	1006	142	347	413	748	376
g974	1	3	7	0	7	3
g975	153	320	81	33	37	25
g976	3026	4625	5764	1299	831	998
g977	1	7	0	2	4	1
g978	687	479	533	289	439	246
g979	38	17	53	7	19	15
g980	1230	513	1504	323	465	264
g981	1296	1322	839	349	610	402
g982	115	19	54	4	6	19
g983	283	831	91	228	125	172
g984	43	55	65	27	35	49
g985	125	133	263	26	51	35
g986	514	659	474	110	339	165
g987	15	83	17	30	17	9
g988	32	147	83	35	23	9
g989	94	174	172	56	51	50
g990	180	263	180	111	184	61
g991	46	60	40	14	41	14
g992	46	71	43	4	0	8
g993	10	27	24	7	5	4
g994	14	19	16	10	7	2
g995	11924	12166	10212	5759	5708	5056
g996	96	50	132	61	62	37
g997	15	25	14	14	17	7
g998	318	237	347	157	207	110
g999	249	648	254	37	32	52
g1000	444	552	245	140	314	51
g1001	3677	9319	4681	3027	5933	2217
g1002	2485	2284	1994	2100	1022	1254
g1003	243	354	577	449	356	124
g1004	2695	2679	2187	1368	3837	1821
g1005	0	0	9	0	0	4
g1006	402	559	337	299	319	335
g1007	203	414	282	266	362	201
g1008	55	26	51	7	9	37
g1009	4	0	1	9	25	6
g1010	6	2	9	2	9	3
g1011	180	209	149	99	214	112
g1012	1333	1575	1011	1085	1024	593
g1013	1	1	14	2	7	0
g1014	84	151	61	54	8	18
g1015	4911	3071	4246	2883	5061	1499
g1016	8	4	7	5	6	7
g1017	327	228	95	288	268	180
g1018	1078	2181	1765	1034	1305	1220
g1019	1	2	6	5	6	3
g1020	2796	3496	3331	2109	2814	1474
g1021	299	279	430	249	436	183
g1022	15	64	8	20	10	29
g1023	671	808	1649	751	697	277
g1024	124	101	130	97	61	64
g1025	6	119	229	249	0	32
g1026	1567	2295	1674	1102	2107	1268
g1027	148	549	187	274	172	68
g1028	147	216	138	140	140	138
g1029	424	1953	547	510	412	435
g1030	129	196	203	214	160	113
g1031	3	14	22	11	138	19
g1032	328	313	221	226	356	248
g1033	74	99	78	44	86	47
g1034	1	5	0	3	13	2
g1035	250	419	312	254	272	122
g1036	24	16	30	17	20	22
g1037	138	274	118	69	268	34
g1038	64	162	158	57	188	75
g1039	102	51	136	269	149	100
g1040	57	335	60	126	123	75
g1041	382	759	843	502	926	495
g1042	0	10	8	4	3	1
g1043	0	13	0	0	14	3
g1044	724	303	852	452	567	373
g1045	414	454	346	520	963	150
g1046	963	1172	805	653	991	382
g1047	0	22	1	2	5	4
g1048	3	70	5	44	54	1
g1049	927	2063	889	675	942	970
g1050	18125	15199	16566	10415	14770	8928
g1051	12435	13316	14532	7293	13215	6473
g1052	48	37	45	75	23	21
g1053	60	98	83	44	86	32
g1054	5	9	3	3	3	1
g1055	8	18	0	0	0	0
g1056	832	799	254	214	863	659
g1057	10	13	11	4	7	3
g1058	1611	1668	705	550	1025	1006
g1059	6	3	2	2	4	4
g1060	284	497	348	257	538	335
g1061	92	66	84	205	183	76
g1062	207	928	602	832	2377	761
g1063	1001	1132	920	1199	527	784
g1064	560	1274	965	515	1404	659
g1065	11883	19160	15274	12258	11768	11567
g1066	15	80	94	54	68	31
g1067	13808	14792	10391	7699	10901	6073
g1068	72	42	28	55	43	15
g1069	173	143	136	159	117	128
g1070	321	250	195	206	326	230
g1071	2578	4012	5891	3044	6271	3105
g1072	223	227	99	101	231	153
g1073	73	81	36	99	190	33
g1074	1	1	7	1	8	1
g1075	7	13	18	8	18	11
g1076	280	517	263	353	516	172
g1077	1385	1739	1855	1003	1925	1242
g1078	815	1433	314	232	2558	1158
g1079	1514	2610	1636	2025	1776	1035
g1080	155	217	199	116	261	165
g1081	390	826	437	315	784	673
g1082	810	884	405	492	562	367
g1083	425	745	1124	274	1133	487
g1084	3	1	5	2	5	2
g1085	417	525	365	414	389	283
g1086	1280	434	795	234	608	291
g1087	1042	1691	998	1067	1583	609
g1088	1725	1562	1560	1403	1847	827
g1089	5	39	17	4	8	22
g1090	2	2	4	3	2	3
g1091	1823	1301	5065	848	4053	1647
g1092	46	20	21	29	7	7
g1093	1255	767	1405	814	698	394
g1094	94	107	65	72	28	54
g1095	6	2	8	5	0	5
g1096	12449	20548	20553	7887	14987	13108
g1097	6946	8534	7695	8183	12785	5430
g1098	797	1668	2328	1476	1842	1315
g1099	39	64	35	14	17	36
g1100	3	8	5	8	6	3
g1101	4768	4583	5670	3205	6102	2622
g1102	993	3023	1201	1118	1667	2048
g1103	1155	1226	1659	1519	1852	746
g1104	1	8	10	2	5	6
g1105	10	22	23	17	28	12
g1106	227	308	106	307	184	94
g1107	2257	2221	1312	1463	2583	1604
g1108	15707	15392	8661	11471	10980	11175
g1109	1832	1826	1953	1177	1574	1986
g1110	33	85	165	57	82	16
g1111	105	163	114	102	84	69
g1112	759	1306	1315	1316	1710	837
g1113	648	779	968	507	768	491
g1114	84	184	89	44	136	70
g1115	455	452	433	379	561	271
g1116	18	15	18	7	9	37
g1117	425	640	748	150	316	140
g1118	6361	13172	9415	5901	17332	6894
g1119	769	1107	1248	766	944	595
g1120	369	403	490	292	301	345
g1121	240	276	144	176	268	137
g1122	92	173	40	63	86	31
g1123	106	101	85	62	142	51
g1124	4	259	197	91	6	3
g1125	633	948	559	602	744	488
g1126	171	201	129	100	174	22
g1127	0	4	14	3	62	13
g1128	255	319	600	116	375	178
g1129	330	493	265	447	294	150
g1130	86	182	135	52	127	117
g1131	4031	4450	4281	943	11521	1405
g1132	248	634	371	311	331	223
g1133	311	744	932	325	1073	391
g1134	0	0	0	5	2	3
g1135	11	19	22	6	18	20
g1136	126	121	180	78	187	58
g1137	1426	3994	8254	2463	8788	1065
g1138	201	580	388	183	413	199
g1139	1041	391	187	293	759	340
g1140	13570	13103	9170	8706	14333	5171
g1141	826	972	572	719	912	542
g1142	283	211	130	148	190	267
g1143	32207	25663	15422	23182	29830	11372
g1144	2298	2323	3089	3045	5116	1918
g1145	458	412	340	272	536	292
g1146	197	510	640	765	21	51
g1147	1603	4375	3807	997	2644	1521
g1148	33	10	8	10	9	17
g1149	13	13	19	3	10	4
g1150	7	11	1	5	7	2
g1151	19860	20759	7435	9283	14481	10075
g1152	1686	1787	1341	1218	1370	993
g1153	7	1	7	1	5	3
g1154	169	120	127	71	195	126
g1155	16	57	14	14	65	57
g1156	2839	160	598	218	1791	608
g1157	2	5	5	6	9	3
g1158	121	2	5	3	0	2
g1159	44	64	96	52	48	35
g1160	171	86	111	184	92	50
g1161	3689	6514	2101	2772	3945	2242
g1162	29	51	69	60	77	53
g1163	6	155	900	0	87	77
g1164	741	299	630	186	549	622
g1165	108	105	145	45	110	45
g1166	1400	3357	2343	2211	2951	1370
g1167	1894	4173	2126	2206	1792	1011
g1168	132	164	169	157	95	64
g1169	773	831	602	271	1070	333
g1170	2	167	41	55	5	0
g1171	119	467	505	95	239	109
g1172	4	13	0	10	52	10
g1173	2285	1915	2578	1294	2175	956
g1174	82	313	239	325	417	774
g1175	7	9	3	3	6	8
g1176	8	94	102	68	113	19
g1177	1	1	7	4	5	6
g1178	7	7	0	7	14	1
g1179	5	83	33	39	73	21
g1180	5977	5280	5511	3516	3581	3546
g1181	1263	2090	2091	1944	2713	1344
g1182	0	4	5	0	6	3
g1183	13	7	18	4	11	25
g1184	29	108	100	53	77	55
g1185	385	275	238	310	416	235
g1186	444	776	635	354	638	352
g1187	3	15	6	0	1	4
g1188	28	39	20	13	34	2
g1189	2	1	4	6	3	0
g1190	12	52	23	19	25	6
g1191	1036	2342	2205	1398	1879	906
g1192	1394	2329	2208	1291	1865	688
g1193	21	26	40	16	37	49
g1194	6079	5083	3328	2551	4957	2306
g1195	456	170	162	25	122	415
g1196	275	429	453	243	250	206
g1197	10	51	8	2	12	17
g1198	729	659	761	578	603	220
g1199	485	320	513	299	369	172
g1200	43	165	66	62	69	19
g1201	0	0	20	0	0	0
g1202	16	14	23	13	13	7
g1203	42	15	53	77	19	0
g1204	9	30	21	5	27	19
g1205	534	1192	315	564	972	638
g1206	4	8	8	12	9	2
g1207	395	601	262	1401	1427	353
g1208	8	12	4	4	11	2
g1209	301	423	422	282	331	119
g1210	24	17	84	21	196	45
g1211	336	541	624	545	511	364
g1212	140	46	71	44	81	19
g1213	7	5	3	5	7	3
g1214	1911	4159	2204	2454	3498	1803
g1215	89	110	118	93	67	58
g1216	19	42	11	13	16	8
g1217	1770	3710	3630	2852	1296	1614
g1218	28	7	19	15	52	17
g1219	5585	8348	5622	7476	11680	8279
g1220	19	108	94	52	48	56
g1221	10	7	7	1	6	4
g1222	39	47	29	8	19	6
g1223	290	378	382	154	669	223
g1224	3	10	13	7	7	9
g1225	786	529	390	775	1739	551
g1226	31	13	23	4	12	19
g1227	36	38	14	16	43	20
g1228	9	3	4	17	10	1
g1229	7	20	6	6	23	2
g1230	662	1229	686	382	467	384
g1231	1	10	7	5	3	5
g1232	14	31	9	14	27	10
g1233	149	1116	2436	861	204	362
g1234	15	72	22	18	1	27
g1235	17	18	8	9	10	10
g1236	0	3	0	42	2	10
g1237	1056	930	1438	830	1306	877
g1238	22	198	108	89	82	51
g1239	465	1541	452	368	780	627
g1240	379	477	1474	1570	3263	262
g1241	2	0	3	4	5	1
g1242	257	401	606	423	594	195
g1243	409	426	480	163	427	158
g1244	1140	1366	2344	731	923	708
g1245	6	7	6	1	6	4
g1246	0	2	5	1	35	0
g1247	738	685	727	305	604	337
g1248	447	732	613	591	615	348
g1249	126	97	154	76	169	88
g1250	486	877	461	262	412	294
g1251	5680	7338	5081	3945	8673	3650
g1252	3	7	10	1	5	4
g1253	2472	4978	3171	2486	2956	1931
g1254	797	641	879	382	1505	500
g1255	82	516	175	367	500	131
g1256	6	6	6	15	16	10
g1257	25587	17810	16516	9887	10101	10206
g1258	2	13	2	2	2	2
g1259	1288	1253	664	879	1329	1444
g1260	183	174	835	239	642	559
g1261	45	61	30	43	81	25
g1262	7	4	15	17	9	4
g1263	207	268	208	246	154	223
g1264	5	0	4	0	0	2
g1265	2629	2446	2327	1762	2275	1621
g1266	2798	4319	3243	2431	4068	2182
g1267	12	19	16	7	13	12
g1268	139	223	139	124	155	146
g1269	214	201	171	137	218	124
g1270	586	2167	1430	1621	941	747
g1271	246	232	327	518	441	430
g1272	12	59	24	8	21	18
g1273	122	139	189	97	169	80
g1274	14	32	12	5	4	12
g1275	4402	3812	3118	1971	4909	1644
g1276	771	2017	1436	964	962	1148
g1277	1439	1442	1471	1018	1960	985
g1278	638	1700	958	646	1568	686
g1279	22	4	11	10	22	7
g1280	1081	2444	1837	1280	3979	1864
g1281	40	32	9	8	17	9
g1282	590	602	699	539	934	537
g1283	294	167	178	161	253	168
g1284	2	9	0	4	4	3
g1285	153	248	123	90	217	126
g1286	3	2	2	2	8	0
g1287	1134	1773	1965	832	2196	1229
g1288	3624	4355	3960	2816	4775	2446
g1289	3	0	4	3	3	0
g1290	16	36	45	26	59	13
g1291	166	227	138	184	172	93
g1292	257	327	215	151	55	157
g1293	739	829	615	628	679	305
g1294	120	160	266	155	158	72
g1295	100	84	164	78	75	67
g1296	14	27	20	23	20	9
g1297	52	105	64	129	110	56
g1298	4	5	5	2	2	4
g1299	0	1	49	10	20	2
g1300	505	607	483	285	561	351
g1301	98	105	230	118	167	57
g1302	2	2	3	1	3	6
g1303	752	1297	1786	1242	1942	922
g1304	340	314	367	126	247	278
g1305	47	59	59	19	85	52
g1306	1372	1588	867	650	1461	704
g1307	477	230	1316	425	719	284
g1308	30	23	18	17	2	11
g1309	119	106	131	97	32	72
g1310	13	26	20	14	17	14
g1311	9330	8118	12583	4463	5948	7139
g1312	69	142	49	45	82	53
g1313	12	16	15	13	9	1
g1314	16	23	37	20	36	17
g1315	6	12	27	23	8	4
g1316	733	2079	1226	827	1190	1163
g1317	103	124	22	32	82	64
g1318	110	75	58	29	95	28
g1319	184	348	174	114	44	101
g1320	102	135	158	66	131	87
g1321	144	234	221	173	234	135
g1322	32	58	47	10	7	3
g1323	22	49	12	14	16	15
g1324	293	56	103	176	742	93
g1325	1739	2031	1497	1575	2193	1092
g1326	89	97	112	65	84	35
g1327	435	617	591	115	347	404
g1328	396	592	288	153	451	170
g1329	131	219	233	50	156	170
g1330	768	1111	667	744	721	722
g1331	978	1984	1560	1333	1297	811
g1332	29	32	11	18	13	12
g1333	28259	35874	32530	4538	10895	15681
g1334	135	324	44	33	37	76
g1335	37	61	41	51	69	23
g1336	1877	2741	2348	1231	2749	506
g1337	0	0	6	0	9	13
g1338	77	49	238	51	268	186
g1339	5	3	6	7	39	8
g1340	338	1760	501	274	911	516
g1341	1007	1282	800	949	1316	347
g1342	287	55	388	99	691	482
g1343	1	3	11	1	1	0
g1344	14	20	20	15	12	10
g1345	81	132	118	236	336	78
g1346	134	202	271	98	104	149
g1347	179	149	86	14	28	31
g1348	306	1102	1200	643	534	416
g1349	948	1561	1124	951	1424	635
g1350	183	110	72	98	115	441
g1351	20	2	0	0	0	115
g1352	472	555	847	336	361	413
g1353	49	34	46	45	127	79
g1354	493	806	281	426	449	327
g1355	89	170	125	55	71	107
g1356	5	10	12	6	8	4
g1357	710	782	807	1107	954	718
g1358	1437	3901	727	609	1151	172
g1359	21	20	23	18	19	23
g1360	54	130	60	41	66	22
g1361	75	78	1031	9	111	1749
g1362	275	381	174	127	316	179
g1363	3927	7495	8981	2862	8565	6338
g1364	0	8	1	1	13	1
g1365	255	204	307	258	397	171
g1366	469	519	487	293	300	250
g1367	32	23	25	23	38	27
g1368	939	629	541	489	1061	584
g1369	89	17	367	24	45	159
g1370	20	6	17	5	0	10
g1371	20	3	25	14	13	19
g1372	0	5	1	0	2	0
g1373	769	557	444	402	1523	423
g1374	2065	4699	2520	1894	3259	1272
g1375	17	113	80	9	80	59
g1376	1260	2105	1055	827	1794	955
g1377	7368	5002	5651	4495	7250	1602
g1378	398	381	403	182	386	341
g1379	58	37	15	34	50	16
g1380	87	174	192	205	180	99
g1381	1684	1046	812	802	955	520
g1382	449	12	269	159	134	41
g1383	68	60	67	42	52	28
g1384	883	1943	290	443	1063	540
g1385	168	270	147	195	131	68
g1386	11	41	0	8	15	0
g1387	360	530	494	449	412	298
g1388	1566	2982	1798	1284	2946	838
g1389	1610	1116	2176	783	1826	685
g1390	406	899	444	471	537	305
g1391	471	651	440	275	468	358
g1392	385	853	366	521	626	216
g1393	244	402	352	276	597	275
g1394	26	49	58	48	57	51
g1395	851	1649	1536	3388	3871	1200
g1396	5	6	7	6	11	1
g1397	0	0	0	0	4	27
g1398	2399	3765	4708	1601	2374	1616
g1399	20605	17520	18720	12572	17430	8178
g1400	2	25	11	7	9	5
g1401	218	298	311	118	301	169
g1402	38	5	122	26	18	9
g1403	147	293	206	227	257	69
g1404	212	398	342	111	191	123
g1405	731	1093	539	566	807	410
g1406	105	103	5	37	16	30
g1407	6	10	10	3	7	1
g1408	1570	639	1064	324	298	291
g1409	6524	4327	9912	1752	19303	3903
g1410	3711	8032	5740	3019	2224	6232
g1411	382	344	423	162	172	52
g1412	988	2539	1425	1536	1991	609
g1413	88	310	226	158	127	82
g1414	6	8	16	1	4	2
g1415	528	690	419	302	562	404
g1416	92	170	71	128	149	87
g1417	1222	2740	2918	1336	1197	896
g1418	126	787	170	380	146	65
g1419	88	298	144	104	41	68
g1420	293	416	398	653	468	461
g1421	1137	1860	1186	1493	1532	1288
g1422	98	195	178	188	20	38
g1423	76	317	195	67	448	131
g1424	83	189	318	229	309	298
g1425	350	577	75	251	252	112
g1426	362	861	562	720	922	341
g1427	94	46	120	45	55	33
g1428	771	891	228	118	481	463
g1429	70	48	146	162	94	40
g1430	289	217	102	177	296	50
g1431	85	45	59	48	71	26
g1432	2256	2952	3032	1893	2840	1252
g1433	1164	2420	1532	2710	1902	1060
g1434	2968	3069	1835	1633	2125	2030
g1435	1305	1759	2379	1054	1586	1016
g1436	41	83	89	42	75	22
g1437	466	504	366	386	810	215
g1438	777	878	539	332	1233	693
g1439	1733	1289	1682	1371	840	961
g1440	448	940	486	1188	901	754
g1441	47	44	19	53	41	61
g1442	4431	6579	7342	7280	4555	3298
g1443	23	9	0	0	0	0
g1444	4	4	11	6	35	14
g1445	378	472	438	362	588	297
g1446	21	39	16	26	6	14
g1447	3205	4684	3243	2384	3409	1627
g1448	0	2	3	2	1	1
g1449	2	3	12	4	3	3
g1450	4103	3086	7195	1896	3420	2397
g1451	6	69	31	39	51	21
g1452	1557	2024	1758	1346	2392	1110
g1453	773	1971	1086	880	1199	768
g1454	13	52	7	9	15	3
g1455	187	361	430	169	550	274
g1456	410	811	537	437	1034	459
g1457	2330	1849	2200	1006	1816	1496
g1458	14	95	5	18	8	15
g1459	33	31	25	23	44	18
g1460	6	9	4	4	1	6
g1461	5	17	9	6	4	4
g1462	19	14	35	22	31	7
g1463	299	578	356	403	255	207
g1464	7	6	5	1	0	2
g1465	5994	11736	9365	6032	8437	5467
g1466	14	11	19	5	16	7
g1467	479	576	522	412	752	415
g1468	1	6	5	2	3	0
g1469	17	4	1	3	3	0
g1470	45	41	29	27	30	37
g1471	0	1	108	29	1	15
g1472	380	544	566	525	1133	608
g1473	102	118	87	41	126	78
g1474	1989	2355	2223	1706	8815	7628
g1475	70	9	26	3	7	4
g1476	4600	3052	5260	4914	5897	3271
g1477	43	16	35	55	50	9
g1478	387	705	319	260	566	314
g1479	2400	2874	3067	1597	2063	1515
g1480	1068	569	451	1040	1172	462
g1481	8879	10786	7812	5897	14644	6624
g1482	29	9	279	106	373	66
g1483	37	100	107	48	90	79
g1484	0	0	6	22	0	9
g1485	2567	2755	2801	3086	2520	647
g1486	3	0	4	3	7	2
g1487	5245	10890	8401	4956	13836	4518
g1488	3001	4474	3188	3003	4182	1837
g1489	0	0	1	4	5	0
g1490	37	65	46	73	74	67
g1491	2	2	6	9	1	1
g1492	70	110	165	87	4	7
g1493	1	9	1	4	3	3
g1494	79	76	148	105	327	112
g1495	209	477	337	236	251	176
g1496	1872	2273	1718	183	1496	575
g1497	210	278	288	143	287	199
g1498	6	2	3	1	13	1
g1499	4738	1567	1000	2778	1200	978
g1500	0	36	5	17	83	5
g1501	72	275	245	117	524	142
g1502	2	5	3	7	3	1
g1503	68	138	61	16	131	94
g1504	27	103	324	74	363	212
g1505	525	747	727	795	970	576
g1506	24	39	30	38	42	19
g1507	1734	2666	1719	2218	2689	1516
g1508	782	830	585	480	957	727
g1509	0	0	0	8	0	0
g1510	2	7	7	14	0	0
g1511	35	157	84	74	218	26
g1512	216	720	386	367	408	289
g1513	71	179	80	101	80	61
g1514	1367	2346	1558	1592	1555	778
g1515	780	1128	812	524	1248	405
g1516	63	67	18	11	170	31
g1517	2088	1439	4122	1111	1805	919
g1518	626	814	518	335	1011	359
g1519	485	784	450	550	756	239
g1520	1356	1613	766	1095	2220	948
g1521	1458	2002	1751	747	1908	1338
g1522	5390	8575	6554	8201	8377	6578
g1523	0	2	23	25	9	7
g1524	1648	1552	310	328	737	326
g1525	2153	2187	1535	1504	1906	1364
g1526	1018	911	1095	633	795	563
g1527	2029	8706	3819	2250	7582	5219
g1528	445	1119	228	936	1362	832
g1529	17	3	12	8	12	1
g1530	998	1159	1521	738	1094	645
g1531	29	27	25	44	9	57
g1532	120	397	1094	472	250	70
g1533	2	3	0	1	4	1
g1534	70	188	96	70	128	22
g1535	33	74	21	17	60	38
g1536	21	48	26	44	31	3
g1537	17	19	21	18	13	17
g1538	2	2	24	1	4	0
g1539	13592	24429	20524	15137	21645	11257
g1540	1484	1494	2041	1247	1167	1192
g1541	145	173	123	157	117	144
g1542	184	50	1	405	92	79
g1543	902	1447	965	743	1032	489
g1544	9	20	2	3	3	3
g1545	113	108	55	58	105	70
g1546	1113	1148	944	395	1270	425
g1547	154	3151	448	768	1098	66
g1548	1469	450	2137	1081	3539	1964
g1549	276	172	462	501	200	71
g1550	2370	2204	1870	986	1994	1239
g1551	97	29	60	27	123	21
g1552	33	0	2	0	0	94
g1553	21	58	18	20	59	21
g1554	0	6	2	7	2	8
g1555	2	11	1	4	6	2
g1556	714	703	574	434	584	333
g1557	24	21	37	19	20	16
g1558	0	3	2	5	4	1
g1559	2301	5188	6118	321	4592	1397
g1560	8364	16687	10292	6883	17878	6231
g1561	287	643	589	179	591	598
g1562	103	623	253	228	356	165
g1563	523	614	373	527	500	404
g1564	5	8	1	7	1	0
g1565	195	358	367	239	230	216
g1566	79	100	92	70	89	30
g1567	425	69	649	547	515	157
g1568	23	206	140	104	576	8
g1569	89	33	82	77	64	17
g1570	1	0	18	0	15	0
g1571	3220	6624	6715	2275	7605	1159
g1572	41	426	148	128	181	31
g1573	450	39	100	9	4767	429
g1574	148	193	166	115	164	126
g1575	0	5	2	1	2	0
g1576	6028	5917	5204	5826	4811	2711
g1577	60	37	8	3	28	5
g1578	222	630	108	264	442	189
g1579	0	0	0	0	2	0
g1580	27	54	22	23	31	23
g1581	9570	7114	7465	3304	6024	3512
g1582	405	412	434	377	888	178
g1583	25	40	79	23	28	41
g1584	237	337	350	151	277	194
g1585	740	524	706	522	1419	801
g1586	2206	1421	2603	1072	2289	1192
g1587	72	36	75	50	221	39
g1588	232	317	131	96	169	139
g1589	167	205	199	158	190	104
g1590	6353	11634	11982	4495	18029	4781
g1591	10	1	60	0	39	1
g1592	7076	19875	7752	7501	2486	2456
g1593	2105	1520	1151	1152	3197	848
g1594	486	981	719	687	901	521
g1595	2	4	3	3	7	3
g1596	489	353	344	313	501	255
g1597	73	34	257	282	14	2
g1598	180	1507	283	61	704	371
g1599	110	241	16	121	2	62
g1600	183	244	152	118	174	122
g1601	5219	8216	2853	2948	5804	3101
g1602	570	765	268	439	503	264
g1603	7419	7574	6643	6666	5748	5730
g1604	1	12	3	18	9	0
g1605	8	12	9	0	0	6
g1606	19	29	33	16	25	24
g1607	25	55	6	0	28	27
g1608	377	344	403	260	385	125
g1609	4	33	38	24	32	10
g1610	1077	979	985	817	970	716
g1611	30	68	68	29	36	31
g1612	360	286	594	281	530	141
g1613	2	0	5	5	24	1
g1614	94	136	77	110	68	157
g1615	20	23	23	17	17	14
g1616	17	128	1	33	95	6
g1617	1631	1364	1654	1260	2015	1329
g1618	204	124	208	174	297	119
g1619	1735	2523	1419	1419	1681	1201
g1620	658	742	831	511	687	293
g1621	443	691	468	397	673	826
g1622	749	921	637	794	1480	337
g1623	2295	3687	2489	2007	1967	1124
g1624	0	1	4	3	17	8
g1625	134	337	209	113	162	92
g1626	1269	2306	1965	1415	1295	837
g1627	0	0	5	1	1	2
g1628	874	1243	1227	969	990	644
g1629	603	968	741	540	626	337
g1630	932	815	895	579	728	557
g1631	100	6	89	5	6	0
g1632	28	258	56	13	596	54
g1633	7118	13529	6796	7707	4826	7659
g1634	9	8	3	14	17	15
g1635	44	111	35	52	74	29
g1636	5498	7392	7077	5983	5940	4888
g1637	256	169	57	69	133	74
g1638	16	14	15	19	22	14
g1639	133	191	13	50	191	41
g1640	217	210	238	33	73	117
g1641	52	5	22	11	10	6
g1642	9	34	17	5	4	7
g1643	1012	5136	3808	1042	2303	1005
g1644	728	487	590	576	285	418
g1645	4	17	21	6	12	1
g1646	924	3740	1405	2407	2685	1382
g1647	631	430	555	485	423	257
g1648	23	25	54	12	69	19
g1649	18	30	27	22	69	21
g1650	27	35	15	16	33	18
g1651	0	3	0	3	18	35
g1652	12	95	71	6	99	22
g1653	3	7	1	1	8	2
g1654	16	23	6	39	2	16
g1655	57	218	24	28	87	5
g1656	1039	1780	453	894	774	630
g1657	104	138	67	89	32	31
g1658	2968	3592	1908	1836	3834	1850
g1659	1449	1316	1859	1277	658	545
g1660	1627	1538	592	909	752	551
