	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g317	3	2	5	1	4	3	2	1	4	5	7	8	7	19	7	10	8	4
g318	5389	2274	3784	3820	3773	4164	3758	2513	2395	8199	12674	8817	14629	10416	17290	15693	15032	14235
g319	623	869	635	1651	942	1132	480	647	300	1143	1584	2105	3791	1323	1890	2195	1656	3236
g320	556	340	227	561	469	329	394	241	324	449	594	654	863	617	451	1161	668	978
g321	14	0	0	6	8	31	0	7	4	2	14	13	9	4	1	1	64	11
g322	15	16	19	14	13	3	5	4	17	24	33	56	87	39	42	28	35	65
g323	6057	5118	4995	4507	3970	2765	3028	3001	7422	6298	8889	9619	16948	11140	11414	8682	10482	10499
g324	2033	1212	1816	1380	1370	1539	2148	880	1625	3708	5301	7105	6507	5376	5277	7716	7909	7491
g325	67	22	68	53	108	40	83	32	61	236	291	192	187	475	177	200	138	236
g326	7	6	13	15	17	11	15	13	13	16	12	12	18	8	9	25	29	22
g327	183	61	236	143	331	307	54	89	154	441	344	508	824	508	180	702	949	471
g328	271	43	176	91	296	98	37	102	106	114	93	134	332	309	256	282	305	712
g329	12	0	1	1	6	1	1	4	0	0	77	8	3	0	37	11	18	38
g330	2706	1747	3516	1510	4805	2152	3100	3353	2616	1925	9447	8665	9114	9528	8117	12802	9855	7229
g331	9	10	12	13	15	8	17	4	8	30	43	51	81	48	28	21	34	22
g332	64	22	16	39	21	38	46	25	27	26	101	33	102	63	65	52	57	82
g333	57	8	29	9	34	87	14	32	4	13	35	34	26	3	15	23	8	124
g334	0	23	23	15	20	1	20	5	34	28	77	52	105	16	12	2	41	29
g335	88	35	84	115	124	103	108	77	123	184	124	263	285	274	117	313	130	233
g336	4315	1514	2527	2649	2633	2178	1993	3028	2071	4075	4614	9761	6043	4247	6205	9176	8248	6627
g337	88	29	61	40	62	74	100	38	32	74	76	167	249	133	181	247	100	217
g338	38	7	5	51	30	33	13	6	1	0	31	44	7	394	17	72	73	28
g339	15	4	20	8	8	2	47	1	6	16	31	29	1	65	25	9	5	49
g340	31	7	18	16	29	22	25	13	9	44	91	61	66	74	69	102	65	94
g341	1292	1784	1893	1455	2171	1561	2632	2156	1348	3751	7023	5471	7769	7344	3134	9883	6485	5517
g342	2755	2129	2624	3424	1860	2011	2843	2394	2279	4265	13189	14896	12241	13207	10195	11206	12525	8220
g343	0	31	0	1	1	3	1	14	0	0	12	0	0	0	0	0	43	2
g344	22	8	58	25	20	19	20	25	49	51	77	37	79	122	112	95	37	78
g345	359	133	299	47	79	53	124	19	58	588	936	811	262	681	422	1686	95	153
g346	2720	771	1301	1425	1672	376	2124	692	1257	1761	4034	3115	3661	1994	3466	4050	940	2920
g347	35	17	9	6	11	16	56	50	20	40	293	80	357	32	108	43	22	422
g348	7	37	59	32	110	19	18	16	52	21	14	90	367	330	44	118	224	296
g349	12	2	30	4	8	5	11	4	1	14	1	5	14	8	0	2	10	11
g350	1646	1896	2715	2428	2962	1889	1929	1697	1203	3737	6392	4652	7344	6784	5151	7500	6559	6107
g351	5	2	8	10	5	26	11	2	22	3	10	10	7	5	14	5	8	11
g352	3122	9217	6887	6062	3684	5002	3692	3243	1466	5179	34614	25383	106148	44599	14831	51404	16201	34721
g353	3	3	7	6	0	4	0	1	2	4	7	6	13	8	10	4	19	6
g354	76	15	70	36	98	21	56	13	39	67	114	81	89	149	51	62	109	107
g355	18	0	289	445	0	28	104	92	21	24	451	798	718	706	16	255	200	22
g356	1918	1071	1159	1544	1589	1417	1331	1385	809	2879	4206	4249	5189	5681	3608	5848	4310	6278
g357	120	26	70	47	51	54	163	87	43	282	205	500	209	510	319	224	237	450
g358	59	40	54	24	83	60	50	14	48	122	113	171	214	189	102	136	89	128
g359	2513	930	1465	1251	2040	1911	1657	948	2249	2163	3614	3252	6964	3984	2630	4102	4356	3214
g360	30	44	27	18	14	31	6	13	25	41	55	52	46	34	30	36	35	23
g361	29	25	24	12	22	22	16	25	15	21	125	138	29	12	55	26	42	93
g362	3	1	4	1	7	5	0	3	0	1	3	2	9	3	2	8	13	8
g363	5	4	5	9	9	3	7	3	7	8	6	7	16	7	7	13	11	6
g364	126	555	321	689	783	146	1592	494	771	720	2676	563	1344	3626	154	2301	988	1457
g365	985	222	238	748	310	378	145	135	303	209	1005	601	929	541	264	217	751	1115
g366	1482	836	1104	592	971	549	1246	1344	883	2919	1478	2615	3629	1295	1872	3189	4200	4464
g367	28	14	21	28	67	56	61	44	46	12	34	15	52	41	13	168	86	144
g368	9	5	9	8	16	12	6	11	14	22	28	15	83	43	13	79	2	39
g369	7217	3950	3692	8971	7487	8303	3121	4186	7190	11234	9708	16298	23530	12305	9401	22351	24741	22652
g370	450	167	555	568	678	470	384	364	759	1399	2008	882	1248	1219	937	1456	1835	2749
g371	1525	461	434	472	558	624	522	505	891	1992	2317	2864	5298	2640	1676	3546	2518	5498
g372	108	19	43	38	124	32	18	22	22	240	260	91	72	225	288	53	64	210
g373	67	24	48	53	38	51	74	31	65	44	54	68	49	82	77	111	89	107
g374	1313	666	1050	1279	1849	1141	1294	667	1276	1499	2181	2073	3027	2783	2181	2359	3538	2936
g375	320	379	869	810	583	655	440	341	848	543	891	979	1231	713	988	701	1024	767
g376	1760	873	1295	1350	2127	1421	1302	603	1299	3710	5428	4765	8549	5647	3821	6480	3785	12226
g377	3728	2044	5576	6443	4476	4223	2570	947	1374	4558	4596	2592	3773	5187	4298	3233	5215	2418
g378	4670	3018	2790	6940	7663	5499	6834	3201	2549	8456	5975	4824	11241	11453	5081	11194	6994	9485
g379	178	86	123	199	551	222	270	212	129	397	261	452	1114	553	239	427	426	189
g380	84	26	18	34	60	27	40	33	14	60	40	46	88	91	28	74	56	107
g381	0	0	0	0	0	1	0	38	0	10	0	9	0	0	0	1	0	0
g382	117	23	53	226	50	164	74	96	158	135	195	177	607	129	196	723	186	352
g383	8	4	0	28	8	3	13	2	5	3	9	13	11	6	1	4	15	11
g384	33	12	12	41	14	25	25	19	18	57	69	67	44	29	29	69	31	46
g385	40	21	57	58	43	16	35	43	39	57	168	319	138	313	256	128	383	215
g386	9750	3422	2499	4456	3545	5632	10253	7630	5182	5292	13444	6752	8914	7402	5288	9579	7273	8498
g387	456	409	216	48	301	269	185	199	104	3052	1457	36	983	1510	1977	2961	1446	3421
g388	60	75	87	90	91	62	73	22	80	51	106	131	182	244	106	147	70	176
g389	229	195	249	239	293	167	175	178	223	257	570	424	896	745	169	430	803	797
g390	931	1228	430	871	928	1708	954	678	377	261	1454	421	1580	852	1320	1526	1214	1417
g391	54	62	48	34	42	29	46	27	40	46	58	50	40	136	46	86	59	71
g392	529	100	539	365	864	411	271	305	321	547	725	500	1542	800	1244	1535	671	1581
g393	136	127	63	82	35	31	87	43	62	57	124	172	202	186	110	159	87	125
g394	1949	921	1296	894	753	1633	999	651	719	2008	3061	2672	3272	2843	1190	1546	1346	2878
g395	2358	656	2789	1328	3865	1956	2873	654	3555	1545	1571	2318	3735	2072	1750	2135	1319	2139
g396	707	176	388	737	584	320	815	257	284	794	355	264	775	1131	631	1290	1082	764
g397	1432	1132	948	1481	1026	1078	1166	1133	1056	2020	2644	2805	4049	3291	2384	2899	3660	3110
g398	6	1	1	6	0	7	1	0	2	1	10	17	1	0	0	9	1	6
g399	603	956	143	133	946	484	619	328	541	2031	3996	5644	2517	1541	1291	1852	2485	2196
g400	107	64	47	60	35	55	86	32	33	99	149	123	203	51	34	61	129	149
g401	195	139	112	136	126	179	182	91	142	131	161	272	345	298	220	317	298	140
g402	31	38	66	56	10	5	44	1	5	11	53	5	13	45	39	89	53	24
g403	3	7	2	4	7	2	2	2	4	5	10	11	17	16	9	11	17	19
g404	275	370	381	310	301	239	243	221	336	448	1072	1083	1329	563	1074	1006	1394	883
g405	4442	6429	4280	6462	5777	4110	10561	4516	7303	9217	8428	11221	12503	15434	10181	17463	23535	21434
g406	487	142	169	314	313	259	214	344	295	655	1350	1206	1626	891	1041	1132	1477	1429
g407	0	7	6	6	0	1	1	0	13	0	11	17	0	7	25	42	15	1
g408	79	86	113	72	158	14	55	24	35	83	149	81	187	313	102	99	110	118
g409	49	22	12	24	71	34	33	14	33	6	70	92	85	63	85	84	88	162
g410	1867	1138	1396	1168	1979	1486	1443	944	1257	1350	2604	2677	3022	2095	2110	3311	2166	2275
g411	655	409	524	248	364	277	314	373	212	336	259	746	1142	679	272	1435	254	1089
g412	14	3	17	9	17	20	6	10	2	8	15	20	23	25	7	14	21	59
g413	51	26	51	50	46	33	39	14	33	52	22	77	66	108	25	105	63	64
g414	306	64	305	294	173	190	264	103	319	98	267	271	481	384	327	302	284	398
g415	10	0	7	1	3	4	6	3	7	15	40	27	21	21	40	24	35	10
g416	90	59	47	59	73	57	43	29	32	124	74	141	120	106	121	144	134	134
g417	1639	1715	2292	2007	2597	2374	2624	1467	1791	3463	5693	3642	8927	3738	3958	4874	4832	4588
g418	84	96	22	86	71	62	74	55	47	47	99	79	153	128	42	73	72	128
g419	8	2	0	16	18	2	39	0	13	1	0	1	14	8	0	2	3	0
g420	13	3	21	19	0	12	6	6	7	10	16	15	29	3	5	35	24	24
g421	2911	1613	2315	2555	2885	2155	2612	1796	2708	1747	3906	3620	3054	2847	3267	3315	3496	2839
g422	18	6	1	75	7	38	7	2	3	2	98	40	3	46	10	152	7	34
g423	1321	535	342	643	969	814	751	391	381	1225	794	1207	1058	1065	1414	1437	1480	2628
g424	725	317	1023	414	367	500	507	370	469	424	1183	1241	886	1472	877	624	834	1131
g425	1290	988	1360	1902	1339	2340	1162	1409	1434	3000	1510	3344	3247	2839	1018	3020	2425	1689
g426	13	0	3	6	2	2	4	1	1	8	0	1	65	4	1	14	0	4
g427	849	858	1348	786	673	732	447	651	364	1217	1621	1154	1925	2613	1312	3138	1306	3532
g428	365	215	177	264	239	349	244	279	217	810	456	512	990	974	689	1402	1393	1345
g429	86	49	92	78	30	30	89	54	53	214	263	153	294	280	127	448	414	193
g430	3	8	10	5	10	14	0	2	3	1	16	27	21	2	5	25	15	15
g431	3974	2893	1289	2517	3018	1579	2108	1723	1426	1402	2447	6866	4715	1787	2500	5070	6472	11044
g432	1029	256	330	383	275	458	463	847	1235	1963	5662	2965	1687	4896	162	1392	5438	4367
g433	19074	6702	8778	15801	13938	8062	10096	7283	11234	11406	14373	15136	32590	21341	20295	24425	20013	26979
g434	0	6	0	1	0	0	2	0	0	15	0	3	12	2	0	0	1	60
g435	16	3	8	18	10	2	6	8	10	8	1	21	91	4	14	24	4	45
g436	928	720	1054	614	1166	1011	839	483	1118	727	1395	1804	2861	1634	1536	2675	2223	1555
g437	60	65	52	53	46	34	101	29	76	77	105	133	101	150	109	94	108	126
g438	707	336	404	530	536	451	497	241	317	585	1062	696	965	1102	510	716	1156	1372
g439	7613	6002	6386	8244	8042	6850	9158	2350	5191	15569	17691	21174	20432	22906	13580	29384	25191	18504
g440	335	131	718	1051	292	272	312	160	282	853	627	615	935	777	613	682	1779	1035
g441	334	221	216	335	299	217	327	254	317	516	538	423	659	615	548	888	589	855
g442	653	111	289	269	310	458	271	248	356	495	677	556	1234	764	665	1468	643	806
g443	76	19	51	29	50	55	154	9	2	411	278	1148	464	772	453	158	14	231
g444	1003	499	1062	1092	597	1164	1117	883	1204	701	839	1298	2214	1388	852	705	1590	1964
g445	66	24	27	45	62	58	71	18	37	95	84	109	107	164	114	147	144	43
g446	42	56	43	12	80	41	27	23	44	55	53	89	74	60	56	59	65	96
g447	124	5	842	194	169	273	113	7	383	132	580	19	57	8	73	6	118	106
g448	46	25	40	15	28	17	37	17	11	78	93	14	168	51	54	129	92	167
g449	1726	1554	1355	2114	2165	2739	2947	1331	2031	1913	4655	3251	4487	2992	3584	5181	8457	1340
g450	172	35	64	91	171	110	185	77	76	445	494	149	321	194	39	391	196	179
g451	10	23	17	19	31	6	12	22	16	47	59	45	14	130	21	12	29	130
g452	23	97	95	18	76	37	61	7	85	51	21	58	113	54	12	158	35	7
g453	889	723	561	1673	905	798	800	585	794	2238	2415	2179	1827	1526	1785	2076	1881	2027
g454	3236	1576	2118	2280	3370	2176	1561	1517	2211	3770	5070	4812	5518	7794	4660	7115	7549	7005
g455	54	18	44	21	49	50	61	41	43	53	114	120	278	179	110	322	282	122
g456	178	51	118	32	84	51	51	30	93	139	171	140	112	228	245	255	189	177
g457	6	14	27	20	43	17	26	5	17	24	33	73	288	41	6	166	61	93
g458	4	5	8	2	7	15	9	7	4	4	8	16	22	5	14	29	14	9
g459	54	23	51	111	195	182	114	51	59	289	55	46	332	151	270	475	228	107
g460	206	160	255	534	438	141	179	268	185	931	1286	2133	2620	996	1552	3085	2394	1938
g461	50	12	18	10	23	37	5	7	15	16	24	30	69	53	16	28	13	23
g462	708	645	910	489	533	359	1031	449	432	1527	2727	2650	2099	3049	1332	892	4908	3033
g463	7928	2691	3956	4207	12618	3019	4224	4453	5892	9648	13570	5395	11424	1986	17790	35401	12034	24010
g464	10	5	16	8	0	5	9	6	16	10	39	19	5	1	26	4	28	56
g465	1885	1336	1073	1260	1501	972	1217	972	1094	2395	2791	2298	4670	2265	2107	3721	2828	3691
g466	3195	2601	2402	3161	3845	2662	2636	1947	3057	3548	5096	4546	4523	5993	5778	5974	5164	5830
g467	89	46	39	91	88	85	46	69	42	97	128	83	109	224	150	213	164	105
g468	48	27	43	65	83	56	116	22	85	97	248	183	179	218	78	112	35	282
g469	12	27	10	58	0	30	0	43	3	18	1	24	4	0	17	122	7	36
g470	3	0	0	0	0	2	0	0	2	3	26	15	18	3	13	15	21	5
g471	8	26	27	27	35	29	26	20	98	30	24	97	84	73	34	55	31	54
g472	97	53	90	31	86	215	43	70	105	138	261	138	249	424	154	279	298	187
g473	17419	5075	3054	9795	5250	10911	9553	4138	7264	16299	26497	13699	29404	14815	24653	30661	27981	14407
g474	63	15	70	29	54	46	20	22	60	46	90	54	69	71	17	38	16	57
g475	4848	1134	2733	3512	4513	2649	3266	2626	2239	5493	7489	4548	8780	6653	5610	10716	8811	8077
g476	724	30	29	40	81	350	718	37	29	335	74	116	282	465	40	159	45	5
g477	235	61	162	69	84	77	223	110	74	238	86	428	429	298	240	198	187	271
g478	105	192	204	625	103	257	90	191	71	110	1437	526	636	2049	320	476	308	1186
g479	2449	1678	1608	3189	2293	2357	3259	1458	1205	2834	3839	4863	5927	4383	6949	6317	6410	8721
g480	1572	1019	1616	1969	2099	1823	2040	981	1166	3617	4944	5434	5728	3891	4381	5438	5766	8646
g481	4509	3332	4184	4158	4487	5239	3573	2512	1410	3818	9036	7091	5817	3656	2806	6229	10609	8447
g482	102	28	29	2	35	4	28	2	0	14	41	8	52	40	159	47	3	77
g483	136	164	267	249	329	76	263	161	264	198	481	381	492	336	298	432	716	506
g484	1203	616	998	1855	1721	1161	1236	634	1370	1286	1473	2334	4189	2351	2993	3283	5451	4960
g485	1348	504	1085	1121	1233	1147	799	472	728	579	680	1088	1818	1447	980	1340	1276	993
g486	34	44	46	44	20	46	33	31	22	50	71	53	76	67	83	51	128	39
g487	8	3	2	1	3	1	6	3	4	3	5	2	3	1	2	2	2	1
g488	3835	2117	5236	4641	10142	5789	7597	4590	7210	7251	18402	21674	23614	23917	12723	19161	32731	26922
g489	135	91	91	169	108	112	131	56	173	135	157	230	214	214	149	208	81	312
g490	638	376	677	569	759	514	515	500	548	679	893	744	769	950	990	1223	777	962
g491	9027	5926	5896	4585	9774	4799	5242	5471	5894	13013	17574	14853	18397	11939	15094	17438	19580	20247
g492	959	493	414	429	589	682	673	500	645	1123	1549	1427	3586	1882	1115	1805	1506	2196
g493	6	0	1	52	48	1	48	34	18	11	91	40	33	64	39	29	95	16
g494	83	31	80	36	43	47	61	24	47	73	80	175	111	165	150	138	156	193
g495	66	31	37	46	66	33	61	19	26	217	272	191	336	219	237	292	184	449
g496	776	477	491	464	604	210	844	463	694	1047	294	1311	1644	1187	1129	953	1036	747
g497	78	12	110	106	51	135	145	76	45	5	2	31	37	18	16	22	7	223
g498	87	32	48	44	83	32	51	19	33	34	49	107	108	219	78	165	119	133
g499	21	6	10	8	26	10	0	1	9	5	6	5	11	17	19	9	12	31
g500	5173	3576	3323	4341	5118	4237	3998	3315	5056	6893	11317	8911	12614	11794	5504	8807	8270	8222
g501	484	249	63	202	138	99	59	204	577	108	282	593	382	436	356	680	873	549
g502	73	41	42	45	55	81	54	37	63	97	44	89	423	90	201	134	168	216
g503	2254	1039	1732	2116	2144	1966	2302	1395	1336	7820	8731	11284	16520	8481	11279	15716	10660	12052
g504	6878	2734	2957	4109	6152	4033	2961	1106	5474	4962	10063	7906	6898	8345	9272	5214	5271	13020
g505	4079	3132	3623	3409	4670	4495	5178	2962	2702	3512	6967	5835	5664	9095	5642	4693	5256	8598
g506	553	232	448	506	597	405	332	264	315	511	720	917	717	645	515	809	954	724
g507	183	321	149	410	221	92	79	89	92	134	163	784	929	403	121	578	112	973
g508	526	178	552	80	496	157	196	293	468	446	824	737	568	760	1317	865	1114	970
g509	1975	4115	2716	4112	5004	3890	1660	2138	2891	12291	9833	7324	22363	12146	15469	9061	24790	33932
g510	667	403	1551	347	924	610	349	277	427	881	1147	1044	2665	653	394	3294	2458	477
g511	70	73	61	38	158	219	140	171	102	253	502	487	350	829	334	159	536	1017
g512	104	99	350	15	13	113	116	91	54	154	159	36	130	219	172	38	67	241
g513	48	22	19	19	47	41	30	41	18	42	52	39	46	33	58	32	76	52
g514	102	38	69	97	113	36	80	34	93	158	57	205	295	229	121	158	342	196
g515	619	224	310	263	622	267	313	266	449	597	1358	1603	2652	1187	782	1350	1727	1953
g516	699	319	359	495	568	364	498	409	362	696	428	515	957	929	541	1315	606	1200
g517	189	120	149	205	148	172	319	116	197	261	434	479	487	567	366	373	338	324
g518	42	10	68	29	40	127	60	35	89	97	167	284	494	203	124	87	213	89
g519	665	182	305	619	928	186	291	146	866	413	954	883	586	1939	749	931	1212	942
g520	5226	1705	2585	3945	3734	2021	1849	1331	2684	17829	13992	11223	16713	11764	10723	13630	32860	26626
g521	1550	1002	1201	1640	697	1182	2075	1228	1133	1726	1727	3592	3330	1562	2693	5656	2631	1277
g522	53	71	205	167	117	185	157	74	111	292	228	195	207	346	262	304	197	254
g523	92	69	94	115	112	172	80	61	80	214	239	123	369	129	232	487	578	378
g524	78	215	78	127	216	132	19	158	205	255	169	275	823	392	536	528	1401	356
g525	990	767	823	692	1049	769	933	473	682	1092	1780	1595	3032	1840	2183	2073	1378	2908
g526	298	18	757	49	512	409	255	322	195	489	236	248	1469	434	173	221	439	582
g527	2	1	4	1	8	0	0	0	2	1	5	2	8	9	3	2	2	6
g528	106	101	117	78	98	119	114	62	52	270	324	565	719	302	153	285	435	502
g529	772	572	775	707	651	912	579	474	673	1453	1479	1974	1615	1821	1479	1257	1607	1422
g530	200	136	169	184	222	143	265	102	180	244	464	307	701	418	280	364	237	356
g531	637	528	530	878	1085	663	495	414	694	904	2257	1128	3214	4049	1030	1627	1951	1737
g532	996	704	712	934	977	608	653	270	1022	683	1003	805	1502	894	911	1672	1876	869
g533	1169	510	778	762	478	518	853	496	892	1374	1734	1704	1428	1763	1478	2298	2413	2175
g534	10	3	139	2	40	108	4	22	3	39	166	72	38	53	0	20	105	37
g535	266	487	402	779	349	336	362	203	300	599	1117	573	1350	1068	1950	1097	1029	1066
g536	1207	492	818	1171	988	1120	787	900	794	1167	1925	1154	1867	1949	1830	1815	2148	2407
g537	3	1	2	1	7	7	6	5	0	2	18	0	2	16	2	1	6	38
g538	21	14	2	55	40	8	11	37	14	42	54	7	149	15	21	28	16	150
g539	1244	671	1234	816	1134	1050	854	622	1183	1182	1290	2220	2836	2302	902	2540	1724	1755
g540	536	251	402	62	316	355	304	193	314	653	830	610	1229	1034	629	635	191	1176
g541	1458	963	1097	926	1512	1079	761	458	936	932	1746	1364	1285	1256	747	2648	868	2374
g542	246	72	165	207	153	79	57	27	129	72	198	84	235	411	180	248	123	287
g543	70	149	140	72	153	239	353	55	31	742	633	353	737	125	62	465	585	164
g544	15	12	0	3	0	1	1	4	3	0	34	7	2	15	9	27	28	6
g545	39	8	9	60	47	44	11	64	40	18	121	41	183	177	164	177	19	183
g546	3	7	7	15	9	6	8	5	7	5	26	11	22	2	8	18	7	10
g547	57	17	29	21	13	22	24	23	21	18	111	57	87	68	34	77	72	194
g548	283	148	248	628	197	176	208	52	150	329	525	457	277	173	137	674	817	178
g549	1466	821	986	1423	1141	1198	1246	957	904	1095	1632	1674	1500	1374	1600	1691	1533	1864
g550	902	424	544	480	751	438	276	333	645	282	950	944	789	315	269	1353	1348	579
g551	542	526	661	944	686	488	449	312	598	717	1448	998	1391	1571	754	2132	1175	1550
g552	9	5	6	0	0	0	1	0	10	0	0	0	5	0	0	0	0	0
g553	12	14	37	67	58	62	32	25	16	82	126	11	110	72	38	31	99	70
g554	10712	7784	8765	6679	12385	5417	5308	7217	9533	19816	28244	26587	26830	26749	18414	19989	31444	27021
g555	191	117	90	164	145	129	168	151	142	345	346	339	593	526	583	575	440	590
g556	1328	853	1101	779	1042	651	1549	1232	819	1575	2852	2427	3502	1760	2644	3158	3231	3774
g557	1712	1341	1885	1407	4581	3507	3589	1783	3198	4116	8314	4703	3588	8542	5855	10372	7915	6713
g558	122	5	12	46	1	8	49	11	0	25	1	16	0	0	7	3	5	41
g559	20	1	22	20	13	30	11	17	24	23	20	37	65	21	19	41	43	33
g560	3	34	9	38	4	13	146	2	74	141	134	251	315	274	63	61	280	159
g561	2	90	2	497	3	143	4221	3594	1	1578	11138	2093	110	20253	8239	10	11646	6
g562	6	1	11	1	1	1	2	1	3	6	9	15	1	10	9	7	15	15
g563	2326	740	236	494	403	1106	1044	459	172	1408	1562	826	996	909	158	1381	1654	2194
g564	416	186	220	585	254	300	329	405	432	525	1016	777	1328	1350	1039	1319	1113	641
g565	1470	859	1069	1051	1024	1435	1275	917	876	847	1830	2195	2659	2052	1179	1990	3195	2444
g566	1604	1831	2387	1746	1094	2262	1331	3704	680	2690	1857	3622	5749	2215	2254	6660	4519	3070
g567	753	386	510	339	580	501	713	359	517	1056	1001	783	824	1085	850	1043	1048	806
g568	65	102	77	235	145	100	94	77	150	348	349	194	335	406	334	309	308	597
g569	180	747	408	858	1359	883	761	640	485	1864	836	1912	2115	1521	923	994	2118	334
g570	589	318	401	136	592	479	572	182	410	529	410	398	640	435	569	337	623	546
g571	16	14	14	23	14	29	30	17	10	16	25	68	61	57	47	65	50	47
g572	3514	2134	3245	2412	3083	2547	3092	2484	2689	4655	7508	5915	14164	8805	3497	5106	7289	8763
g573	6409	3498	3571	4860	3871	4103	5675	3317	3485	13996	12188	16626	19462	20321	12862	16139	16289	18971
g574	27	19	22	77	52	34	77	23	26	21	48	48	100	69	16	37	118	157
g575	18	12	8	15	4	12	20	14	13	19	21	6	47	41	9	15	55	18
g576	1891	944	2102	2876	1799	1771	2904	2063	2633	6275	9003	8531	13739	11311	6939	9298	13850	13286
g577	518	282	409	395	354	253	353	388	438	881	954	1485	1896	1298	1147	1595	1112	1358
g578	24	5	9	4	12	5	12	4	7	6	11	20	11	19	7	19	20	15
g579	86	2	2	27	0	9	3	2	1	16	6	11	17	0	9	1	28	17
g580	1064	651	650	1054	1110	523	1449	742	891	952	2405	2232	3570	2439	1997	2789	3018	1691
g581	1335	366	3503	1250	868	985	1207	895	463	981	3187	2502	3072	756	3130	1373	1716	2427
g582	2786	1312	2227	2590	1920	2232	2260	1383	1841	5494	7791	4650	9773	7642	4413	7535	6568	8305
g583	367	953	1053	372	1377	292	403	539	374	1373	2225	1041	482	1599	372	1015	1374	556
g584	64	44	74	38	50	28	32	26	35	78	181	36	45	19	40	90	104	107
g585	30	2	28	46	14	56	15	5	16	30	9	33	22	40	75	110	51	8
g586	11	2	2	2	1	1	4	3	2	3	3	3	5	0	1	9	8	4
g587	8	6	10	5	7	1	4	10	7	2	17	2	19	12	53	25	15	6
g588	739	201	479	881	720	564	559	399	411	478	1094	1254	1296	1081	971	2112	883	1363
g589	247	78	97	131	238	145	130	149	107	209	358	117	725	362	193	395	313	1045
g590	14	8	11	5	15	8	10	9	8	6	20	21	22	10	11	15	20	21
g591	4	1	24	7	7	16	11	12	3	5	16	20	1	23	8	6	8	30
g592	4	0	28	7	9	0	9	10	4	12	2	18	9	34	28	92	18	14
g593	29	26	11	2	5	39	40	29	8	16	49	86	5	2	35	24	56	26
g594	856	1251	5467	2939	2869	1273	3677	1574	3261	11150	1294	8364	4024	14445	313	875	6790	2796
g595	3	2	3	10	7	2	11	9	10	7	16	4	3	3	1	25	15	3
g596	158	46	87	117	59	74	72	29	50	107	22	75	387	201	133	353	95	102
g597	606	341	571	327	470	657	427	224	549	762	488	916	536	694	395	910	990	571
g598	433	97	277	559	392	377	301	72	224	1266	830	511	1621	623	466	794	1275	1086
g599	0	1	0	3	6	0	1	7	1	6	8	0	5	2	4	1	23	8
g600	4341	2646	2937	2249	5076	3921	3587	1790	2966	2606	4607	4261	6133	6541	3711	5925	5073	7191
g601	1504	990	1499	1698	1839	1464	1772	1022	1304	1920	2492	3998	4127	2249	1942	3254	3316	3699
g602	0	0	4	0	13	0	0	1	0	10	3	0	1	0	0	38	6	13
g603	0	10	0	0	5	15	0	2	0	16	4	3	0	1	10	5	9	3
g604	278	212	406	243	453	408	501	278	287	1334	1332	1085	1531	2638	828	1575	2197	2873
g605	1209	879	938	952	1238	696	1163	624	574	824	1448	1242	2170	1235	1233	1948	1178	1060
g606	5610	2997	5551	3933	6674	5229	6657	3937	4831	6553	10193	12084	15958	8531	7316	12485	12969	15004
g607	56	0	31	35	150	44	0	15	6	10	38	108	170	94	13	111	66	104
g608	17	15	4	2	1	3	8	11	13	8	8	14	24	13	31	10	46	24
g609	21	17	26	24	27	25	29	15	11	40	25	44	64	67	30	57	63	43
g610	6281	4065	6061	7276	4517	8196	2812	2271	4799	6063	18446	20773	15329	10412	16811	27683	19637	26200
g611	14	9	13	19	13	4	14	12	16	43	48	15	22	11	12	20	12	32
g612	2	1	3	8	4	5	5	2	2	5	8	19	2	5	3	8	9	8
g613	521	249	199	445	606	357	163	298	430	349	620	1090	1131	658	1457	1010	1749	719
g614	48	27	52	37	34	28	34	30	39	35	48	35	96	46	56	63	57	81
g615	4	1	4	1	6	4	3	2	2	6	6	7	12	8	2	10	6	8
g616	22	34	26	8	11	48	46	13	24	77	62	111	88	16	21	126	75	176
g617	85	52	82	31	49	102	96	63	46	203	460	258	258	227	289	527	369	310
g618	871	348	500	181	755	496	521	253	388	180	725	1162	1530	707	479	295	884	1535
g619	2459	1218	2481	2473	1944	1743	1842	1168	1675	4768	3599	6734	5789	7668	3495	7576	7441	9058
g620	64	64	37	30	10	32	17	6	18	26	126	75	273	73	195	108	100	144
g621	3748	1214	6351	409	4393	595	4056	2295	1746	3457	3540	4938	10760	8432	1934	10876	1846	6643
