	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g318	6	9	2	0	7	2	3	12	7	3	7	9	10	12	0	13	3	5
g319	13	10	2	19	12	7	26	10	2	63	38	13	45	35	2	7	18	2
g320	15	0	27	23	29	0	2	26	29	3	16	9	3	0	8	19	96	55
g321	824	1629	833	1186	841	733	1690	1241	982	2367	2283	3022	3032	2393	1763	2866	3597	1827
g322	0	2	3	5	1	0	5	8	0	12	7	1	10	19	10	37	20	2
g323	592	348	4	1212	497	22	494	1259	356	44	1224	122	6017	603	2359	3149	4143	119
g324	0	0	2	0	0	0	0	0	0	0	19	3	0	0	9	26	0	20
g325	319	222	72	496	188	96	362	447	216	892	599	350	418	417	900	1460	1488	804
g326	352	452	214	434	717	183	544	467	347	312	475	285	538	273	735	515	736	442
g327	624	645	441	653	436	504	857	717	629	1208	1325	1897	1948	1674	1298	2087	2226	1117
g328	853	694	569	1099	818	970	952	962	661	1550	1339	1073	1237	1158	1369	1934	2415	1184
g329	93	137	99	127	77	74	169	91	79	309	174	96	148	158	179	300	436	97
g330	22824	23968	20904	20475	40097	16755	35087	24985	16386	39260	36313	42148	49412	33981	26923	47030	64912	28099
g331	2	3	0	5	0	3	0	1	4	1	1	0	28	0	0	6	18	2
g332	1895	3365	2909	2728	3076	2387	2954	4310	1567	8184	6837	9372	9722	7615	8876	6634	11829	7093
g333	1367	3754	2270	5654	3338	4306	3225	3703	1894	4897	3791	3473	3661	4352	2064	8954	6734	3509
g334	4	12	3	12	13	1	17	3	7	16	13	7	10	10	11	53	34	12
g335	194	332	170	55	242	42	292	88	138	320	93	294	183	227	129	184	973	59
g336	9	0	3	0	1	12	4	3	4	16	0	3	1	0	2	24	17	59
g337	127	375	68	287	36	169	153	802	128	312	62	267	169	245	305	658	400	89
g338	200	423	213	199	163	375	101	299	169	477	205	1297	399	69	676	958	2769	273
g339	6	7	16	16	13	9	20	2	5	13	0	6	23	8	8	10	24	7
g340	180	256	393	422	188	253	689	338	255	791	681	837	533	1375	545	1593	1891	687
g341	816	1426	1005	2343	1349	591	1628	1344	783	2638	1984	4619	5186	3840	1061	3516	7362	1718
g342	6	6	3	7	3	8	4	23	0	9	3	12	0	20	32	6	23	2
g343	33	2	51	339	5	150	322	369	132	5	60	40	193	19	53	48	74	72
g344	628	622	331	512	718	547	602	637	343	1012	1023	1193	2003	1611	924	1903	3272	942
g345	35	66	22	25	62	31	68	38	21	122	116	357	39	52	42	348	241	141
g346	91	197	68	49	52	59	29	132	51	302	51	191	106	216	208	416	402	252
g347	716	728	694	1152	1132	633	1077	790	850	1369	827	1326	1301	1206	708	1800	1687	861
g348	29	64	2	16	1	6	11	15	39	31	11	17	33	54	36	8	46	19
g349	114	178	37	102	57	6	194	27	205	34	208	293	217	105	199	392	318	205
g350	3	12	2	3	9	7	12	8	6	12	9	19	28	25	27	22	19	9
g351	136	344	131	173	107	211	400	179	108	670	410	132	598	298	276	1177	585	319
g352	128	137	63	119	133	57	103	97	17	260	408	203	243	36	105	757	356	266
g353	4	9	34	14	4	4	57	1	20	15	54	4	8	17	61	22	13	7
g354	523	789	459	407	589	205	345	221	244	1187	1371	1057	1121	1282	826	752	1200	688
g355	4209	3999	1467	8659	3101	1339	5618	5736	4282	3287	11678	6033	11550	6127	2522	4697	13576	6795
g356	58	37	21	69	71	77	173	53	24	35	107	255	300	131	72	364	570	65
g357	18257	14321	14413	22771	28003	8686	22874	28105	9938	36926	13145	20901	51680	20963	18935	51738	41847	18224
g358	1	7	2	9	3	5	7	3	2	16	1	5	4	4	9	9	14	3
g359	306	346	280	339	248	317	479	377	333	540	423	458	649	440	491	672	564	285
g360	8	5	3	17	12	4	8	8	4	20	8	9	5	21	12	11	5	6
g361	1	37	65	0	0	1	0	57	1	162	5	34	0	16	2	0	47	315
g362	8	20	16	90	13	8	48	24	22	140	70	37	45	2	41	109	90	0
g363	9	6	1	0	1	2	0	7	4	3	0	2	5	2	6	16	8	2
g364	26	59	32	26	28	22	63	40	11	9	74	42	35	53	22	24	119	58
g365	2386	3284	2357	3068	2029	1826	2224	3157	3302	4938	4652	5902	9869	3029	2554	10727	8851	3616
g366	4	6	1	5	3	4	2	7	3	15	6	14	11	13	6	16	12	4
g367	498	899	630	1134	709	596	1517	1236	1068	3868	1935	1349	1271	3109	2964	5569	4933	3298
g368	1	2	12	8	4	0	5	5	3	0	9	5	8	7	8	8	9	2
g369	117	1109	1378	443	1127	228	1822	130	1830	9762	9578	2700	9397	3110	5434	5082	3225	988
g370	145	175	198	125	78	131	206	117	184	451	116	161	317	234	197	274	347	367
g371	144	641	599	1185	299	158	477	674	438	790	910	1738	1234	432	1164	925	1630	1119
g372	10	11	3	9	4	7	16	7	2	10	21	1	10	4	4	16	9	13
g373	32956	30066	18465	32662	12310	22738	23922	27296	13912	82207	110581	111238	32159	132645	102538	198004	134654	40493
g374	8	1	0	2	1	3	2	9	2	19	45	29	19	44	18	98	1	15
g375	480	662	476	730	558	371	738	736	586	1143	894	945	1372	743	830	1743	1436	992
g376	10631	19825	8016	22627	25113	9001	44153	29597	8794	20393	15897	14982	26235	15585	24181	46741	19993	20621
g377	386	516	428	477	467	573	889	544	272	541	508	323	1223	342	950	1021	1618	731
g378	2	8	2	5	9	4	1	6	5	13	9	7	3	3	2	22	3	9
g379	161	193	215	578	345	531	362	144	406	452	535	465	888	328	226	368	952	277
g380	978	723	420	888	634	393	708	774	684	2063	1855	1486	1001	1216	1168	2919	2960	1098
g381	420	2852	26	219	400	1063	35	41	0	120	304	281	17	16	465	2456	965	284
g382	38	72	35	46	58	28	51	55	54	71	135	72	168	83	271	186	103	94
g383	8	8	1	6	0	3	7	21	0	24	1	11	6	10	13	21	55	5
g384	106	54	92	243	62	95	80	259	127	169	275	147	265	132	283	236	165	179
g385	20	250	146	137	94	8	65	66	74	91	81	76	80	52	188	131	345	313
g386	49	76	54	106	60	20	21	47	6	17	56	30	62	52	9	109	82	27
g387	42	44	45	11	25	0	39	71	6	6	31	174	24	10	13	160	6	6
g388	2597	2941	1442	3591	3024	2480	4338	2616	2386	5057	4210	4294	5264	4372	3333	7653	8377	4000
g389	746	2287	1014	1784	1735	798	2373	1902	741	1832	1069	1339	2996	1740	1212	3148	2189	2685
g390	4184	3321	3846	4954	3900	3756	6652	4048	2619	5995	4940	6155	5339	4808	5223	10365	7362	4598
g391	1497	1378	1365	1021	1305	853	1755	1560	1590	2733	1301	2389	2873	2317	2131	5948	4511	2815
g392	45	33	7	110	41	8	36	25	12	21	41	9	42	2	21	81	30	8
g393	175	384	149	384	231	183	521	330	216	273	380	263	276	365	193	515	303	299
g394	192	73	6	47	105	3	3	146	68	172	224	322	66	246	556	625	583	52
g395	152	149	87	397	251	128	383	300	172	608	572	731	885	605	690	529	1357	366
g396	9204	12015	8783	11432	11150	6178	11634	13073	8080	25506	16293	27794	49226	27582	19796	38253	45848	22826
g397	16	9	40	4	26	0	15	16	0	8	14	22	1	0	1	5	38	0
g398	94	122	60	81	128	106	118	138	83	96	137	75	171	64	185	233	234	218
g399	3	5	2	0	1	0	6	1	0	3	2	12	0	2	0	7	3	0
g400	5066	3139	3059	6045	4094	4639	3791	4324	3167	9595	8290	11593	11483	7325	12287	14249	14556	7481
g401	1	10	22	30	24	1	6	3	0	48	1	24	6	11	2	165	26	23
g402	135	139	98	283	98	39	174	131	100	301	146	233	164	112	216	239	174	161
g403	2	6	5	7	8	7	8	9	9	12	6	18	8	1	5	10	21	19
g404	11	31	4	4	31	14	33	29	3	97	41	9	40	3	8	49	35	17
g405	14	10	6	40	17	19	22	24	18	22	46	24	29	17	25	42	92	20
g406	1433	1095	855	1623	1062	942	1707	1161	948	2438	2185	1402	2260	1277	1877	3259	3217	2847
g407	1	2	0	2	0	0	2	0	4	2	4	11	1	6	2	2	0	2
g408	2484	1544	1635	1325	1250	1828	2004	2404	1111	2455	1202	2129	1665	2079	1394	3886	3421	1085
g409	19	3	8	5	10	1	29	0	2	3	0	7	8	6	5	26	7	0
g410	87	103	82	127	151	104	234	179	100	143	66	149	297	111	128	375	555	79
g411	41	40	1	24	3	18	6	48	13	30	5	17	14	52	8	16	6	3
g412	187	1266	198	232	547	383	583	999	1101	1760	1511	485	1700	1108	1478	3560	413	998
g413	227	263	162	285	303	167	255	419	231	561	571	317	684	426	444	1398	854	407
g414	1057	1494	1283	726	1614	757	2071	1399	1410	1752	1025	1880	2374	1344	1212	2871	2016	1438
g415	16	15	16	14	7	15	37	11	8	14	13	26	34	20	15	44	61	25
g416	20	12	5	33	25	32	10	51	23	20	15	53	17	17	100	112	67	7
g417	2639	3803	1799	2711	2629	2265	3343	2909	1725	6007	2908	2665	4222	3020	3071	7344	7895	4373
g418	18512	18393	13979	33471	32143	11003	31435	22926	19173	33513	18584	27863	38334	20088	14152	22956	31503	8608
g419	33	14	26	41	14	17	46	29	42	27	25	50	53	75	28	63	48	15
g420	22	92	49	38	184	96	81	97	29	54	116	139	92	155	97	190	59	133
g421	162	268	177	124	154	143	179	307	149	288	268	198	520	179	85	363	209	162
g422	3	106	221	400	427	2	109	469	97	56	58	66	196	140	6	1	298	136
g423	48	142	53	143	37	157	123	191	138	259	756	418	258	320	751	628	304	666
g424	700	999	258	698	716	354	1378	866	748	1340	961	1090	2011	1364	887	2676	1881	1065
g425	2	5	1	0	2	0	5	1	0	0	2	3	1	0	3	8	3	1
g426	44	322	147	272	202	97	88	492	232	339	685	928	470	1033	13	33	1193	260
g427	938	842	614	1021	1215	681	659	1247	761	2609	1921	3260	3185	2377	1522	2309	3314	1076
g428	40	47	43	25	56	39	68	91	63	103	30	62	96	77	112	185	153	45
g429	235	338	268	323	369	309	327	439	343	677	390	445	256	485	290	475	499	310
g430	53	47	52	119	69	64	70	71	60	203	118	49	47	192	110	219	155	75
g431	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g432	13	22	8	5	9	4	9	24	20	13	47	13	127	10	18	3	23	0
g433	945	1643	1483	2645	1554	1153	2578	1319	1408	4552	4612	4453	4930	3498	5643	5722	12787	4265
g434	33	93	31	91	59	38	84	30	11	98	86	142	187	107	161	112	173	102
g435	5	5	2	4	2	4	2	6	3	5	8	16	9	3	6	13	12	7
g436	1571	5557	1958	1992	5089	2549	3820	3527	2950	4054	1111	2952	5143	6816	2683	5829	9718	3909
g437	21	82	6	69	18	84	61	31	25	141	50	112	25	65	54	70	93	110
g438	136	545	656	172	426	137	312	627	246	1057	370	413	644	618	525	1151	1127	788
g439	4702	7781	3665	6140	4144	3420	11167	5587	5089	14647	12834	14971	14829	11308	13554	19622	24137	11302
g440	2203	2383	1394	2728	2078	1496	2262	2629	1530	3156	2478	5063	4133	3156	2061	6095	3570	1561
g441	603	466	860	845	915	500	806	366	738	790	808	2026	1330	1299	1224	2886	3544	2425
g442	1900	1456	2536	2577	2907	2318	3106	2585	2082	7952	7812	2971	5096	5263	4942	14471	8801	4677
g443	74	52	115	79	53	125	159	210	77	422	267	728	442	122	239	696	627	385
g444	43	67	27	21	10	25	66	77	91	18	34	102	67	46	59	137	98	19
g445	2354	1985	1178	2861	922	799	2153	2006	2006	5634	2865	6891	8686	8394	5660	8645	3084	4204
g446	457	669	309	557	501	246	430	536	220	522	463	248	401	376	426	775	781	418
g447	59	54	39	67	20	36	93	20	66	152	121	116	69	149	138	226	289	55
g448	55	37	114	76	102	39	50	154	39	60	80	232	227	49	93	62	60	177
g449	1154	2168	771	1578	1686	1316	2061	1956	1363	1535	1722	2489	1735	1433	1482	2526	2840	1046
g450	13	27	22	19	17	5	20	32	13	27	26	34	30	19	48	71	57	21
g451	2591	3045	2195	2545	3029	2144	3358	3510	3530	7459	11171	7998	11266	11266	8737	13392	15159	5678
g452	438	1489	1163	3199	2216	853	3848	2030	622	870	1724	3393	1416	525	2163	3400	4642	2556
g453	6	4	1	16	5	7	6	9	2	14	13	17	18	10	13	21	19	9
g454	2372	4862	3382	9207	4443	3069	7411	4332	3275	5642	3374	6213	6378	4942	4278	7177	8876	6624
g455	43	43	31	55	39	51	20	48	37	201	49	62	54	197	115	130	60	33
g456	206	383	226	296	303	200	505	314	291	688	487	586	866	540	779	1191	1040	346
g457	0	16	0	0	42	5	58	53	44	12	0	1	0	42	58	48	25	0
g458	40	17	12	13	25	26	70	14	27	73	110	96	80	123	140	166	161	158
g459	14	2	8	54	46	25	20	2	6	68	13	54	28	25	68	3	81	41
g460	33	57	16	19	31	48	68	38	24	226	102	80	248	71	39	274	269	87
g461	0	6	0	13	27	0	0	0	0	20	48	9	26	0	3	16	1	6
g462	27	33	42	55	37	40	60	61	23	41	30	37	50	29	43	99	51	52
g463	20	28	21	10	12	10	19	8	9	36	54	105	35	27	11	56	43	50
g464	551	1511	994	1472	1627	240	602	864	379	1682	195	1041	1366	1011	584	973	355	882
g465	29	27	38	18	22	5	19	10	24	33	1	7	8	41	69	5	8	8
g466	4377	3395	2570	5547	3515	2799	3990	4636	2129	5426	4697	5788	6991	3150	3687	7386	5645	4984
g467	31	15	7	16	22	40	6	63	3	51	7	10	0	7	34	11	12	61
g468	88	96	69	115	60	31	80	86	90	162	141	113	175	182	117	181	322	113
g469	55	28	30	33	33	33	62	73	14	80	53	101	259	91	47	39	42	74
g470	15	60	66	21	13	6	31	0	41	10	79	117	456	2	138	50	53	232
g471	1193	1565	840	1659	1233	977	1883	1507	1018	2044	1407	2571	2234	1632	1853	4448	5246	1730
g472	316	606	196	587	415	429	966	608	332	2203	1208	1216	1580	1176	1008	3435	1815	807
g473	0	1	2	0	1	3	4	4	2	2	2	1	3	6	1	0	1	7
g474	10	46	8	27	22	15	28	22	17	34	44	35	32	45	43	20	42	35
g475	1981	1055	1349	2142	1122	1165	2211	2088	1059	3169	2165	3127	4695	2680	3633	5300	5536	2781
g476	0	16	62	74	75	4	127	71	3	21	73	18	249	3	32	92	130	4
g477	1265	722	1060	1158	1050	712	1334	1316	702	1060	1085	1377	1846	1207	1505	3852	1322	1507
g478	6724	16639	15372	29009	24872	5707	20302	16155	13315	7168	38221	6240	9147	12531	15730	44880	31744	15229
g479	1	1	14	10	6	3	20	5	0	3	1	10	5	5	9	6	0	12
g480	9	9	16	15	9	11	17	11	9	26	30	15	47	10	34	41	45	23
g481	24	34	3	2	1	2	1	14	8	19	1	0	0	35	26	20	1	8
g482	52	43	47	50	18	34	83	24	29	137	78	103	123	185	177	252	181	78
g483	3	12	5	12	10	1	13	10	1	10	2	13	8	16	22	12	27	11
g484	216	226	63	163	32	136	196	268	56	471	155	198	242	504	121	228	98	188
g485	109	132	68	110	126	118	96	112	96	799	234	440	506	348	230	354	307	398
g486	0	9	0	0	15	0	1	0	2	0	6	1	29	0	0	0	6	0
g487	74	49	37	28	35	6	31	90	18	44	59	69	46	27	117	305	184	82
g488	11	96	53	32	29	28	115	54	31	76	57	47	76	134	37	39	100	45
g489	11	11	8	8	21	9	18	16	4	12	21	19	16	33	5	22	43	11
g490	59	103	83	126	124	79	197	156	109	152	124	172	237	96	132	303	333	174
g491	102	143	54	106	189	89	162	106	123	140	149	268	266	202	82	165	238	169
g492	122	243	616	205	937	471	736	142	628	1660	110	1066	493	500	155	406	2123	317
g493	38	178	14	127	73	22	69	127	27	76	127	145	80	509	223	124	245	27
g494	205	376	226	425	376	316	395	329	342	826	499	645	611	616	321	1571	973	662
g495	1011	1072	420	893	653	621	1462	3058	250	672	1752	1343	1934	2971	786	2389	781	771
g496	231	391	420	167	390	480	617	382	648	941	96	321	376	704	420	1178	1503	616
g497	1	2	1	2	6	2	10	2	2	16	11	11	21	13	10	25	25	11
g498	14	112	8	76	34	10	108	70	49	120	45	71	20	55	37	61	3	27
g499	8	5	2	13	1	0	2	2	0	0	2	6	12	2	5	2	4	4
g500	232	307	151	311	229	148	253	177	251	543	383	426	414	238	370	519	504	424
g501	2	1	0	0	0	4	1	0	23	1	1	0	0	0	24	0	14	0
g502	132	205	201	191	133	78	494	162	107	267	319	394	233	72	130	346	478	226
g503	118	273	97	490	370	277	511	399	287	776	202	537	572	489	502	992	1072	797
g504	3	2	2	15	0	0	0	2	1	0	11	15	27	0	3	31	19	1
g505	161	419	194	667	189	44	459	613	229	781	435	231	740	592	151	1771	687	1081
g506	3840	3883	3493	3903	6399	2640	4217	5160	2169	11067	5550	10349	14424	9223	6735	11696	11870	7752
g507	2546	10463	8186	13140	10799	15969	43862	8353	13770	8772	35928	17812	62319	11052	24486	53057	18847	9083
g508	430	2184	765	0	32	1	168	4524	2161	33	2046	168	2934	5247	180	0	53	1232
g509	366	440	237	533	354	292	600	451	320	553	378	373	538	285	628	1093	419	604
g510	57	188	92	98	90	70	143	84	74	259	263	178	168	280	241	593	338	256
g511	181	767	249	286	698	570	565	319	618	1431	2031	195	965	1664	116	837	234	916
g512	1089	1353	742	2594	1369	703	1122	881	595	7251	2101	3522	4662	5145	4313	5599	7815	3142
g513	20	20	4	16	23	4	10	9	8	2	12	2	33	5	1	35	12	3
g514	605	237	5	102	5	322	530	349	179	2074	176	29	278	853	256	3630	118	811
g515	1364	1761	1240	3515	1936	1133	3108	1750	1391	3042	1091	1852	2648	1946	1827	4385	3766	1865
g516	0	3	5	1	0	0	0	0	10	6	0	2	0	0	28	0	66	41
g517	593	933	835	742	820	1336	1304	1576	1260	1321	898	1826	3042	1620	1298	3896	3135	1948
g518	4035	4138	2299	8908	4803	5639	7066	9194	3911	6520	4326	4323	5209	6235	5028	7353	10036	6514
g519	117	88	61	106	69	30	271	138	57	60	118	74	52	93	122	98	158	164
g520	19	59	37	45	15	52	25	9	51	180	16	23	31	71	63	71	146	93
g521	28	346	159	249	348	112	424	264	367	466	220	1097	68	1488	543	666	226	280
g522	608	1231	1114	1731	523	940	1389	604	1421	1738	537	574	899	864	1517	2018	1021	1005
g523	10	20	12	36	4	14	6	3	3	112	34	23	15	7	11	68	61	10
g524	97	484	42	646	227	110	263	64	88	303	298	84	212	893	764	471	806	260
g525	99	10	26	80	69	113	30	205	32	113	91	5	89	3	11	4	55	76
g526	56	106	18	217	172	154	97	77	40	251	107	173	160	135	59	146	169	145
g527	2340	1632	2342	3540	1755	2704	3077	2580	1841	9512	6663	7565	8815	7259	9630	7158	7836	4289
g528	134	130	92	131	126	67	119	186	59	131	91	151	69	161	78	255	209	136
g529	452	152	175	704	667	73	394	441	303	1120	455	413	800	190	537	1046	420	729
g530	25	27	15	30	19	8	37	26	18	32	24	37	71	31	38	53	55	26
g531	12	2	1	10	6	5	7	8	6	1	7	5	8	6	8	9	12	6
g532	0	11	6	15	9	13	6	16	6	19	8	14	17	4	13	20	15	19
g533	7059	7185	5083	11001	7063	7023	8356	8762	2848	9556	9894	6698	9673	12226	6310	16933	16503	6042
g534	37	65	37	156	23	36	47	252	73	177	83	49	87	79	140	202	78	67
g535	8	31	11	50	9	27	27	27	4	14	3	20	51	17	19	23	10	29
g536	579	806	341	784	466	510	658	616	316	1518	724	1105	1240	962	832	1141	1862	1018
g537	0	0	1	5	0	2	4	6	1	0	3	1	4	1	1	5	1	0
g538	8	10	8	3	8	3	4	16	24	78	55	113	66	21	14	22	109	34
g539	42	43	17	53	29	10	25	58	9	83	40	88	28	70	49	65	64	33
g540	9	36	3	72	13	36	28	62	26	108	4	11	55	72	11	184	50	13
g541	6	4	7	16	15	5	3	1	3	38	18	18	40	26	6	2	7	8
g542	4	4	4	21	3	2	1	30	36	25	12	4	0	74	10	6	92	20
g543	2617	10136	2208	2706	906	7162	3934	5588	11348	7945	4654	3907	4300	10500	2019	6708	20178	3178
g544	2	4	2	9	12	4	7	5	0	7	10	7	12	8	9	27	8	3
g545	4	4	1	9	2	5	6	10	8	31	4	10	30	19	12	33	2	17
g546	179	224	162	165	197	126	368	354	160	463	362	385	544	682	532	615	900	357
g547	1513	5119	1760	4032	3034	2311	4551	2646	1461	12335	6586	11735	8620	8378	7627	12147	22913	8441
g548	449	694	554	1600	792	390	701	734	391	822	462	863	848	904	600	1135	998	515
g549	873	999	896	1748	1387	766	1298	1958	780	2286	723	995	2294	1910	1217	2598	549	699
g550	1160	1156	633	1519	1082	595	815	1234	571	2029	944	646	1593	421	544	2238	1548	886
g551	12911	15371	8231	16787	19759	10357	16912	16302	10370	14854	6993	22860	17873	13481	17739	29783	20270	13071
g552	795	939	544	884	875	711	1176	787	899	2678	1581	2001	2963	1809	1815	3446	3578	1709
g553	185	312	217	315	427	204	352	464	204	681	239	379	391	571	267	1373	474	284
g554	954	1621	858	1005	1519	983	2483	1774	770	2722	1526	1789	2504	1672	1648	3528	2693	1824
g555	4	16	14	12	22	7	22	29	13	7	8	14	27	9	8	18	15	34
g556	46	118	52	105	84	23	65	69	78	193	187	159	134	191	187	360	288	93
g557	40	54	4	212	7	23	186	55	35	103	105	51	10	145	38	98	141	140
g558	53	0	70	98	1	49	20	72	63	21	13	47	139	45	45	361	38	16
g559	2087	3062	2317	3323	2742	2539	5004	5356	3123	4748	3204	3545	4770	3473	3563	5759	6496	3629
g560	24	70	37	48	71	40	51	53	130	233	96	63	176	59	116	90	81	135
g561	956	758	626	1154	1341	719	1170	1160	864	1804	1756	1783	1753	2123	1069	3539	2767	1970
g562	295	276	135	577	148	287	940	591	269	427	558	504	845	932	663	617	1023	575
g563	153	434	451	930	333	252	351	250	96	964	990	1926	3337	374	737	1967	489	656
g564	4	27	13	7	15	8	19	67	28	36	64	51	21	17	75	8	107	74
g565	2665	1760	2622	1624	2267	1860	2133	1150	2395	4569	2400	1559	6152	6900	5802	6814	6905	2021
g566	866	756	520	709	560	548	476	629	536	1088	697	717	677	571	508	1130	1005	406
g567	195	198	16	264	101	44	59	124	133	106	149	519	451	349	194	286	400	196
g568	1553	2707	5615	4165	5150	2626	6755	4547	4692	12888	4728	5770	6718	4989	9855	10836	15801	4368
g569	115	132	78	287	142	191	197	159	128	347	341	253	407	229	397	569	459	279
g570	0	9	2	11	5	4	10	3	1	8	0	5	17	5	5	11	8	7
g571	2	6	3	7	9	6	5	20	1	1	15	3	58	1	16	12	66	14
g572	0	0	0	0	0	3	0	0	0	1	0	21	0	0	5	0	1	1
g573	2	18	0	6	1	0	1	4	3	28	0	5	1	0	2	82	56	4
g574	3	10	6	6	16	12	22	1	2	20	0	13	11	6	3	20	13	15
g575	6916	9518	8717	18168	15057	4893	27269	33038	7528	18958	27509	26347	19606	26699	15826	31700	17422	25752
g576	280	327	219	386	683	140	642	373	251	596	338	755	465	200	411	511	860	259
g577	66	91	81	126	133	77	70	126	71	218	123	125	154	224	104	209	189	143
g578	225	113	90	87	847	66	297	40	266	177	398	253	452	2474	36	292	102	1092
g579	4	2	6	6	3	1	1	9	7	31	15	10	9	8	6	21	19	27
g580	669	1093	1865	1764	2198	1097	1668	1393	847	4295	1026	1040	5264	2866	2553	3554	7491	2724
g581	939	764	419	695	848	720	889	1264	887	1696	1176	2583	1700	1687	1723	2718	2854	1096
g582	57513	53854	82551	36716	54892	72792	82140	81443	52523	71240	26968	94063	61747	56561	38295	145261	119543	121123
g583	19	15	14	7	16	6	2	8	10	25	41	29	41	79	10	42	25	27
g584	1686	2292	2680	1394	1727	1863	1712	1043	1121	2829	3394	1280	3792	2482	3157	6410	2825	995
g585	29	52	21	60	57	50	58	42	19	70	42	50	55	39	13	86	101	41
g586	7	45	2	6	129	375	138	51	220	786	384	4	970	81	70	239	176	6
g587	0	5	2	8	0	0	8	2	5	7	0	5	2	0	0	3	0	0
g588	1142	918	823	2271	2596	1230	602	719	2754	8118	3876	14762	6055	6413	5766	12341	7150	4436
g589	0	13	8	0	28	20	0	9	8	40	24	22	5	3	26	18	18	10
g590	8	91	26	28	46	30	57	104	47	80	42	23	223	340	71	231	131	123
g591	51	91	194	397	348	71	184	439	209	1508	166	663	73	527	5	372	595	169
g592	128	127	148	212	304	139	255	206	173	549	194	345	603	456	304	646	684	292
g593	312	280	148	539	342	145	467	242	248	466	688	350	594	332	880	826	921	506
g594	2	9	4	4	10	0	1	10	2	25	12	2	25	3	4	28	3	3
g595	1622	2560	1465	2002	2410	1917	3340	3018	1682	2359	2093	2217	5254	3186	2318	3961	4000	2628
g596	25	12	49	0	0	15	71	0	0	14	29	149	45	0	469	86	1202	30
g597	2	1	1	3	1	3	4	2	11	14	2	7	0	0	0	8	7	4
g598	3146	3731	3155	4330	4258	2552	7165	4265	3331	4149	2347	3849	5109	3104	3849	6399	5298	2886
g599	465	288	295	344	418	370	573	352	459	774	1088	686	2013	497	1139	2579	2502	658
g600	405	607	277	463	177	255	507	285	170	878	741	1895	937	1045	622	2622	1946	1080
g601	464	561	383	1022	627	837	776	1066	390	1019	974	1183	1552	605	1137	391	973	1862
g602	388	448	652	1751	340	98	410	795	24	1226	192	77	383	1185	958	77	562	520
g603	21	44	100	114	202	79	71	30	97	240	20	30	423	452	120	340	255	81
g604	11	17	0	18	0	28	0	6	0	8	5	2	11	1	16	26	75	2
g605	331	377	328	705	482	699	759	270	97	434	226	288	676	589	1313	1396	685	216
g606	17	19	10	32	32	18	53	22	24	41	32	47	35	22	21	19	49	15
g607	24	6	1	0	7	1	13	14	1	30	0	3	12	35	8	5	19	0
g608	1958	3202	1007	3456	2415	1257	2703	3949	1506	4109	1245	575	2826	4784	2002	6726	5693	3083
g609	1757	2999	1132	2062	1612	1559	2056	1885	1560	2299	1628	1703	1722	1502	992	2231	2758	2122
g610	12	6	9	20	47	18	1	58	30	63	44	1	9	4	37	10	23	4
g611	3	8	15	14	8	6	23	15	9	39	2	9	70	11	86	41	57	63
g612	17	6	33	39	38	28	95	40	13	37	13	38	15	15	4	75	80	22
g613	305	876	618	3135	751	452	592	256	40	1986	2067	1539	273	506	48	662	56	2792
g614	219	442	278	524	174	307	622	197	469	398	471	263	459	330	493	903	978	308
g615	3304	5625	3851	9300	8461	5801	8059	5171	5396	6520	6028	11473	8349	3788	1791	12255	8409	9723
g616	634	818	686	891	806	550	1187	867	631	1501	983	1251	2193	1347	1401	1754	1336	1233
g617	8	14	4	21	20	5	3	13	22	10	56	24	59	1	32	22	19	9
g618	37	50	19	81	23	21	30	33	30	38	29	44	36	33	29	114	73	39
g619	46	308	153	33	13	28	529	145	103	215	81	96	92	48	45	104	312	75
g620	0	1	7	28	3	7	15	34	20	7	0	82	60	27	0	98	142	111
g621	700	479	503	1697	527	700	756	981	871	2728	983	1013	2253	1587	1469	2141	2195	2739
g622	19	3	20	27	15	25	53	39	13	37	40	39	40	50	49	38	54	35
g623	24	16	17	31	28	7	39	47	19	87	119	73	113	73	80	93	60	71
g624	687	335	438	1262	633	708	872	729	551	381	220	1696	1737	723	217	1819	1870	1250
g625	514	782	186	185	584	556	599	586	531	428	1068	268	397	1106	939	650	1522	768
g626	294	168	342	265	290	128	692	466	65	1789	230	609	1037	698	237	1638	422	368
g627	52	33	72	88	78	48	84	50	66	64	44	64	46	125	117	121	149	66
g628	218	158	73	220	283	75	520	248	171	394	326	161	1020	102	84	360	849	249
g629	366	618	275	885	229	175	559	593	278	569	445	297	136	343	283	1342	614	145
